"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00294719","1965-11","35.0463","-107.3736","1777.0","LAGUNA, NM US","355.7","0","0.0",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","21",",0","0",",0","1",",0","0",",0","","","19651129",",,0","19651130","+,,0","19651130","+,,0","","","19651126",",,0","19651105",",,0","-12.2",",0,29,","0",",,0,30,+","0",",,0,30,+","0.8",",,0,26,","21.7",",0,05,","","","544.5","0","318.6",",0","","","1.3",",,,0","0",",,,0","7.71",",0","16.74",",,,0","-1.32",",,,0","",""
"USC00294719","1965-12","35.0463","-107.3736","1777.0","LAGUNA, NM US","355.7","0","0.0",",0","5","2,0","4","2,0","0","2,0","10",",0","3",",0","0",",0","29",",0","1",",0","0",",0","0",",0","","","19651220","+,,0","19651217",",,0","19651222","+,,0","","","19651210",",2,0","19651206",",,0","-13.9",",0,20,+","76",",,0,17,","51",",,0,22,+","13.2","2,,0,10,","18.3",",0,06,","","","1074.2","0","529.7",",0","","","28.7",",a,,0","135",",,,0","1.25",",0","8.57",",,,0","-6.08",",,,0","",""
"USC00294719","1966-01","35.0463","-107.3736","1777.0","LAGUNA, NM US","0.0","0","0.0",",0","3",",0","2",",0","0",",0","15",",0","2",",0","1",",0","31",",0","3",",0","0",",0","0",",0","","","19660123",",,0","19660119",",,0","19660119",",,0","","","19660119",",,0","19660108",",,0","-18.3",",0,23,","102",",,0,19,","102",",,0,19,","4.8",",,0,19,","14.4",",0,08,","","","1700.6","0","626.4",",0","","","9.6",",,,0","132",",,,0","-1.87",",0","6.15",",,,0","-9.89",",,,0","",""
"USC00294719","1966-02","35.0463","-107.3736","1777.0","LAGUNA, NM US","0.0","0","0.0",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","27",",0","0",",0","0",",0","0",",0","","","19660216",",,0","19660208",",,0","19660226","+,,0","","","19660208",",,0","19660221","+,,0","-15.0",",0,16,","0",",T,0,08,","0",",T,0,26,+","8.9",",,0,08,","14.4",",0,21,+","","","2223.0","0","522.4",",0","","","9.2",",,,0","0",",T,,0","-0.32",",0","7.29",",,,0","-7.94",",,,0","",""
"USC00294719","1966-03","35.0463","-107.3736","1777.0","LAGUNA, NM US","0.0","0","0.0",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","20",",0","1",",0","6",",0","0",",0","","","19660305",",,0","19660303",",,0","19660303",",,0","","","19660326",",,0","19660331","+,,0","-12.8",",0,05,","0",",T,0,03,","0",",T,0,03,","5.6",",,0,26,","22.2",",0,31,+","","","2586.5","0","363.5",",0","","","7.6",",,,0","0",",T,,0","6.61",",0","15.97",",,,0","-2.75",",,,0","",""
"USC00294719","1966-04","35.0463","-107.3736","1777.0","LAGUNA, NM US","0.0","0","0.0",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","8",",0","0",",0","17",",0","0",",0","","","19660405",",,0","19660430","+,,0","19660430","+,,0","","","19660420",",,0","19660430",",,0","-6.1",",0,05,","0",",,0,30,+","0",",,0,30,+","1.3",",,0,20,","26.7",",0,30,","","","2787.4","0","200.9",",0","","","2.6",",,,0","0",",,,0","11.64",",0","21.33",",,,0","1.94",",,,0","",""
"USC00294719","1966-05","35.0463","-107.3736","1777.0","LAGUNA, NM US","22.3","0","22.3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","31",",0","1",",0","","","19660503",",,0","19660531","+,,0","19660531","+,,0","","","19660531","+,,0","19660530",",,0","-1.1",",0,03,","0",",,0,31,+","0",",,0,31,+","0.0",",,0,31,+","36.7",",0,30,","","","2851.9","0","64.5",",0","","","0.0",",,,0","0",",,,0","16.97",",0","27.23",",,,0","6.72",",,,0","",""
"USC00294719","1966-06","35.0463","-107.3736","1777.0","LAGUNA, NM US","99.3","0","77.0",",0","9",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","11",",0","","","19660602",",,0","19660630","+,,0","19660630","+,,0","","","19660628",",,0","19660625",",,0","5.0",",0,02,","0",",,0,30,+","0",",,0,30,+","8.6",",,0,28,","35.6",",0,25,","","","2856.3","0","4.4",",0","","","25.2",",,,0","0",",,,0","20.75",",0","30.60",",,,0","10.91",",,,0","",""
"USC00294719","1966-07","35.0463","-107.3736","1777.0","LAGUNA, NM US","306.7","0","207.4",",0","9",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","23",",0","","","19660714",",,0","19660731","+,,0","19660731","+,,0","","","19660720",",,0","19660707",",,0","12.8",",0,14,","0",",,0,31,+","0",",,0,31,+","44.2",",,0,20,","37.8",",0,07,","","","0.0","0","0.0",",0","","","92.1",",,,0","0",",,,0","25.02",",0","33.56",",,,0","16.49",",,,0","",""
"USC00294719","1966-08","35.0463","-107.3736","1777.0","LAGUNA, NM US","436.3","0","129.6",",0","8",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","10",",0","","","19660829",",,0","19660831","+,,0","19660831","+,,0","","","19660824",",,0","19660807","+,,0","9.4",",0,29,","0",",,0,31,+","0",",,0,31,+","7.6",",,0,24,","34.4",",0,07,+","","","0.0","0","0.0",",0","","","33.0",",,,0","0",",,,0","22.51",",0","30.85",",,,0","14.18",",,,0","",""
"USC00294719","1966-09","35.0463","-107.3736","1777.0","LAGUNA, NM US","462.0","0","25.7",",0","9",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","0",",0","","","19660909",",,0","19660930","+,,0","19660930","+,,0","","","19660916",",,0","19660924",",,0","4.4",",0,09,","0",",,0,30,+","0",",,0,30,+","14.5",",,0,16,","31.1",",0,24,","","","19.7","0","19.7",",0","","","33.3",",,,0","0",",,,0","18.54",",0","27.05",",,,0","10.02",",,,0","",""
"USC00294719","1966-10","35.0463","-107.3736","1777.0","LAGUNA, NM US","462.0","0","0.0",",0","1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","14",",0","0",",0","22",",0","0",",0","","","19661015",",,0","19661031","+,,0","19661031","+,,0","","","19661005",",,0","19661012",",,0","-6.1",",0,15,","0",",,0,31,+","0",",,0,31,+","2.8",",,0,05,","27.8",",0,12,","","","223.9","0","204.2",",0","","","2.8",",,,0","0",",,,0","11.75",",0","21.56",",,,0","1.93",",,,0","",""
"USC00294719","1966-11","35.0463","-107.3736","1777.0","LAGUNA, NM US","462.0","0","0.0",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","24",",0","0",",0","6",",0","0",",0","","","19661127",",,0","19661130","+,,0","19661130","+,,0","","","19661109",",,0","19661101",",,0","-8.9",",0,27,","0",",,0,30,+","0",",,0,30,+","1.0",",,0,09,","22.8",",0,01,","","","562.7","0","338.8",",0","","","1.0",",,,0","0",",,,0","7.04",",0","17.20",",,,0","-3.12",",,,0","",""
"USC00294719","1966-12","35.0463","-107.3736","1777.0","LAGUNA, NM US","462.0","0","0.0","1,0","3",",0","0",",0","0",",0","1",",0","0",",0","1","1,0","27","1,0","0",",0","0",",0","0",",0","","","19661227",",1,0","19661227",",,0","19661227",",,0","","","19661208",",,0","19661203",",,0","-17.8","1,0,27,","25",",,0,27,","15",",,0,27,","1.8",",,0,08,","18.9",",0,03,","","","1072.5","0","509.8",",0","","","4.1",",,,0","15",",,,0","1.23","1,0","10.31",",,,0","-7.85","1,,,0","",""
"USC00294719","1967-01","35.0463","-107.3736","1777.0","LAGUNA, NM US","0.0","0","0.0",",0","1",",0","0",",0","0",",0","0",",0","0",",0","2",",0","31",",0","2",",0","0",",0","0",",0","","","19670107",",,0","19670131","+,,0","19670131","+,,0","","","19670126",",,0","19670131",",,0","-18.3",",0,07,","0",",,0,31,+","0",",,0,31,+","0.5",",,0,26,","18.3",",0,31,","","","1646.6","0","574.1",",0","","","0.5",",,,0","0",",,,0","-0.19",",0","9.71",",,,0","-10.09",",,,0","",""
"USC00294719","1967-02","35.0463","-107.3736","1777.0","LAGUNA, NM US","0.0","0","0.0",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","23",",0","0",",0","0",",0","0",",0","","","19670209",",,0","19670207",",,0","19670207","+,,0","","","19670208",",,0","19670215",",,0","-14.4",",0,09,","0",",T,0,07,","0",",T,0,07,+","0.8",",,0,08,","20.0",",0,15,","","","2049.4","0","402.8",",0","","","0.8",",,,0","0",",T,,0","3.95",",0","13.14",",,,0","-5.25",",,,0","",""
"USC00294719","1967-03","35.0463","-107.3736","1777.0","LAGUNA, NM US","0.0","0","0.0",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","19",",0","0",",0","11",",0","0",",0","","","19670308",",,0","19670331","+,,0","19670305",",,0","","","19670320",",,0","19670318",",,0","-10.6",",0,08,","0",",,0,31,+","0",",T,0,05,","0.3",",,0,20,","25.0",",0,18,","","","2338.5","0","289.1",",0","","","0.3",",,,0","0",",T,,0","9.01",",0","18.85",",,,0","-0.84",",,,0","",""
"USC00294719","1967-04","35.0463","-107.3736","1777.0","LAGUNA, NM US","0.0","0","0.0",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","16",",0","0",",0","16",",0","0",",0","","","19670422",",,0","19670430","+,,0","19670430","+,,0","","","19670419",",,0","19670404",",,0","-5.0",",0,22,","0",",,0,30,+","0",",,0,30,+","0.3",",,0,19,","25.6",",0,04,","","","2562.3","0","223.8",",0","","","0.3",",,,0","0",",,,0","10.87",",0","21.02",",,,0","0.73",",,,0","",""
"USC00294719","1967-05","35.0463","-107.3736","1777.0","LAGUNA, NM US","18.6","0","18.6",",0","1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","6",",0","0",",0","25",",0","0",",0","","","19670502",",,0","19670531","+,,0","19670531","+,,0","","","19670528",",,0","19670524",",,0","-4.4",",0,02,","0",",,0,31,+","0",",,0,31,+","5.3",",,0,28,","31.1",",0,24,","","","2686.7","0","124.4",",0","","","5.3",",,,0","0",",,,0","14.92",",0","24.45",",,,0","5.40",",,,0","",""
"USC00294719","1967-06","35.0463","-107.3736","1777.0","LAGUNA, NM US","65.0","0","46.4",",0","6",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","4",",0","","","19670601",",,0","19670630","+,,0","19670630","+,,0","","","19670619",",,0","19670628",",,0","3.3",",0,01,","0",",,0,30,+","0",",,0,30,+","11.7",",,0,19,","34.4",",0,28,","","","2700.5","0","13.8",",0","","","33.1",",,,0","0",",,,0","19.42",",0","27.78",",,,0","11.06",",,,0","",""
"USC00294719","1967-07","35.0463","-107.3736","1777.0","LAGUNA, NM US","244.7","0","179.7",",0","10",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","19",",0","","","19670701",",,0","19670731","+,,0","19670731","+,,0","","","19670727",",,0","19670702",",,0","11.1",",0,01,","0",",,0,31,+","0",",,0,31,+","16.0",",,0,27,","36.7",",0,02,","","","0.0","0","0.0",",0","","","52.6",",,,0","0",",,,0","24.13",",0","32.08",",,,0","16.17",",,,0","",""
"USC00294719","1967-08","35.0463","-107.3736","1777.0","LAGUNA, NM US","334.2","0","89.5",",0","8",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","4",",0","","","19670824","+,,0","19670831","+,,0","19670831","+,,0","","","19670812",",,0","19670804","+,,0","10.0",",0,24,+","0",",,0,31,+","0",",,0,31,+","20.8",",,0,12,","32.8",",0,04,+","","","1.6","0","1.6",",0","","","47.0",",,,0","0",",,,0","21.17",",0","28.82",",,,0","13.52",",,,0","",""
"USC00294719","1967-09","35.0463","-107.3736","1777.0","LAGUNA, NM US","351.9","0","17.7",",0","8",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","0",",0","","","19670928",",,0","19670930","+,,0","19670930","+,,0","","","19670909",",,0","19670905","+,,0","3.3",",0,28,","0",",,0,30,+","0",",,0,30,+","14.5",",,0,09,","31.1",",0,05,+","","","43.9","0","42.3",",0","","","41.4",",,,0","0",",,,0","17.51",",0","25.28",",,,0","9.75",",,,0","",""
"USC00294719","1967-10","35.0463","-107.3736","1777.0","LAGUNA, NM US","354.7","0","2.8",",0","2",",0","2",",0","0",",0","0",",0","0",",0","0",",0","7",",0","0",",0","26",",0","0",",0","","","19671030",",,0","19671030",",,0","19671030",",,0","","","19671004",",,0","19671003","+,,0","-3.3",",0,30,","0",",T,0,30,","0",",T,0,30,","12.7",",,0,04,","28.3",",0,03,+","","","196.6","0","152.7",",0","","","15.2",",,,0","0",",T,,0","13.50",",0","23.01",",,,0","3.99",",,,0","",""
"USC00294719","1967-11","35.0463","-107.3736","1777.0","LAGUNA, NM US","354.7","0","0.0","1,0","2",",0","1",",0","0",",0","2",",0","0","2,0","0","1,0","23","1,0","0",",0","9",",0","0",",0","","","19671130","+,1,0","19671129","+,,0","19671130","+,2,0","","","19671129",",,0","19671117",",,0","-7.8","1,0,30,+","25",",,0,29,+","0","2,,0,30,+","3.8",",,0,29,","23.9",",0,17,","","","517.7","0","321.1",",0","","","5.8",",,,0","0","2,,,0","7.22","1,0","16.58",",,,0","-2.15","1,,,0","",""
"USC00294719","1967-12","35.0463","-107.3736","1777.0","LAGUNA, NM US","354.7","0","0.0",",0","7",",0","5",",0","0",",0","17",",0","4","3,0","0",",0","31",",0","8",",0","0",",0","0",",0","","","19671222",",,0","19671218","+,,0","19671213",",3,0","","","19671214",",,0","19671212",",,0","-16.1",",0,22,","432",",,0,18,+","178","3,,0,13,","7.6",",,0,14,","16.7",",0,12,","","","1148.4","0","630.7",",0","","","22.9",",,,0","420","3,,,0","-2.01",",0","4.71",",,,0","-8.73",",,,0","",""
"USC00294719","1968-01","35.0463","-107.3736","1777.0","LAGUNA, NM US","0.0","0","0.0",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","1",",0","0",",0","0",",0","","","19680101",",,0","19680126","+,,0","19680108",",,0","","","19680108",",,0","19680126",",,0","-12.8",",0,01,","0",",T,0,26,+","8",",,0,08,","0.3",",,0,08,","15.6",",0,26,","","","1685.0","0","536.6",",0","","","0.3",",,,0","8",",,,0","1.02",",0","8.66",",,,0","-6.61",",,,0","",""
"USC00294719","1968-02","35.0463","-107.3736","1777.0","LAGUNA, NM US","0.0","0","0.0",",0","6",",0","3",",0","0",",0","1",",0","1",",0","0",",0","25",",0","1",",0","0",",0","0",",0","","","19680202",",,0","19680215",",,0","19680215",",,0","","","19680229",",,0","19680225",",,0","-11.1",",0,02,","51",",,0,15,","51",",,0,15,","8.1",",,0,29,","19.4",",0,25,","","","2079.8","0","394.8",",0","","","19.6",",,,0","51",",,,0","4.72",",0","12.60",",,,0","-3.16",",,,0","",""
"USC00294719","1968-03","35.0463","-107.3736","1777.0","LAGUNA, NM US","0.0","0","0.0",",0","6",",0","3",",0","0",",0","2",",0","2",",0","0",",0","25",",0","0",",0","3",",0","0",",0","","","19680321",",,0","19680311",",,0","19680311",",,0","","","19680311",",,0","19680330",",,0","-6.7",",0,21,","102",",,0,11,","102",",,0,11,","12.4",",,0,11,","23.3",",0,30,","","","2464.7","0","384.9",",0","","","29.6",",,,0","166",",,,0","5.92",",0","13.65",",,,0","-1.82",",,,0","",""
"USC00294719","1968-04","35.0463","-107.3736","1777.0","LAGUNA, NM US","0.0","0","0.0",",0","6",",0","3",",0","0",",0","1",",0","1",",0","0",",0","18",",0","0",",0","6",",0","0",",0","","","19680408",",,0","19680423",",,0","19680423",",,0","","","19680402",",,0","19680416",",,0","-6.1",",0,08,","127",",,0,23,","114",",,0,23,","5.1",",,0,02,","24.4",",0,16,","","","2742.0","0","277.3",",0","","","13.5",",,,0","114",",,,0","9.09",",0","17.81",",,,0","0.37",",,,0","",""
"USC00294719","1968-05","35.0463","-107.3736","1777.0","LAGUNA, NM US","11.7","0","11.7",",0","3",",0","2",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","25",",0","1",",0","","","19680507",",,0","19680531","+,,0","19680531","+,,0","","","19680512",",,0","19680530",",,0","-0.6",",0,07,","0",",,0,31,+","0",",,0,31,+","10.4",",,0,12,","32.8",",0,30,","","","2856.8","0","114.8",",0","","","17.8",",,,0","0",",,,0","15.01",",0","24.49",",,,0","5.52",",,,0","",""
"USC00294719","1968-06","35.0463","-107.3736","1777.0","LAGUNA, NM US","126.2","0","114.5",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","19",",0","","","19680610",",,0","19680630","+,,0","19680630","+,,0","","","19680609",",,0","19680622",",,0","2.2",",0,10,","0",",,0,30,+","0",",,0,30,+","2.0",",,0,09,","38.3",",0,22,","","","2875.1","0","18.3",",0","","","3.3",",,,0","0",",,,0","21.54",",0","32.15",",,,0","10.93",",,,0","",""
"USC00294719","1968-07","35.0463","-107.3736","1777.0","LAGUNA, NM US","273.0","0","146.8",",0","10",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","18",",0","","","19680728",",,0","19680731","+,,0","19680731","+,,0","","","19680725",",,0","19680701",",,0","10.0",",0,28,","0",",,0,31,+","0",",,0,31,+","19.1",",,0,25,","36.7",",0,01,","","","3.1","0","3.1",",0","","","46.5",",,,0","0",",,,0","22.97",",0","31.53",",,,0","14.41",",,,0","",""
"USC00294719","1968-08","35.0463","-107.3736","1777.0","LAGUNA, NM US","348.0","0","75.0","1,0","10",",0","7",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","31",",0","0",",0","","","19680824",",1,0","19680831","+,,0","19680831","+,,0","","","19680809",",,0","19680809",",,0","4.4","1,0,24,","0",",,0,31,+","0",",,0,31,+","9.4",",,0,09,","31.7",",0,09,","","","6.2","0","3.1",",0","","","39.0",",,,0","0",",,,0","20.72","1,0","28.62",",,,0","12.83","1,,,0","",""
"USC00294719","1968-09","35.0463","-107.3736","1777.0","LAGUNA, NM US","368.0","0","20.0",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","1",",0","","","19680924",",,0","19680930","+,,0","19680930","+,,0","","","19680915",",,0","19680909",",,0","1.7",",0,24,","0",",,0,30,+","0",",,0,30,+","0.8",",,0,15,","32.8",",0,09,","","","49.6","0","43.4",",0","","","1.1",",,,0","0",",,,0","17.55",",0","27.81",",,,0","7.29",",,,0","",""
"USC00294719","1968-10","35.0463","-107.3736","1777.0","LAGUNA, NM US","368.0","0","0.0",",0","3",",0","2",",0","0",",0","0",",0","0",",0","0",",0","8",",0","0",",0","25",",0","0",",0","","","19681018",",,0","19681031","+,,0","19681031","+,,0","","","19681005",",,0","19681015",",,0","-7.2",",0,18,","0",",,0,31,+","0",",,0,31,+","8.4",",,0,05,","28.9",",0,15,","","","218.9","0","169.3",",0","","","16.8",",,,0","0",",,,0","12.87",",0","23.16",",,,0","2.58",",,,0","",""
"USC00294719","1968-11","35.0463","-107.3736","1777.0","LAGUNA, NM US","368.0","0","0.0","1,0","4",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","27","1,0","0",",0","0",",0","0",",0","","","19681130",",1,0","19681127",",,0","19681129","+,,0","","","19681116",",,0","19681110","+,,0","-11.7","1,0,30,","0",",T,0,27,","0",",T,0,29,+","2.0",",,0,16,","19.4",",0,10,+","","","618.3","0","399.4",",0","","","4.4",",,,0","0",",T,,0","4.66","1,0","13.49",",,,0","-4.17","1,,,0","",""
"USC00294719","1968-12","35.0463","-107.3736","1777.0","LAGUNA, NM US","368.0","0","0.0",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","31",",0","1",",0","0",",0","0",",0","","","19681223",",,0","19681227","+,,0","19681227","+,,0","","","19681227",",,0","19681210",",,0","-15.6",",0,23,","0",",T,0,27,+","0",",T,0,27,+","6.6",",,0,27,","15.0",",0,10,","","","1217.5","0","599.2",",0","","","7.6",",,,0","0",",T,,0","-1.00",",0","7.45",",,,0","-9.45",",,,0","",""
"USC00294719","1969-01","35.0463","-107.3736","1777.0","LAGUNA, NM US","0.0","0","0.0",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","29",",0","0",",0","0",",0","0",",0","","","19690131","+,,0","19690131","+,,0","19690125",",,0","","","19690122",",,0","19690110",",,0","-15.0",",0,31,+","0",",,0,31,+","0",",T,0,25,","4.3",",,0,22,","18.3",",0,10,","","","1676.9","0","459.4",",0","","","6.3",",,,0","0",",T,,0","3.51",",0","11.74",",,,0","-4.71",",,,0","",""
"USC00294719","1969-02","35.0463","-107.3736","1777.0","LAGUNA, NM US","0.0","0","0.0",",0","1",",0","1",",0","0",",0","1",",0","1",",0","0",",0","27",",0","0",",0","0",",0","0",",0","","","19690203",",,0","19690219",",,0","19690219",",,0","","","19690219",",,0","19690226",",,0","-14.4",",0,03,","25",",,0,19,","25",",,0,19,","2.5",",,0,19,","17.8",",0,26,","","","2131.4","0","454.5",",0","","","2.5",",,,0","25",",,,0","2.10",",0","10.91",",,,0","-6.71",",,,0","",""
"USC00294719","1969-03","35.0463","-107.3736","1777.0","LAGUNA, NM US","0.0","0","0.0",",0","6",",0","3",",0","0",",0","7",",0","5",",0","0",",0","25",",0","3",",0","3",",0","0",",0","","","19690305",",,0","19690311",",,0","19690311",",,0","","","19690310",",,0","19690331",",,0","-13.3",",0,05,","254",",,0,11,","140",",,0,11,","10.7",",,0,10,","23.9",",0,31,","","","2615.0","0","483.6",",0","","","26.4",",,,0","368",",,,0","2.73",",0","10.71",",,,0","-5.24",",,,0","",""
"USC00294719","1969-04","35.0463","-107.3736","1777.0","LAGUNA, NM US","0.0","0","0.0",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","6",",0","0",",0","16",",0","0",",0","","","19690408",",,0","19690430","+,,0","19690430","+,,0","","","19690411",",,0","19690425","+,,0","-3.3",",0,08,","0",",,0,30,+","0",",,0,30,+","12.4",",,0,11,","27.2",",0,25,+","","","2812.5","0","197.5",",0","","","15.0",",,,0","0",",,,0","11.75",",0","20.94",",,,0","2.56",",,,0","",""
"USC00294719","1969-05","35.0463","-107.3736","1777.0","LAGUNA, NM US","24.9","0","24.9",",0","6",",0","4",",0","0",",0","1",",0","1",",0","0",",0","2",",0","0",",0","27",",0","4",",0","","","19690508","+,,0","19690507",",,0","19690507",",,0","","","19690507","+,,0","19690530",",,0","0.0",",0,08,+","51",",,0,07,","102",",,0,07,","21.6",",,0,07,+","33.3",",0,30,","","","2899.7","0","87.2",",0","","","62.1",",,,0","102",",,,0","16.32",",0","25.19",",,,0","7.45",",,,0","",""
"USC00294719","1969-06","35.0463","-107.3736","1777.0","LAGUNA, NM US","100.5","0","75.6",",0","5",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","7",",0","","","19690617",",,0","19690630","+,,0","19690630","+,,0","","","19690616",",,0","19690630",",,0","4.4",",0,17,","0",",,0,30,+","0",",,0,30,+","11.7",",,0,16,","37.8",",0,30,","","","2915.3","0","15.6",",0","","","22.6",",,,0","0",",,,0","20.33",",0","29.49",",,,0","11.18",",,,0","",""
"USC00294719","1969-07","35.0463","-107.3736","1777.0","LAGUNA, NM US","285.6","0","185.1",",0","12",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","20",",0","","","19690709","+,,0","19690731","+,,0","19690731","+,,0","","","19690722","+,,0","19690716","+,,0","11.1",",0,09,+","0",",,0,31,+","0",",,0,31,+","7.1",",,0,22,+","36.1",",0,16,+","","","0.0","0","0.0",",0","","","31.0",",,,0","0",",,,0","24.30",",0","32.50",",,,0","16.11",",,,0","",""
"USC00294719","1969-08","35.0463","-107.3736","1777.0","LAGUNA, NM US","445.4","0","159.8",",0","13",",0","8",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","15",",0","","","19690825",",,0","19690831","+,,0","19690831","+,,0","","","19690803","+,,0","19690807","+,,0","10.6",",0,25,","0",",,0,31,+","0",",,0,31,+","15.2",",,0,03,+","34.4",",0,07,+","","","0.0","0","0.0",",0","","","82.9",",,,0","0",",,,0","23.49",",0","31.51",",,,0","15.46",",,,0","",""
"USC00294719","1969-09","35.0463","-107.3736","1777.0","LAGUNA, NM US","476.5","0","31.1",",0","8",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","0",",0","","","19690926","+,,0","19690930","+,,0","19690930","+,,0","","","19690908",",,0","19690908",",,0","5.6",",0,26,+","0",",,0,30,+","0",",,0,30,+","6.1",",,0,08,","31.1",",0,08,","","","11.5","0","11.5",",0","","","20.2",",,,0","0",",,,0","18.99",",0","27.44",",,,0","10.54",",,,0","",""
"USC00294719","1969-10","35.0463","-107.3736","1777.0","LAGUNA, NM US","","","","","6",",0","6",",0","1",",0","0",",0","0",",0","","","","","","","","","","","","","","","19691031","+,,0","19691031","+,,0","","","19691022",",,0","","","","","0",",,0,31,+","0",",,0,31,+","46.5",",,0,22,","","","","","","","","","","","99.4",",,,0","0",",,,0","","","","","","","",""
"USC00294719","1969-11","35.0463","-107.3736","1777.0","LAGUNA, NM US","","","0.0",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","22",",0","0",",0","0",",0","0",",0","","","19691130",",,0","19691123",",,0","19691123",",,0","","","19691123",",,0","19691108","+,,0","-11.1",",0,30,","0",",T,0,23,","0",",T,0,23,","1.5",",,0,23,","18.9",",0,08,+","","","","","397.9",",0","","","2.0",",,,0","0",",T,,0","5.07",",0","12.92",",,,0","-2.78",",,,0","",""
"USC00294719","1969-12","35.0463","-107.3736","1777.0","LAGUNA, NM US","","","0.0","1,0","4",",0","2",",0","0",",0","3",",0","1",",0","1",",0","29",",0","0","1,0","0","1,0","0","1,0","","","19691230",",,0","19691229",",,0","19691229",",,0","","","19691204",",,0","19691222",",1,0","-17.8",",0,30,","152",",,0,29,","152",",,0,29,","11.4",",,0,04,","18.3","1,0,22,","","","","","427.0","1,0","","","21.8",",,,0","152",",,,0","3.90","1,0","12.20","1,,,0","-4.39",",,,0","",""
