"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USC00173295","2004-02","43.8925","-70.2544","115.2","GRAY, ME US","0.0","0","0.0",",0","6",",0","6",",0","0",",0","26",",0","5",",0","1",",0","29",",0","11",",0","0",",0","0",",0","","","","","20040217",",,0","20040223",",,0","20040221",",,0","","","20040204",",,0","20040229",",,0","-17.8",",0,17,","229",",,0,23,","99",",,0,21,","17.5",",,0,04,","8.9",",0,29,","2944.4","0","639.7",",0","54.2",",,,0","361",",,,0","-3.73",",0","1.34",",,,0","-8.79",",,,0","",""
"USC00173295","2004-03","43.8925","-70.2544","115.2","GRAY, ME US","0.0","0","0.0",",0","14",",0","4",",0","0",",0","7",",0","1",",0","0",",0","26",",0","3",",0","0",",0","0",",0","","","","","20040323",",,0","20040301",",,0","20040320",",,0","","","20040327",",,0","20040327",",,0","-12.2",",0,23,","102",",,0,01,","33",",,0,20,","11.9",",,0,27,","13.9",",0,27,","3477.0","0","532.6",",0","42.2",",,,0","125",",,,0","1.15",",0","5.65",",,,0","-3.35",",,,0","",""
"USC00173295","2004-04","43.8925","-70.2544","115.2","GRAY, ME US","1.9","0","1.9",",0","12",",0","8",",0","2",",0","1",",0","1",",0","0",",0","10",",0","0",",0","3",",0","0",",0","","","","","20040405",",,0","20040405",",,0","20040405",",,0","","","20040402",",,0","20040430",",,0","-3.9",",0,05,","25",",,0,05,","61",",,0,05,","45.0",",,0,02,","29.4",",0,30,","3815.9","0","338.9",",0","142.3",",,,0","61",",,,0","7.10",",0","12.39",",,,0","1.82",",,,0","",""
"USC00173295","2004-05","43.8925","-70.2544","115.2","GRAY, ME US","2.8","0","0.9",",0","15",",0","11",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","11",",0","0",",0","","","","","20040508",",,0","20040531","+,,0","20040531","+,,0","","","20040524",",,0","20040515",",,0","1.7",",0,08,","0",",,0,31,+","0",",,0,31,+","25.9",",,0,24,","31.7",",0,15,","3988.6","0","172.7",",0","134.3",",,,0","0",",,,0","12.79",",0","18.63",",,,0","6.95",",,,0","",""
"USC00173295","2004-06","43.8925","-70.2544","115.2","GRAY, ME US","25.3","0","22.5",",0","10",",0","9",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","19",",0","1",",0","","","","","20040602","+,,0","20040630","+,,0","20040630","+,,0","","","20040626",",,0","20040609",",,0","6.1",",0,02,+","0",",,0,30,+","0",",,0,30,+","11.7",",,0,26,","33.9",",0,09,","4066.5","0","77.9",",0","62.3",",,,0","0",",,,0","16.49",",0","22.12",",,,0","10.85",",,,0","",""
"USC00173295","2004-07","43.8925","-70.2544","115.2","GRAY, ME US","80.5","0","55.2",",0","15",",0","9",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","0",",0","","","","","20040725",",,0","20040731","+,,0","20040731","+,,0","","","20040728",",,0","20040731","+,,0","11.7",",0,25,","0",",,0,31,+","0",",,0,31,+","21.3",",,0,28,","28.9",",0,31,+","14.3","0","14.3",",0","118.5",",,,0","0",",,,0","19.65",",0","24.25",",,,0","15.05",",,,0","",""
"USC00173295","2004-08","43.8925","-70.2544","115.2","GRAY, ME US","146.6","0","66.1",",0","14",",0","12",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","0",",0","","","","","20040823",",,0","20040831","+,,0","20040831","+,,0","","","20040813",",,0","20040828",",,0","10.0",",0,23,","0",",,0,31,+","0",",,0,31,+","52.3",",,0,13,","31.7",",0,28,","25.9","0","11.6",",0","177.6",",,,0","0",",,,0","20.09",",0","25.20",",,,0","14.98",",,,0","",""
"USC00173295","2004-09","43.8925","-70.2544","115.2","GRAY, ME US","151.7","0","5.1",",0","6",",0","2",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","19",",0","0",",0","","","","","20040920","+,,0","20040930","+,,0","20040930","+,,0","","","20040918",",,0","20040903",",,0","6.7",",0,20,+","0",",,0,30,+","0",",,0,30,+","41.4",",,0,18,","26.7",",0,03,","96.2","0","70.3",",0","81.6",",,,0","0",",,,0","16.16",",0","21.52",",,,0","10.80",",,,0","",""
"USC00173295","2004-10","43.8925","-70.2544","115.2","GRAY, ME US","151.7","0","0.0",",0","8",",0","4",",0","1",",0","0",",0","0",",0","0",",0","3",",0","0",",0","3",",0","0",",0","","","","","20041030","+,,0","20041031","+,,0","20041031","+,,0","","","20041016",",,0","20041013","+,,0","-1.1",",0,30,+","0",",,0,31,+","0",",,0,31,+","26.7",",,0,16,","22.2",",0,13,+","362.3","0","266.1",",0","53.9",",,,0","0",",,,0","9.75",",0","14.46",",,,0","5.04",",,,0","",""
"USC00173295","2004-11","43.8925","-70.2544","115.2","GRAY, ME US","151.7","0","0.0",",0","10",",0","7",",0","1",",0","0",",0","0",",0","0",",0","23",",0","0",",0","0",",0","0",",0","","","","","20041110",",,0","20041130","+,,0","20041125","+,,0","","","20041128",",,0","20041101",",,0","-7.2",",0,10,","0",",,0,30,+","0",",T,0,25,+","48.3",",,0,28,","18.3",",0,01,","811.6","0","449.3",",0","123.9",",,,0","0",",T,,0","3.36",",0","7.96",",,,0","-1.24",",,,0","",""
"USC00173295","2004-12","43.8925","-70.2544","115.2","GRAY, ME US","151.7","0","0.0",",0","14",",0","9",",0","2",",0","15",",0","5",",0","2",",0","29",",0","14",",0","0",",0","0",",0","","","","","20041221",",,0","20041229","+,,0","20041220",",,0","","","20041201",",,0","20041223",",,0","-20.6",",0,21,","76",",,0,29,+","81",",,0,20,","36.6",",,0,01,","11.1",",0,23,","1487.2","0","675.6",",0","113.4",",,,0","252",",,,0","-3.46",",0","0.84",",,,0","-7.76",",,,0","",""
"USC00173295","2005-01","43.8925","-70.2544","115.2","GRAY, ME US","0.0","0","0.0",",0","15",",0","9",",0","0",",0","28",",0","10",",0","8",",0","31",",0","23",",0","0",",0","0",",0","","","","","20050122",",,0","20050127",",,0","20050123",",,0","","","20050114",",,0","20050114",",,0","-23.3",",0,22,","330",",,0,27,","140",",,0,23,","15.5",",,0,14,","11.7",",0,14,","2303.0","0","815.8",",0","74.1",",,,0","723",",,,0","-7.98",",0","-4.07",",,,0","-11.90",",,,0","",""
"USC00173295","2005-02","43.8925","-70.2544","115.2","GRAY, ME US","0.0","0","0.0",",0","10",",0","8",",0","1",",0","28",",0","7",",0","0",",0","28",",0","14",",0","0",",0","0",",0","","","","","20050224","+,,0","20050212","+,,0","20050210",",,0","","","20050210",",,0","20050205",",,0","-15.6",",0,24,+","610",",,0,12,+","368",",,0,10,","35.8",",,0,10,","10.6",",0,05,","2911.6","0","608.6",",0","92.6",",,,0","780",",,,0","-3.40",",0","1.48",",,,0","-8.28",",,,0","",""
"USC00173295","2005-03","43.8925","-70.2544","115.2","GRAY, ME US","0.0","0","0.0",",0","10",",0","7",",0","2",",0","31",",0","5",",0","0",",0","29",",0","10",",0","0",",0","0",",0","","","","","20050310","+,,0","20050313",",,0","20050312",",,0","","","20050328",",,0","20050331",",,0","-15.6",",0,10,+","965",",,0,13,","312",",,0,12,","44.2",",,0,28,","12.8",",0,31,","3511.7","0","600.1",",0","133.8",",,,0","941",",,,0","-1.03",",0","3.78",",,,0","-5.84",",,,0","",""
"USC00173295","2005-04","43.8925","-70.2544","115.2","GRAY, ME US","0.0","0","0.0",",0","14",",0","11",",0","4",",0","5",",0","1",",0","0",",0","6",",0","0",",0","3",",0","0",",0","","","","","20050416",",,0","20050401",",,0","20050412",",,0","","","20050427",",,0","20050420",",,0","-2.2",",0,16,","279",",,0,01,","51",",,0,12,","60.2",",,0,27,","28.3",",0,20,","3831.8","0","320.1",",0","269.8",",,,0","64",",,,0","7.66",",0","13.12",",,,0","2.21",",,,0","",""
"USC00173295","2005-05","43.8925","-70.2544","115.2","GRAY, ME US","0.0","0","0.0",",0","20",",0","12",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","","","","","20050513",",,0","20050531","+,,0","20050531","+,,0","","","20050523",",,0","20050528",",,0","1.1",",0,13,","0",",,0,31,+","0",",,0,31,+","33.3",",,0,23,","22.8",",0,28,","4100.3","0","268.5",",0","188.0",",,,0","0",",,,0","9.67",",0","13.99",",,,0","5.35",",,,0","",""
"USC00173295","2005-06","43.8925","-70.2544","115.2","GRAY, ME US","66.4","0","66.4",",0","13",",0","9",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","23",",0","1",",0","","","","","20050602",",,0","20050630","+,,0","20050630","+,,0","","","20050614",",,0","20050625",",,0","6.7",",0,02,","0",",,0,30,+","0",",,0,30,+","50.3",",,0,14,","33.9",",0,25,","4154.1","0","53.8",",0","113.9",",,,0","0",",,,0","18.75",",0","24.82",",,,0","12.69",",,,0","",""
"USC00173295","2005-07","43.8925","-70.2544","115.2","GRAY, ME US","161.5","0","95.1",",0","14",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","2",",0","","","","","20050709",",,0","20050731","+,,0","20050731","+,,0","","","20050709",",,0","20050727","+,,0","10.6",",0,09,","0",",,0,31,+","0",",,0,31,+","26.2",",,0,09,","32.2",",0,27,+","10.2","0","10.2",",0","85.6",",,,0","0",",,,0","21.07",",0","26.45",",,,0","15.70",",,,0","",""
"USC00173295","2005-08","43.8925","-70.2544","115.2","GRAY, ME US","258.0","0","96.5",",0","16",",0","10",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","1",",0","","","","","20050819",",,0","20050831","+,,0","20050831","+,,0","","","20050830",",,0","20050813",",,0","11.7",",0,19,","0",",,0,31,+","0",",,0,31,+","16.8",",,0,30,","32.8",",0,13,","13.5","0","3.3",",0","84.2",",,,0","0",",,,0","21.34",",0","26.68",",,,0","15.99",",,,0","",""
"USC00173295","2005-09","43.8925","-70.2544","115.2","GRAY, ME US","287.3","0","29.3",",0","8",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","20",",0","0",",0","","","","","20050930",",,0","20050930","+,,0","20050930","+,,0","","","20050915",",,0","20050912",",,0","4.4",",0,30,","0",",,0,30,+","0",",,0,30,+","25.9",",,0,15,","29.4",",0,12,","58.9","0","45.4",",0","67.3",",,,0","0",",,,0","17.80",",0","23.21",",,,0","12.39",",,,0","",""
"USC00173295","2005-10","43.8925","-70.2544","115.2","GRAY, ME US","289.2","0","1.9",",0","16",",0","10",",0","5",",0","0",",0","0",",0","0",",0","1",",0","0",",0","4",",0","0",",0","","","","","20051029",",,0","20051031","+,,0","20051025","+,,0","","","20051008",",,0","20051007",",,0","-2.8",",0,29,","0",",,0,31,+","0",",T,0,25,+","128.8",",,0,08,","26.1",",0,07,","318.0","0","259.1",",0","414.9",",,,0","0",",T,,0","10.04",",0","13.95",",,,0","6.13",",,,0","",""
"USC00173295","2005-11","43.8925","-70.2544","115.2","GRAY, ME US","289.2","0","0.0",",0","13",",0","9",",0","2",",0","7",",0","2",",0","0",",0","15",",0","2",",0","0",",0","0",",0","","","","","20051125",",,0","20051125",",,0","20051124",",,0","","","20051122",",,0","20051101",",,0","-9.4",",0,25,","76",",,0,25,","86",",,0,24,","52.3",",,0,22,","19.4",",0,01,","741.6","0","423.6",",0","190.4",",,,0","132",",,,0","4.21",",0","8.70",",,,0","-0.28",",,,0","",""
"USC00173295","2005-12","43.8925","-70.2544","115.2","GRAY, ME US","289.2","0","0.0",",0","12",",0","6",",0","2",",0","22",",0","3",",0","0",",0","29",",0","15",",0","0",",0","0",",0","","","","","20051214",",,0","20051224","+,,0","20051209",",,0","","","20051216",",,0","20051201",",,0","-15.6",",0,14,","229",",,0,24,+","206",",,0,09,","35.6",",,0,16,","11.1",",0,01,","1409.2","0","667.6",",0","112.8",",,,0","432",",,,0","-3.20",",0","0.64",",,,0","-7.04",",,,0","",""
"USC00173295","2006-01","43.8925","-70.2544","115.2","GRAY, ME US","0.0","0","0.0",",0","14",",0","8",",0","1",",0","26",",0","4",",0","0",",0","29",",0","13",",0","0",",0","0",",0","","","","","20060116",",,0","20060106",",,0","20060123",",,0","","","20060114",",,0","20060121",",,0","-16.1",",0,16,","178",",,0,06,","188",",,0,23,","31.2",",,0,14,","12.8",",0,21,","2031.1","0","621.9",",0","114.4",",,,0","476",",,,0","-1.73",",0","2.26",",,,0","-5.72",",,,0","",""
"USC00173295","2006-02","43.8925","-70.2544","115.2","GRAY, ME US","0.0","0","0.0",",0","9",",0","4",",0","1",",0","12",",0","2",",0","1",",0","25",",0","15",",0","0",",0","0",",0","4","","","","20060227",",,0","20060201",",,0","20060212",",,0","","","20060203",",,0","20060216",",,0","-18.3",",0,27,","127",",,0,01,","91",",,0,12,","29.0",",,0,03,","11.7",",0,16,","2665.1","0","634.0",",0","60.1",",,,0","159",",,,0","-4.31",",0","0.24",",,,0","-8.86",",,,0","",""
"USC00173295","2006-03","43.8925","-70.2544","115.2","GRAY, ME US","0.0","0","0.0",",0","6",",0","3",",0","0",",0","4",",0","1",",0","0",",0","23",",0","4",",0","1",",0","0",",0","4","","","","20060301",",,0","20060310","+,,0","20060309",",,0","","","20060313",",,0","20060331",",,0","-13.9",",0,01,","25",",,0,10,+","41",",,0,09,","14.5",",,0,13,","21.1",",0,31,","3190.1","0","525.0",",0","30.3",",,,0","46",",,,0","1.40",",0","6.59",",,,0","-3.80",",,,0","",""
"USC00173295","2006-04","43.8925","-70.2544","115.2","GRAY, ME US","0.0","0","0.0",",0","9",",0","6",",0","1",",0","1","2,0","1","1,0","0",",0","7",",0","0",",0","2",",0","0",",0","4","","","","20060409","+,,0","20060406",",2,0","20060405",",1,0","","","20060404",",,0","20060420",",,0","-2.2",",0,09,+","25","2,,0,06,","28","1,,0,05,","39.6",",,0,04,","21.7",",0,20,","3494.6","0","304.5",",0","63.3",",,,0","36","1,,,0","8.18",",0","13.76",",,,0","2.61",",,,0","",""
"USC00173295","2006-05","43.8925","-70.2544","115.2","GRAY, ME US","7.5","0","7.5",",0","20",",0","12",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","9",",0","0",",0","","","","","20060508",",,0","20060531","+,,0","20060531","+,,0","","","20060502",",,0","20060529",",,0","2.8",",0,08,","0",",,0,31,+","0",",,0,31,+","42.9",",,0,02,","30.0",",0,29,","3669.9","0","175.3",",0","217.1",",,,0","0",",,,0","12.92",",0","17.76",",,,0","8.08",",,,0","",""
"USC00173295","2006-06","43.8925","-70.2544","115.2","GRAY, ME US","50.9","0","43.4",",0","21",",0","16",",0","4",",0","0",",0","0",",0","0",",Z","0",",0","0",",Z","21",",Z","0",",Z","","","","","20060611","+,,0","20060630","+,,Z","20060630","+,,0","","","20060603",",,0","20060618",",,Z","10.0",",0,11,+","0",",,Z,30,+","0",",,0,30,+","33.5",",,0,03,","29.4",",Z,18,","3712.7","0","42.8",",Z","262.5",",,,0","0",",,,0","18.36",",0","22.72",",,,Z","13.99",",,,0","",""
"USC00173295","2006-07","43.8925","-70.2544","115.2","GRAY, ME US","176.8","0","125.9",",0","12",",0","10",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","2",",0","","","","","20060701",",,0","20060731","+,,0","20060731","+,,0","","","20060722",",,0","20060718",",,0","12.8",",0,01,","0",",,0,31,+","0",",,0,31,+","47.0",",,0,22,","33.9",",0,18,","0.0","0","0.0",",0","161.3",",,,0","0",",,,0","22.39",",0","27.85",",,,0","16.94",",,,0","",""
"USC00173295","2006-08","43.8925","-70.2544","115.2","GRAY, ME US","232.0","0","55.2",",0","11",",0","9",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","1",",0","","","","","20060831","+,,0","20060831","+,,0","20060831","+,,0","","","20060801",",,0","20060802",",,0","9.4",",0,31,+","0",",,0,31,+","0",",,0,31,+","25.9",",,0,01,","33.9",",0,02,","24.2","0","24.2",",0","106.4",",,,0","0",",,,0","19.33",",0","24.62",",,,0","14.05",",,,0","",""
"USC00173295","2006-09","43.8925","-70.2544","115.2","GRAY, ME US","241.1","0","9.1",",0","12",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","15",",0","0",",0","","","","","20060927",",,0","20060930","+,,Z","20060930","+,,0","","","20060919",",,0","20060909",",,0","2.2",",0,27,","0",",,Z,30,+","0",",,0,30,+","24.6",",,0,19,","27.8",",0,09,","113.8","0","89.6",",0","83.8",",,,0","0",",,,0","15.65",",0","20.86",",,,0","10.44",",,,0","",""
"USC00173295","2006-10","43.8925","-70.2544","115.2","GRAY, ME US","241.1","0","0.0",",0","11",",0","7",",0","3",",0","0",",0","0",",0","0",",0","1",",0","0",",0","2",",0","0",",0","","","","","20061014",",,0","20061031","+,,0","20061029",",,0","","","20061028",",,0","20061009",",,0","0.0",",0,14,","0",",,0,31,+","0",",T,0,29,","75.9",",,0,28,","23.3",",0,09,","385.9","0","272.1",",0","251.3",",,,0","0",",T,,0","9.56",",0","14.33",",,,0","4.78",",,,0","",""
"USC00173295","2006-11","43.8925","-70.2544","115.2","GRAY, ME US","241.1","0","0.0",",0","13",",0","10",",0","2",",0","0",",0","0",",0","0",",0","12",",0","0",",0","0",",0","0",",0","","","","","20061122",",,0","20061130","+,,0","20061130","+,,0","","","20061114",",,0","20061109",",,0","-3.9",",0,22,","0",",,0,30,+","0",",,0,30,+","32.3",",,0,14,","20.0",",0,09,","751.9","0","366.0",",0","149.0",",,,0","0",",,,0","6.13",",0","10.02",",,,0","2.24",",,,0","",""
"USC00173295","2006-12","43.8925","-70.2544","115.2","GRAY, ME US","241.1","0","0.0",",0","12",",0","5",",0","1",",0","5",",0","2",",0","0",",0","27",",0","4",",0","0",",0","0",",0","","","","","20061209","+,,0","20061231","+,,0","20061230",",,0","","","20061223",",,0","20061201",",,0","-10.6",",0,09,+","51",",,0,31,+","76",",,0,30,","27.4",",,0,23,","15.0",",0,01,","1295.0","0","543.1",",0","72.7",",,,0","147",",,,0","0.81",",0","4.97",",,,0","-3.34",",,,0","",""
"USC00173295","2007-01","43.8925","-70.2544","115.2","GRAY, ME US","0.0","0","0.0",",0","11",",0","5",",0","0",",0","21",",0","4",",0","6",",0","26",",0","17",",0","0",",0","0",",0","","","","","20070117",",,0","20070123",",,0","20070122",",,0","","","20070108",",,0","20070106",",,0","-20.6",",0,17,","178",",,0,23,","64",",,0,22,","24.4",",,0,08,","18.9",",0,06,","2006.9","0","711.9",",0","64.9",",,,0","225",",,,0","-4.63",",0","0.00",",,,0","-9.26",",,,0","",""
"USC00173295","2007-02","43.8925","-70.2544","115.2","GRAY, ME US","0.0","0","0.0",",0","5",",0","3",",0","1",",0","28",",0","3",",0","1",",0","28",",0","20",",0","0",",0","0",",0","","","","","20070213",",,0","20070215",",,0","20070214",",,0","","","20070214",",,0","20070228",",,0","-18.9",",0,13,","457",",,0,15,","295",",,0,14,","31.5",",,0,14,","7.2",",0,28,","2724.2","0","717.3",",0","44.7",",,,0","460",",,,0","-7.29",",0","-2.36",",,,0","-12.21",",,,0","",""
"USC00173295","2007-03","43.8925","-70.2544","115.2","GRAY, ME US","0.0","0","0.0",",0","14",",0","6",",0","2",",0","26",",0","5",",0","4",",0","27",",0","7",",0","0",",0","0",",0","","","","","20070309","+,,0","20070303",",,0","20070302",",,0","","","20070302",",,0","20070314",",,0","-20.0",",0,09,+","457",",,0,03,","201",",,0,02,","31.0",",,0,02,","17.8",",0,14,","3291.9","0","567.7",",0","100.2",",,,0","602",",,,0","0.02",",0","5.44",",,,0","-5.40",",,,0","",""
"USC00173295","2007-04","43.8925","-70.2544","115.2","GRAY, ME US","0.0","0","0.0",",0","15",",0","12",",0","1",",0","11",",0","4",",0","0",",0","15",",0","0",",0","3",",0","0",",0","","","","","20070408",",,0","20070405",",,0","20070412",",,0","","","20070416",",,0","20070423",",,0","-5.0",",0,08,","356",",,0,05,","229",",,0,12,","77.7",",,0,16,","29.4",",0,23,","3677.2","0","385.3",",0","221.0",",,,0","692",",,,0","5.49",",0","9.94",",,,0","1.04",",,,0","",""
"USC00173295","2007-05","43.8925","-70.2544","115.2","GRAY, ME US","15.3","0","15.3",",0","10",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","12",",0","1",",0","","","","","20070523",",,0","20070531","+,,0","20070531","+,,0","","","20070516",",,0","20070525",",,0","2.8",",0,23,","0",",,0,31,+","0",",,0,31,+","22.6",",,0,16,","32.8",",0,25,","3837.6","0","160.4",",0","60.7",",,,0","0",",,,0","13.65",",0","19.54",",,,0","7.76",",,,0","",""
"USC00173295","2007-06","43.8925","-70.2544","115.2","GRAY, ME US","49.5","0","34.2",",0","10",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","21",",0","2",",0","","","","","20070607",",,0","20070630","+,,0","20070630","+,,0","","","20070604",",,0","20070627",",,0","5.6",",0,07,","0",",,0,30,+","0",",,0,30,+","64.5",",,0,04,","33.9",",0,27,","3892.6","0","55.0",",0","91.8",",,,0","0",",,,0","17.64",",0","23.22",",,,0","12.06",",,,0","",""
"USC00173295","2007-07","43.8925","-70.2544","115.2","GRAY, ME US","118.9","0","69.4",",0","17",",0","6",",0","0",",0","0",",Z","0",",Z","0",",0","0",",0","0",",0","27",",0","0",",0","","","","","20070703","+,,0","20070731","+,,Z","20070731","+,,Z","","","20070720",",,0","20070727","+,,0","10.6",",0,03,+","0",",,Z,31,+","0",",,Z,31,+","21.6",",,0,20,","30.6",",0,27,+","9.7","0","9.7",",0","101.8",",,,0","0",",,,Z","20.26",",0","25.35",",,,0","15.16",",,,0","",""
"USC00173295","2007-08","43.8925","-70.2544","115.2","GRAY, ME US","194.7","0","75.8",",0","11",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","4",",0","","","","","20070822","+,,0","20070831","+,,0","20070831","+,,0","","","20070806",",,0","20070803",",,0","8.9",",0,22,+","0",",,0,31,+","0",",,0,31,+","20.3",",,0,06,","33.3",",0,03,","30.5","0","20.8",",0","77.4",",,,0","0",",,,0","20.11",",0","25.64",",,,0","14.57",",,,0","",""
"USC00173295","2007-09","43.8925","-70.2544","115.2","GRAY, ME US","222.1","0","27.4",",0","7",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","17",",0","2",",0","","","","","20070918",",,0","20070930","+,,0","20070930","+,,0","","","20070911",",,0","20070907",",,0","5.0",",0,18,","0",",,0,30,+","0",",,0,30,+","22.6",",,0,11,","32.8",",0,07,","97.9","0","67.4",",0","48.2",",,,0","0",",,,0","17.00",",0","22.46",",,,0","11.54",",,,0","",""
"USC00173295","2007-10","43.8925","-70.2544","115.2","GRAY, ME US","225.7","0","3.6",",0","11",",0","5",",0","2",",0","0",",0","0",",0","0",",0","2",",0","0",",0","7",",0","0",",0","","","","","20071029",",,0","20071031","+,,0","20071031","+,,0","","","20071012",",,0","20071022","+,,0","-2.2",",0,29,","0",",,0,31,+","0",",,0,31,+","88.4",",,0,12,","27.2",",0,22,+","294.1","0","196.2",",0","154.5",",,,0","0",",,,0","12.12",",0","17.15",",,,0","7.10",",,,0","",""
"USC00173295","2007-11","43.8925","-70.2544","115.2","GRAY, ME US","225.7","0","0.0",",0","11",",0","7",",0","2",",0","0",",0","0",",0","0",",0","20",",0","1",",0","0",",0","0",",0","","","","","20071124",",,0","20071126","+,,0","20071120",",,0","","","20071103",",,0","20071101",",,0","-8.9",",0,24,","0",",T,0,26,+","18",",,0,20,","30.7",",,0,03,","15.6",",0,01,","773.8","0","479.7",",0","131.0",",,,0","21",",,,0","2.34",",0","6.28",",,,0","-1.60",",,,0","",""
"USC00173295","2007-12","43.8925","-70.2544","115.2","GRAY, ME US","225.7","0","0.0",",0","16",",0","10",",0","0",",0","29",",0","9",",0","0",",0","31",",0","22",",0","0",",0","0",",0","","","","","20071216",",,0","20071222","+,,0","20071203",",,0","","","20071216",",,0","20071224",",,0","-14.4",",0,16,","381",",,0,22,+","213",",,0,03,","18.0",",,0,16,","9.4",",0,24,","1474.7","0","700.9",",0","101.5",",,,0","971",",,,0","-4.28",",0","-0.42",",,,0","-8.13",",,,0","",""
"USC00173295","2008-01","43.8925","-70.2544","115.2","GRAY, ME US","0.0","0","0.0",",0","8",",0","5",",0","0",",0","31",",0","4",",0","2",",0","29",",0","17",",0","0",",0","0",",0","","","","","20080104",",,0","20080104","+,,0","20080114",",,0","","","20080101",",,0","20080108",",,0","-19.4",",0,04,","508",",,0,04,+","381",",,0,14,","17.5",",,0,01,","18.3",",0,08,","2153.3","0","678.6",",0","71.4",",,,0","702",",,,0","-3.56",",0","0.86",",,,0","-7.97",",,,0","",""
"USC00173295","2008-02","43.8925","-70.2544","115.2","GRAY, ME US","0.0","0","0.0",",0","18",",0","14",",0","1",",0","29",",0","10",",0","1",",0","28",",0","13",",0","0",",0","0",",0","","","","","20080229",",,0","20080215","+,,Z","20080207",",,0","","","20080213",",,0","20080218",",,0","-18.3",",0,29,","762",",,Z,15,+","191",",,0,07,","65.5",",,0,13,","10.0",",0,18,","2801.2","0","647.9",",0","216.2",",,,0","1155",",,,0","-4.01",",0","0.43",",,,0","-8.44",",,,0","",""
"USC00173295","2008-03","43.8925","-70.2544","115.2","GRAY, ME US","0.0","0","0.0",",0","14",",0","10",",0","2",",0","31",",0","5",",0","0",",0","31",",0","2",",0","0",",0","0",",0","","","","","20080311","+,,0","20080302",",,0","20080301",",,0","","","20080308",",,0","20080304",",,0","-10.6",",0,11,+","889",",,0,02,","236",",,0,01,","35.6",",,0,08,","12.2",",0,04,","3392.9","0","591.7",",0","140.5",",,,0","556",",,,0","-0.75",",0","3.74",",,,0","-5.25",",,,0","",""
"USC00173295","2008-04","43.8925","-70.2544","115.2","GRAY, ME US","0.0","0","0.0",",0","9",",0","5",",0","1",",0","10",",0","0",",0","0",",0","9",",0","0",",0","2",",0","0",",0","","","","","20080403",",,0","20080401",",,0","20080404",",,0","","","20080429",",,0","20080423",",,0","-2.8",",0,03,","432",",,0,01,","0",",T,0,04,","66.5",",,0,29,","27.2",",0,23,","3712.6","0","319.7",",0","120.7",",,,0","0",",T,,0","7.68",",0","13.35",",,,0","2.00",",,,0","",""
