"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HN02","HN02_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LN02","LN02_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MN02","MN02_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00400137","1979-09","35.11458","-89.21254","165.5","AMES PLANTATION, TN US","730.0","0","75.2",",0","6",",0","6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","1",",0","","","19790915",",,0","19790930","+,,0","19790930","+,,0","19790921",",,0","19790905",",,0","8.9",",0,15,","0",",,0,30,+","0",",,0,30,+","59.4",",,0,21,","32.2",",0,05,","","","13.7","0","","","","","13.7",",0","","","","","","","","","","","","","","","","","","","","","168.4",",,,0","0",",,,0","20.38",",0","26.44",",,,0","14.33",",,,0","",""
"USC00400137","1979-10","35.11458","-89.21254","165.5","AMES PLANTATION, TN US","756.9","0","26.9",",0","4",",0","4",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","22",",0","0",",0","","","19791014",",,0","19791031","+,,0","19791031","+,,0","19791023",",,0","19791002",",,0","-1.1",",0,14,","0",",,0,31,+","0",",,0,31,+","23.1",",,0,23,","30.0",",0,02,","","","118.6","0","","","","","104.9",",0","","","","","","","","","","","","","","","","","","","","","47.2",",,,0","0",",,,0","15.82",",0","23.34",",,,0","8.29",",,,0","",""
"USC00400137","1979-11","35.11458","-89.21254","165.5","AMES PLANTATION, TN US","758.3","0","1.4",",0","9",",0","9",",0","3",",0","0",",0","0",",0","0",",0","13",",0","1",",0","5",",0","0",",0","","","19791130",",,0","19791130","+,,0","19791130","+,,0","19791123",",,0","19791121",",,0","-7.8",",0,30,","0",",,0,30,+","0",",,0,30,+","94.0",",,0,23,","25.0",",0,21,","","","406.8","0","","","","","288.2",",0","","","","","","","","","","","","","","","","","","","","","243.6",",,,0","0",",,,0","8.77",",0","15.48",",,,0","2.07",",,,0","",""
"USC00400137","1979-12","35.11458","-89.21254","165.5","AMES PLANTATION, TN US","758.3","0","0.0",",0","3","4,0","3","4,0","1","4,0","0",",0","0",",0","0",",0","18",",0","1",",0","0",",0","0",",0","","","19791218","+,,0","19791231","+,,0","19791231","+,,0","19791213",",4,0","19791212","+,,0","-10.6",",0,18,+","0",",,0,31,+","0",",,0,31,+","55.6","4,,0,13,","20.0",",0,12,+","","","814.5","0","","","","","407.7",",0","","","","","","","","","","","","","","","","","","","","","63.0","4,,,0","0",",,,0","5.18",",0","11.58",",,,0","-1.22",",,,0","",""
"USC00400137","1980-01","35.11458","-89.21254","165.5","AMES PLANTATION, TN US","0.0","0","0.0",",0","12",",0","9",",0","0",",0","","","0","2,0","0",",0","17",",0","1",",0","0",",0","0",",0","","","19800131",",,0","","","19800129",",2,0","19800111",",,0","19800120",",,0","-7.2",",0,31,","","","8","2,,0,29,","18.0",",,0,11,","18.9",",0,20,","","","1238.2","0","","","","","423.7",",0","","","","","","","","","","","","","","","","","","","","","95.7",",,,0","8","2,,,0","4.67",",0","9.45",",,,0","-0.12",",,,0","",""
"USC00400137","1980-02","35.11458","-89.21254","165.5","AMES PLANTATION, TN US","0.0","0","0.0",",0","6",",0","2",",0","0",",0","","","","","0",",0","21",",0","6",",0","3",",0","0",",0","","","19800202","+,,0","","","","","19800209",",,0","19800223",",,0","-12.2",",0,02,+","","","","","11.9",",,0,09,","23.9",",0,23,","","","1718.7","0","","","","","480.5",",0","","","","","","","","","","","","","","","","","","","","","28.6",",,,0","","","1.77",",0","7.44",",,,0","-3.91",",,,0","",""
"USC00400137","1980-03","35.11458","-89.21254","165.5","AMES PLANTATION, TN US","0.0","0","0.0","2,0","14",",0","10",",0","4",",0","0","1,0","0","1,0","0","2,0","12","2,0","2","2,0","2","2,0","0","2,0","","","19800303",",2,0","19800331","+,1,0","19800331","+,1,0","19800317",",,0","19800316","+,2,0","-12.2","2,0,03,","0","1,,0,31,+","0","1,,0,31,+","108.2",",,0,17,","21.1","2,0,16,+","","","2045.9","0","","","","","327.2","2,0","","","","","","","","","","","","","","","","","","","","","332.7",",,,0","0","1,,,0","7.05","2,0","13.10","2,,,0","1.01","2,,,0","",""
"USC00400137","1980-04","35.11458","-89.21254","165.5","AMES PLANTATION, TN US","9.7","0","9.7",",0","11",",0","8",",0","2",",0","0",",0","0","1,0","0",",0","0",",0","0",",0","15",",0","0",",0","","","19800401",",,0","19800430","+,,0","19800430","+,1,0","19800412",",,0","19800423",",,0","0.6",",0,01,","0",",,0,30,+","0","1,,0,30,+","70.4",",,0,12,","31.1",",0,23,","","","2188.8","0","","","","","142.9",",0","","","","","","","","","","","","","","","","","","","","","205.8",",,,0","0","1,,,0","13.89",",0","20.19",",,,0","7.59",",,,0","",""
"USC00400137","1980-05","35.11458","-89.21254","165.5","AMES PLANTATION, TN US","68.5","0","58.8",",0","10","1,0","7","1,0","0","1,0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","0",",0","","","19800509",",,0","19800531","+,,0","19800531","+,,0","19800520",",1,0","19800529",",,0","3.9",",0,09,","0",",,0,31,+","0",",,0,31,+","17.3","1,,0,20,","31.1",",0,29,","","","2210.7","0","","","","","21.9",",0","","","","","","","","","","","","","","","","","","","","","67.4","1,,,0","0",",,,0","19.52",",0","25.91",",,,0","13.14",",,,0","",""
"USC00400137","1980-06","35.11458","-89.21254","165.5","AMES PLANTATION, TN US","249.8","0","181.3",",0","7",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","13",",0","","","19800612",",,0","19800630","+,,0","19800630","+,,0","19800624",",,0","19800629",",,0","7.8",",0,12,","0",",,0,30,+","0",",,0,30,+","23.1",",,0,24,","35.6",",0,29,","","","2212.3","0","","","","","1.6",",0","","","","","","","","","","","","","","","","","","","","","52.0",",,,0","0",",,,0","24.32",",0","30.72",",,,0","17.93",",,,0","",""
"USC00400137","1980-07","35.11458","-89.21254","165.5","AMES PLANTATION, TN US","575.0","0","325.2",",0","3",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","26",",0","","","19800729",",,0","19800731","+,,0","19800731","+,,0","19800722",",,0","19800715",",,0","17.2",",0,29,","0",",,0,31,+","0",",,0,31,+","35.8",",,0,22,","40.6",",0,15,","","","0.0","0","","","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","55.4",",,,0","0",",,,0","28.82",",0","35.82",",,,0","21.83",",,,0","",""
"USC00400137","1980-08","35.11458","-89.21254","165.5","AMES PLANTATION, TN US","874.1","0","299.1",",0","4",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","29",",0","","","19800822",",,0","19800831","+,,0","19800831","+,,0","19800814",",,0","19800808",",,0","16.1",",0,22,","0",",,0,31,+","0",",,0,31,+","18.0",",,0,14,","38.3",",0,08,","","","0.0","0","","","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","35.3",",,,0","0",",,,0","27.98",",0","35.18",",,,0","20.78",",,,0","",""
"USC00400137","1980-09","35.11458","-89.21254","165.5","AMES PLANTATION, TN US","1061.1","0","187.0",",0","9",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","20",",0","","","19800927","+,,0","19800930","+,,0","19800930","+,,0","19800929",",,0","19800917",",,0","11.7",",0,27,+","0",",,0,30,+","0",",,0,30,+","25.4",",,0,29,","37.8",",0,17,","","","10.8","0","","","","","10.8",",0","","","","","","","","","","","","","","","","","","","","","81.8",",,,0","0",",,,0","24.21",",0","31.15",",,,0","17.26",",,,0","",""
"USC00400137","1980-10","35.11458","-89.21254","165.5","AMES PLANTATION, TN US","1079.5","0","18.4",",0","5",",0","4",",0","2",",0","0",",0","0",",0","0",",0","2",",0","0",",0","19",",0","0",",0","","","19801031",",,0","19801031","+,,0","19801031","+,,0","19801018",",,0","19801010",",,0","-2.2",",0,31,","0",",,0,31,+","0",",,0,31,+","31.5",",,0,18,","31.7",",0,10,","","","162.0","0","","","","","151.2",",0","","","","","","","","","","","","","","","","","","","","","75.7",",,,0","0",",,,0","14.05",",0","21.65",",,,0","6.45",",,,0","",""
"USC00400137","1980-11","35.11458","-89.21254","165.5","AMES PLANTATION, TN US","1079.8","0","0.3",",0","7",",0","6",",0","4",",0","0",",0","0",",0","0",",0","7",",0","0",",0","9",",0","0",",0","","","19801121","+,,0","19801130","+,,0","19801130","+,,0","19801115",",,0","19801109",",,0","-4.4",",0,21,+","0",",,0,30,+","0",",,0,30,+","38.6",",,0,15,","25.6",",0,09,","","","437.1","0","","","","","275.1",",0","","","","","","","","","","","","","","","","","","","","","129.7",",,,0","0",",,,0","9.17",",0","15.23",",,,0","3.12",",,,0","",""
"USC00400137","1980-12","35.11458","-89.21254","165.5","AMES PLANTATION, TN US","1079.8","0","0.0",",0","2",",0","2",",0","0",",0","0",",0","0",",0","0",",0","19",",0","2",",0","3",",0","0",",0","","","19801226","+,,0","19801231","+,,0","19801231","+,,0","19801209",",,0","19801207",",,0","-10.6",",0,26,+","0",",,0,31,+","0",",,0,31,+","21.3",",,0,09,","23.3",",0,07,","","","853.8","0","","","","","416.7",",0","","","","","","","","","","","","","","","","","","","","","28.9",",,,0","0",",,,0","4.89",",0","11.33",",,,0","-1.54",",,,0","",""
"USC00400137","1981-01","35.11458","-89.21254","165.5","AMES PLANTATION, TN US","0.0","0","0.0",",0","4",",0","3",",0","0",",0","0",",0","0",",0","0",",0","26",",0","3",",0","0",",0","0",",0","","","19810113","+,,0","19810131","+,,0","19810131","+,,0","19810107",",,0","19810126",",,0","-15.0",",0,13,+","0",",,0,31,+","0",",,0,31,+","16.0",",,0,07,","20.6",",0,26,","","","1367.6","0","","","","","513.8",",0","","","","","","","","","","","","","","","","","","","","","30.7",",,,0","0",",,,0","1.76",",0","7.98",",,,0","-4.46",",,,0","",""
"USC00400137","1981-02","35.11458","-89.21254","165.5","AMES PLANTATION, TN US","0.0","0","0.0",",0","8",",0","6",",0","0",",0","0",",0","0",",0","0",",0","15",",0","3",",0","5",",0","0",",0","","","19810212",",,0","19810228","+,,0","19810228","+,,0","19810201",",,0","19810228",",,0","-13.9",",0,12,","0",",,0,28,+","0",",,0,28,+","24.4",",,0,01,","26.1",",0,28,","","","1722.7","0","","","","","355.1",",0","","","","","","","","","","","","","","","","","","","","","82.9",",,,0","0",",,,0","5.65",",0","12.23",",,,0","-0.93",",,,0","",""
"USC00400137","1981-03","35.11458","-89.21254","165.5","AMES PLANTATION, TN US","1.4","0","1.4","1,0","9",",0","8",",0","1",",0","0",",0","0",",0","0","1,0","14","1,0","0",",0","6",",0","0",",0","","","19810309",",1,0","19810331","+,,0","19810331","+,,0","19810330",",,0","19810331","+,,0","-4.4","1,0,09,","0",",,0,31,+","0",",,0,31,+","57.4",",,0,30,","25.6",",0,31,+","","","2005.9","0","","","","","283.2",",0","","","","","","","","","","","","","","","","","","","","","142.8",",,,0","0",",,,0","8.90","1,0","15.61",",,,0","2.19","1,,,0","",""
"USC00400137","1981-04","35.11458","-89.21254","165.5","AMES PLANTATION, TN US","50.9","0","49.5",",0","9",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","0",",0","","","19810406",",,0","19810430","+,,0","19810430","+,,0","19810429",",,0","19810428",",,0","1.7",",0,06,","0",",,0,30,+","0",",,0,30,+","20.6",",,0,29,","29.4",",0,28,","","","2046.4","0","","","","","40.5",",0","","","","","","","","","","","","","","","","","","","","","89.0",",,,0","0",",,,0","18.63",",0","24.93",",,,0","12.33",",,,0","",""
"USC00400137","1981-05","35.11458","-89.21254","165.5","AMES PLANTATION, TN US","103.5","0","52.6","1,0","10",",0","8",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","23",",0","0",",0","","","19810521","+,1,0","19810531","+,,0","19810531","+,,0","19810526",",,0","19810531","+,,0","5.0","1,0,21,+","0",",,0,31,+","0",",,0,31,+","22.6",",,0,26,","31.1",",0,31,+","","","2104.0","0","","","","","57.6",",0","","","","","","","","","","","","","","","","","","","","","116.3",",,,0","0",",,,0","18.19","1,0","24.23",",,,0","12.15","1,,,0","",""
"USC00400137","1981-06","35.11458","-89.21254","165.5","AMES PLANTATION, TN US","315.7","0","212.2",",0","8",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","11",",0","","","19810618",",,0","19810630","+,,0","19810630","+,,0","19810606",",,0","19810625",",,0","12.2",",0,18,","0",",,0,30,+","0",",,0,30,+","49.8",",,0,06,","36.1",",0,25,","","","2104.0","0","","","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","101.7",",,,0","0",",,,0","25.41",",0","31.19",",,,0","19.62",",,,0","",""
"USC00400137","1981-07","35.11458","-89.21254","165.5","AMES PLANTATION, TN US","570.0","0","254.3",",0","12",",0","10",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","20",",0","","","19810731",",,0","19810731","+,,0","19810731","+,,0","19810705",",,0","19810725",",,0","13.9",",0,31,","0",",,0,31,+","0",",,0,31,+","33.3",",,0,05,","35.6",",0,25,","","","0.0","0","","","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","150.2",",,,0","0",",,,0","26.54",",0","32.27",",,,0","20.80",",,,0","",""
"USC00400137","1981-08","35.11458","-89.21254","165.5","AMES PLANTATION, TN US","774.8","0","204.8",",0","10",",0","8",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","13",",0","","","19810802","+,,0","19810831","+,,0","19810831","+,,0","19810827",",,0","19810816",",,0","14.4",",0,02,+","0",",,0,31,+","0",",,0,31,+","9.4",",,0,27,","36.1",",0,16,","","","0.0","0","","","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","45.0",",,,0","0",",,,0","24.94",",0","30.90",",,,0","18.98",",,,0","",""
"USC00400137","1981-09","35.11458","-89.21254","165.5","AMES PLANTATION, TN US","857.3","0","82.5",",0","5",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","0",",0","","","19810918",",,0","19810930","+,,0","19810930","+,,0","19810901",",,0","19810914",",,0","4.4",",0,18,","0",",,0,30,+","0",",,0,30,+","109.2",",,0,01,","31.7",",0,14,","","","19.8","0","","","","","19.8",",0","","","","","","","","","","","","","","","","","","","","","126.5",",,,0","0",",,,0","20.42",",0","27.39",",,,0","13.45",",,,0","",""
"USC00400137","1981-10","35.11458","-89.21254","165.5","AMES PLANTATION, TN US","878.1","0","20.8",",0","7",",0","5",",0","1",",0","0",",0","0",",0","0",",0","2",",0","0",",0","19",",0","2",",0","","","19811025","+,,0","19811031","+,,0","19811031","+,,0","19811018",",,0","19811001",",,0","-3.3",",0,25,+","0",",,0,31,+","0",",,0,31,+","54.6",",,0,18,","32.8",",0,01,","","","144.5","0","","","","","124.7",",0","","","","","","","","","","","","","","","","","","","","","95.9",",,,0","0",",,,0","14.98",",0","21.83",",,,0","8.14",",,,0","",""
"USC00400137","1981-11","35.11458","-89.21254","165.5","AMES PLANTATION, TN US","878.1","0","0.0",",0","6",",0","4",",0","1",",0","0",",0","0",",0","0",",0","8",",0","0",",0","9",",0","0",",0","","","19811121",",,0","19811130","+,,0","19811130","+,,0","19811130",",,0","19811104",",,0","-7.2",",0,21,","0",",,0,30,+","0",",,0,30,+","26.7",",,0,30,","26.1",",0,04,","","","371.9","0","","","","","227.4",",0","","","","","","","","","","","","","","","","","","","","","72.9",",,,0","0",",,,0","10.76",",0","17.92",",,,0","3.59",",,,0","",""
"USC00400137","1981-12","35.11458","-89.21254","165.5","AMES PLANTATION, TN US","878.1","0","0.0",",0","6",",0","5",",0","0",",0","0",",0","0",",0","0",",0","23",",0","2",",0","0",",0","0",",0","","","19811219",",,0","19811231","+,,0","19811231","+,,0","19811201",",,0","19811223",",,0","-15.0",",0,19,","0",",,0,31,+","0",",,0,31,+","17.3",",,0,01,","18.3",",0,23,","","","827.9","0","","","","","456.0",",0","","","","","","","","","","","","","","","","","","","","","60.4",",,,0","0",",,,0","3.62",",0","9.73",",,,0","-2.49",",,,0","",""
"USC00400137","1982-01","35.11458","-89.21254","165.5","AMES PLANTATION, TN US","0.0","0","0.0","1,0","9",",0","7",",0","2",",0","1",",0","0","1,0","3",",0","21",",0","7","1,0","0","1,0","0","1,0","","","19820117",",,0","19820113",",,0","19820131","+,1,0","19820104",",,0","19820131",",1,0","-20.6",",0,17,","127",",,0,13,","0","1,,0,31,+","30.5",",,0,04,","19.4","1,0,31,","","","1346.3","0","   8.9","1,,,0,0,2","","","518.4","1,0","  13.9","1,,,0,0,2","","","  -2.8","1,,,0,0,2","","","  -0.6","1,,,0,0,2","","","   2.2","1,,,0,0,2","","","   5.9","1,,,0,0,2","","","140.0",",,,0","0","1,,,0","1.16","1,0","7.30","1,,,0","-4.98",",,,0","",""
"USC00400137","1982-02","35.11458","-89.21254","165.5","AMES PLANTATION, TN US","0.6","0","0.6","2,0","9","1,0","5","1,0","1","1,0","","","","","0","1,0","16","1,0","4","2,0","2","2,0","0","2,0","","","19820207",",1,0","","","","","19820209",",1,0","19820224",",2,0","-13.3","1,0,07,","","","","","83.8","1,,0,09,","26.7","2,0,24,","","","1713.7","0","  10.0","1,,,0,0,2","","","367.4","2,0","  15.0","1,,,0,0,2","","","   0.6","1,,,0,0,2","","","   1.7","1,,,0,0,2","","","   4.2","1,,,0,0,2","","","   8.0","1,,,0,0,2","","","121.7","1,,,0","","","4.07","2,0","9.59","2,,,0","-1.44","1,,,0","",""
"USC00400137","1982-03","35.11458","-89.21254","165.5","AMES PLANTATION, TN US","15.5","0","14.9",",0","10","1,0","4","1,0","2","1,0","0",",0","0",",0","0",",0","10",",0","0",",0","9",",0","0",",0","","","19820308",",,0","19820331","+,,0","19820304",",,0","19820314",",1,0","19820319","+,,0","-6.1",",0,08,","0",",,0,31,+","8",",,0,04,","37.1","1,,0,14,","29.4",",0,19,+","","","1933.2","0","  18.3",",,,0,0,2","","","219.5",",0","  22.8",",,,0,0,2","","","   2.8",",,,0,0,2","","","   5.0",",,,0,0,2","","","   9.0",",,,0,0,2","","","  14.3",",,,0,0,2","","","98.2","1,,,0","8",",,,0","11.73",",0","17.97",",,,0","5.49",",,,0","",""
"USC00400137","1982-04","35.11458","-89.21254","165.5","AMES PLANTATION, TN US","23.6","0","8.1",",0","17",",0","14",",0","2",",0","0",",0","0",",0","0",",0","5",",0","0",",0","10",",0","0",",0","","","19820410",",,0","19820430","+,,0","19820430","+,,0","19820417",",,0","19820416",",,0","-1.7",",0,10,","0",",,0,30,+","0",",,0,30,+","89.9",",,0,17,","28.3",",0,16,","","","2100.7","0","  19.4",",,,0,0,2","","","167.5",",0","  22.8",",,,0,0,2","","","   5.6",",,,0,0,2","","","   9.4",",,,0,0,2","","","  11.2",",,,0,0,2","","","  17.4",",,,0,0,2","","","255.0",",,,0","0",",,,0","13.02",",0","19.17",",,,0","6.87",",,,0","",""
"USC00400137","1982-05","35.11458","-89.21254","165.5","AMES PLANTATION, TN US","139.4","0","115.8",",0","10",",0","9",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","1",",0","","","19820508",",,0","19820531","+,,0","19820531","+,,0","19820528",",,0","19820531",",,0","6.1",",0,08,","0",",,0,31,+","0",",,0,31,+","18.5",",,0,28,","33.9",",0,31,","","","2110.4","0","  24.4",",,,0,0,2","","","9.7",",0","  31.7",",,,0,0,2","","","  12.8",",,,0,0,2","","","  19.4",",,,0,0,2","","","  19.4",",,,0,0,2","","","  26.8",",,,0,0,2","","","91.8",",,,0","0",",,,0","21.75",",0","28.27",",,,0","15.23",",,,0","",""
"USC00400137","1982-06","35.11458","-89.21254","165.5","AMES PLANTATION, TN US","273.8","0","134.4",",0","13",",0","8",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","5",",0","","","19820620",",,0","19820630","+,,0","19820630","+,,0","19820601",",,0","19820609",",,0","10.6",",0,20,","0",",,0,30,+","0",",,0,30,+","26.7",",,0,01,","33.3",",0,09,","","","2110.4","0","  25.0",",,,0,0,2","","","0.0",",0","  35.0",",,,0,0,2","","","  20.0",",,,0,0,2","","","  26.1",",,,0,0,2","","","  22.6",",,,0,0,2","","","  30.0",",,,0,0,2","","","102.1",",,,0","0",",,,0","22.81",",0","28.82",",,,0","16.80",",,,0","",""
"USC00400137","1982-07","35.11458","-89.21254","165.5","AMES PLANTATION, TN US","529.4","0","255.6",",0","10",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","22",",0","","","19820713",",,0","19820731","+,,0","19820731","+,,0","19820731",",,0","19820721",",,0","16.7",",0,13,","0",",,0,31,+","0",",,0,31,+","35.8",",,0,31,","35.0",",0,21,","","","0.0","0","  28.9",",,,0,0,2","","","0.0",",0","  36.1",",,,0,0,2","","","  24.4",",,,0,0,2","","","  28.9",",,,0,0,2","","","  26.4",",,,0,0,2","","","  33.4",",,,0,0,2","","","92.2",",,,0","0",",,,0","26.58",",0","32.51",",,,0","20.65",",,,0","",""
"USC00400137","1982-08","35.11458","-89.21254","165.5","AMES PLANTATION, TN US","739.0","0","209.6","1,0","13",",0","9",",0","2",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","31",",0","12",",0","","","19820822",",1,0","19820831","+,,0","19820831","+,,0","19820806",",,0","19820806",",,0","15.0","1,0,22,","0",",,0,31,+","0",",,0,31,+","30.5",",,0,06,","35.0",",0,06,","","","0.0","0","  26.7",",,,0,0,2","","","0.0",",0","  36.1",",,,0,0,2","","","  22.2",",,,0,0,2","","","  25.6",",,,0,0,2","","","  24.7",",,,0,0,2","","","  30.6",",,,0,0,2","","","125.2",",,,0","0",",,,0","25.30","1,0","31.07",",,,0","19.53","1,,,0","",""
"USC00400137","1982-09","35.11458","-89.21254","165.5","AMES PLANTATION, TN US","848.5","0","109.5",",0","6",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","4",",0","","","19820924","+,,0","19820930","+,,0","19820930","+,,0","19820916",",,0","19820915",",,0","5.6",",0,24,+","0",",,0,30,+","0",",,0,30,+","38.4",",,0,16,","33.3",",0,15,","","","22.2","0","  26.1",",,,0,0,2","","","22.2",",0","  31.7",",,,0,0,2","","","  15.0",",,,0,0,2","","","  19.4",",,,0,0,2","","","  20.6",",,,0,0,2","","","  26.8",",,,0,0,2","","","62.3",",,,0","0",",,,0","21.24",",0","27.92",",,,0","14.56",",,,0","",""
