"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HN02","HN02_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LN02","LN02_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MN02","MN02_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00106152","2014-05","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","0.0","7","0.0",",7","9",",7","4",",7","0",",7","0",",7","0",",7","0",",7","2",",7","0",",7","17",",7","0",",7","","","20140512",",,7","20140531","+,,7","20140531","+,,7","20140504",",,7","20140515",",,7","-2.2",",7,12,","0",",,7,31,+","0",",,7,31,+","10.9",",,7,04,","27.2",",7,15,","136.1",",,,7","3654.2","7","  16.7",",,,7,3,2","","","185.8",",7","  21.7",",,,7,3,2","","","  10.0",",,,7,3,2","","","  14.4",",,,7,3,2","","","  13.0",",,,7,3,2","","","9.91",",,,7","  18.3",",,,7,3,2","","","23.97",",,,7","36.7",",,,7","0",",,,7","12.34",",7","20.63",",,,7","4.05",",,,7","2096",",,,7"
"USC00106152","2014-06","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","0.0","7","0.0",",7","7",",7","4",",7","0",",7","0",",7","0",",7","0",",7","1",",7","0",",7","22",",7","0",",7","","","20140607",",,7","20140630","+,,7","20140630","+,,7","20140618",",,7","20140623",",,7","0.0",",7,07,","0",",,7,30,+","0",",,7,30,+","10.2",",,7,18,","28.3",",7,23,","141.8",",,,7","3781.4","7","  18.3",",,,7,3,2","","","127.2",",7","  22.8",",,,7,3,2","","","  12.8",",,,7,3,2","","","  15.6",",,,7,3,2","","","  15.7",",,,7,3,2","","","12.04",",,,7","  20.6",",,,7,3,2","","","26.51",",,,7","33.3",",,,7","0",",,,7","14.09",",7","22.66",",,,7","5.52",",,,7","1714",",,,7"
"USC00106152","2014-07","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","88.9","7","88.9",",7","6",",7","1",",7","0",",7","0",",7","0",",7","0",",7","0",",7","0",",7","31",",7","15",",7","","","20140725",",,7","20140731","+,,7","20140731","+,,7","20140723",",,7","20140731","+,,7","3.9",",7,25,","0",",,7,31,+","0",",,7,31,+","11.7",",,7,23,","37.2",",7,31,+","215.3",",,,7","9.7","7","  21.1",",,,7,3,2","","","9.7",",7","  27.2",",,,7,3,2","","","  16.1",",,,7,3,2","","","  22.8",",,,7,3,2","","","  19.4",",,,7,3,2","","","15.95",",,,7","  25.1",",,,7,3,2","","","31.07",",,,7","14.3",",,,7","0",",,,7","20.89",",7","31.89",",,,7","9.89",",,,7","1701",",,,7"
"USC00106152","2014-08","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","159.0","7","70.1",",7","5",",7","3",",7","0",",7","0",",7","0",",7","0",",7","0",",7","0",",7","31",",7","10",",7","","","20140809",",,7","20140831","+,,7","20140831","+,,7","20140814",",,7","20140811",",,7","5.0",",7,09,","0",",,7,31,+","0",",,7,31,+","9.4",",,7,14,","37.2",",7,11,","201.5",",,,7","24.1","7","  23.3",",,,7,3,2","","","14.4",",7","  27.8",",,,7,3,2","","","  17.2",",,,7,3,2","","","  22.2",",,,7,3,2","","","  19.8",",,,7,3,2","","","14.96",",,,7","  25.3",",,,7,3,2","","","28.76",",,,7","27.7",",,,7","0",",,,7","20.13",",7","30.06",",,,7","10.20",",,,7","1899",",,,7"
"USC00106152","2014-09","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","167.7","7","8.7",",7","4",",7","1",",7","0",",7","0",",7","0",",7","0",",7","2",",7","0",",7","28",",7","1",",7","","","20140911",",,7","20140930","+,,7","20140930","+,,7","20140930",",,7","20140921",",,7","-3.9",",7,11,","0",",,7,30,+","0",",,7,30,+","12.7",",,7,30,","32.2",",7,21,","138.8",",,,7","109.2","7","  18.3",",,,7,3,2","","","85.1",",7","  22.8",",,,7,3,2","","","  13.3",",,,7,3,2","","","  17.2",",,,7,3,2","","","  15.7",",,,7,3,2","","","10.51",",,,7","  21.0",",,,7,3,2","","","23.60",",,,7","15.5",",,,7","0",",,,7","15.79",",7","25.65",",,,7","5.93",",,,7","2009",",,,7"
"USC00106152","2014-10","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","167.7","7","0.0",",7","11",",7","5",",7","0",",7","0",",7","0",",7","0",",7","3",",7","0",",7","12",",7","0",",7","","","20141002","+,,7","20141031","+,,7","20141031","+,,7","20141023",",,7","20141007",",,7","-1.1",",7,02,+","0",",,7,31,+","0",",,7,31,+","8.9",",,7,23,","27.8",",7,07,","","","313.4","7","  13.3",",,,7,3,2","","","204.2",",7","  18.3",",,,7,3,2","","","   7.8",",,,7,3,2","","","  10.6",",,,7,3,2","","","  10.4",",,,7,3,2","","","","","  14.1",",,,7,3,2","","","","","37.4",",,,7","0",",,,7","11.75",",7","18.81",",,,7","4.68",",,,7","",""
"USC00106152","2014-11","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","167.7","7","0.0",",7","14",",7","9",",7","0",",7","2",",7","1",",7","1",",7","18",",7","5",",7","0",",7","0",",7","","","20141130",",,7","20141129",",,7","20141129",",,7","20141122",",,7","20141106",",,7","-18.9",",7,30,","51",",,7,29,","51",",,7,29,","24.9",",,7,22,","18.3",",7,06,","","","797.6","7","  10.0",",,,7,3,2","","","484.2",",7","  11.1",",,,7,3,2","","","   0.0",",,,7,3,2","","","   0.0",",,,7,3,2","","","   3.5",",,,7,3,2","","","","","   4.8",",,,7,3,2","","","","","105.6",",,,7","51",",,,7","2.19",",7","6.80",",,,7","-2.41",",,,7","",""
"USC00106152","2014-12","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","167.7","7","0.0",",7","18",",7","12",",7","1",",7","9",",7","1",",7","0",",7","21",",7","5",",7","0",",7","0",",7","","","20141230",",,7","20141227","+,,7","20141227",",,7","20141221",",,7","20141212",",,7","-17.2",",7,30,","51",",,7,27,+","51",",,7,27,","26.4",",,7,21,","14.4",",7,12,","","","1330.6","7","   5.6",",,,7,3,2","","","533.0",",7","   6.7",",,,7,3,2","","","   0.6",",,,7,3,2","","","   1.1",",,,7,3,2","","","   2.8",",,,7,3,2","","","","","   3.7",",,,7,3,2","","","","","113.0",",,,7","51",",,,7","1.14",",7","4.48",",,,7","-2.20",",,,7","",""
"USC00106152","2015-01","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","0.0","7","0.0",",7","14",",7","5",",7","1",",7","4",",7","2",",7","0",",7","18",",7","4",",7","0",",7","0",",7","","","20150101",",,7","20150104",",,7","20150104",",,7","20150118",",,7","20150126",",,7","-16.1",",7,01,","127",",,7,04,","102",",,7,04,","30.5",",,7,18,","14.4",",7,26,","","","1831.2","7","   4.4",",,,7,3,2","","","500.6",",7","   6.7",",,,7,3,2","","","   0.0",",,,7,3,2","","","   0.0",",,,7,3,2","","","   1.4",",,,7,3,2","","","","","   2.4",",,,7,3,2","","","","","66.4",",,,7","143",",,,7","2.19",",7","4.89",",,,7","-0.52",",,,7","",""
"USC00106152","2015-02","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","0.0","7","0.0",",7","14",",7","8",",7","1",",7","1",",7","1",",7","0",",7","13",",7","0",",7","0",",7","0",",7","","","20150223","+,,7","20150201",",,7","20150201",",,7","20150209",",,7","20150206",",,7","-6.1",",7,23,+","25",",,7,01,","38",",,7,01,","25.9",",,7,09,","17.2",",7,06,","","","2192.9","7","   7.2","1,,,7,3,2","","","361.7",",7","  10.6","1,,,7,3,2","","","   2.2","1,,,7,3,2","","","   2.8","1,,,7,3,2","","","   4.2","1,,,7,3,2","","","","","   6.2","1,,,7,3,2","","","","","76.4",",,,7","51",",,,7","5.42",",7","10.10",",,,7","0.74",",,,7","",""
"USC00106152","2015-03","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","0.0","7","0.0",",7","14",",7","8",",7","0",",7","0",",7","0",",7","0",",7","8",",7","0",",7","2",",7","0",",7","","","20150305","+,,7","20150331","+,,7","20150325",",,7","20150323",",,7","20150327",",,7","-8.3",",7,05,+","0",",,7,31,+","13",",,7,25,","21.3",",,7,23,","22.8",",7,27,","","","2512.6","7","  10.0","1,,,7,3,2","","","319.7",",7","  14.4","1,,,7,3,2","","","   1.7","1,,,7,3,2","","","   3.9","1,,,7,3,2","","","   6.0","1,,,7,3,2","","","","","   9.0","1,,,7,3,2","","","","","88.9",",,,7","13",",,,7","8.02",",7","14.16",",,,7","1.88",",,,7","",""
"USC00106152","2015-04","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","0.0","7","0.0",",7","8",",7","4",",7","0",",7","0",",7","0",",7","0",",7","18",",7","0",",7","4",",7","0",",7","","","20150426",",,7","20150430","+,,7","20150406",",,7","20150406",",,7","20150428",",,7","-4.4",",7,26,","0",",,7,30,+","8",",,7,06,","6.9",",,7,06,","26.1",",7,28,","104.8",",,,7","2822.4","7","  12.2",",,,7,3,2","","","309.8",",7","  17.8",",,,7,3,2","","","   5.6",",,,7,3,2","","","   9.4",",,,7,3,2","","","   8.4",",,,7,3,2","","","4.04",",,,7","  13.3",",,,7,3,2","","","18.16",",,,7","20.4",",,,7","13",",,,7","8.01",",7","15.84",",,,7","0.17",",,,7","3061",",,,7"
"USC00106152","2015-05","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","4.1","7","4.1",",7","11",",7","8",",7","2",",7","0",",7","0",",7","0",",7","3",",7","0",",7","21",",7","0",",7","","","20150506",",,7","20150531","+,,7","20150531","+,,7","20150513",",,7","20150531","+,,7","-2.8",",7,06,","0",",,7,31,+","0",",,7,31,+","45.0",",,7,13,","27.2",",7,31,+","145.4",",,,7","2965.5","7","  19.4",",,,7,3,2","","","143.1",",7","  23.9",",,,7,3,2","","","  11.1",",,,7,3,2","","","  14.4",",,,7,3,2","","","  14.4",",,,7,3,2","","","10.21",",,,7","  19.8",",,,7,3,2","","","25.65",",,,7","127.8",",,,7","0",",,,7","13.85",",7","21.88",",,,7","5.82",",,,7","2078",",,,7"
"USC00106152","2015-06","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","50.1","7","46.0",",7","3",",7","2",",7","0",",7","0",",7","0",",7","0",",7","0",",7","0",",7","29",",7","5",",7","","","20150613",",,7","20150630","+,,7","20150630","+,,7","20150602",",,7","20150628",",,7","0.6",",7,13,","0",",,7,30,+","0",",,7,30,+","9.4",",,7,02,","38.9",",7,28,","192.3",",,,7","3011.1","7","  23.3",",,,7,3,2","","","45.6",",7","  26.7",",,,7,3,2","","","  16.1",",,,7,3,2","","","  20.6",",,,7,3,2","","","  18.8",",,,7,3,2","","","14.86",",,,7","  23.8",",,,7,3,2","","","30.34",",,,7","13.5",",,,7","0",",,,7","18.35",",7","27.77",",,,7","8.92",",,,7","1514",",,,7"
"USC00106152","2015-07","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","128.8","7","78.7",",7","1",",7","1",",7","0",",7","0",",7","0",",7","0",",7","0",",7","0",",7","30",",7","14",",7","","","20150717",",,7","20150731","+,,7","20150731","+,,7","20150711",",,7","20150731",",,7","2.8",",7,17,","0",",,7,31,+","0",",,7,31,+","3.0",",,7,11,","37.8",",7,31,","243.4",",,,7","11.9","7","  21.7",",,,7,3,2","","","11.9",",7","  28.3",",,,7,3,2","","","  17.8",",,,7,3,2","","","  23.9",",,,7,3,2","","","  20.4",",,,7,3,2","","","15.52",",,,7","  25.9",",,,7,3,2","","","31.07",",,,7","3.0",",,,7","0",",,,7","20.49",",7","30.65",",,,7","10.33",",,,7","1812",",,,7"
"USC00106152","2015-08","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","199.6","7","70.8",",7","2",",7","0",",7","0",",7","0",",7","0",",7","0",",7","0",",7","0",",7","30",",7","9",",7","","","20150822",",,7","20150831","+,,7","20150831","+,,7","20150830",",,7","20150813",",,7","1.7",",7,22,","0",",,7,31,+","0",",,7,31,+","1.5",",,7,30,","38.9",",7,13,","221.8",",,,7","36.0","7","  23.9",",,,7,3,2","","","24.1",",7","  30.0",",,,7,3,2","","","  16.1",",,,7,3,2","","","  21.7",",,,7,3,2","","","  20.2",",,,7,3,2","","","14.07",",,,7","  26.4",",,,7,3,2","","","28.59",",,,7","2.3",",,,7","0",",,,7","19.84",",7","30.47",",,,7","9.20",",,,7","2082",",,,7"
"USC00106152","2015-09","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","204.0","7","4.4",",7","7",",7","3",",7","0",",7","0",",7","0",",7","0",",7","2",",7","0",",7","21",",7","1",",7","","","20150927",",,7","20150930","+,,7","20150930","+,,7","20150905",",,7","20150912",",,7","-3.9",",7,27,","0",",,7,30,+","0",",,7,30,+","11.7",",,7,05,","32.8",",7,12,","124.7",",,,7","155.9","7","  18.9",",,,7,3,2","","","119.9",",7","  24.4",",,,7,3,2","","","  11.1",",,,7,3,2","","","  17.2",",,,7,3,2","","","  14.5",",,,7,3,2","","","8.96",",,,7","  20.3",",,,7,3,2","","","21.83",",,,7","23.1",",,,7","0",",,,7","14.48",",7","23.60",",,,7","5.36",",,,7","1966",",,,7"
"USC00106152","2015-10","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","204.6","7","0.6",",7","9",",7","6",",7","1",",7","0",",7","0",",7","0",",7","2",",7","0",",7","15",",7","0",",7","","","20151023",",,7","20151031","+,,7","20151031","+,,7","20151031",",,7","20151009",",,7","-2.8",",7,23,","0",",,7,31,+","0",",,7,31,+","29.0",",,7,31,","26.7",",7,09,","","","327.0","7","  14.4",",,,7,3,2","","","171.1",",7","  20.6",",,,7,3,2","","","   8.3",",,,7,3,2","","","  11.7",",,,7,3,2","","","  11.8",",,,7,3,2","","","","","  16.0",",,,7,3,2","","","","","52.6",",,,7","0",",,,7","12.83",",7","20.22",",,,7","5.45",",,,7","",""
"USC00106152","2015-11","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","204.6","7","0.0",",7","15",",7","10",",7","0",",7","0",",7","2",",7","0",",7","21",",7","3",",7","0",",7","0",",7","","","20151126",",,7","20151130","+,,7","20151117",",,7","20151109",",,7","20151115",",,7","-9.4",",7,26,","0",",,7,30,+","38",",,7,17,","16.3",",,7,09,","12.8",",7,15,","","","815.5","7","   9.4",",,,7,3,2","","","488.5",",7","  11.7",",,,7,3,2","","","   0.6",",,,7,3,2","","","   0.6",",,,7,3,2","","","   4.0",",,,7,3,2","","","","","   5.2",",,,7,3,2","","","","","83.0",",,,7","76",",,,7","2.05",",7","5.89",",,,7","-1.79",",,,7","",""
"USC00106152","2015-12","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","204.6","7","0.0",",7","26",",7","13",",7","1",",7","17",",7","9",",7","1",",7","25",",7","10",",7","0",",7","0",",7","","","20151230",",,7","20151229",",,7","20151216",",,7","20151207",",,7","20151209",",,7","-17.8",",7,30,","254",",,7,29,","216",",,7,16,","39.9",",,7,07,","13.3",",7,09,","","","1407.1","7","   3.9",",,,7,3,2","","","591.6",",7","   6.1",",,,7,3,2","","","   0.6",",,,7,3,2","","","   0.6",",,,7,3,2","","","   1.7",",,,7,3,2","","","","","   2.1",",,,7,3,2","","","","","158.8",",,,7","657",",,,7","-0.75",",7","2.27",",,,7","-3.78",",,,7","",""
"USC00106152","2016-01","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","0.0","7","0.0",",7","20",",7","11",",7","1",",7","20",",7","1",",7","1",",7","26",",7","5",",7","0",",7","0",",7","","","20160102",",,7","20160103","+,,7","20160116",",,7","20160113",",,7","20160122",",,7","-21.7",",7,02,","229",",,7,03,+","51",",,7,16,","33.0",",,7,13,","7.2",",7,22,","","","1969.3","7","   3.3",",,,7,3,2","","","562.2",",7","   3.9",",,,7,3,2","","","   1.1",",,,7,3,2","","","   1.7",",,,7,3,2","","","   1.8",",,,7,3,2","","","","","   2.1",",,,7,3,2","","","","","114.9",",,,7","51",",,,7","0.20",",7","3.07",",,,7","-2.68",",,,7","",""
"USC00106152","2016-02","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","0.0","7","0.0",",7","16",",7","6",",7","0",",7","0",",7","1",",7","0",",7","16",",7","0",",7","0",",7","0",",7","","","20160202",",,7","20160204",",,7","20160204",",,7","20160214",",,7","20160226",",,7","-4.4",",7,02,","0",",T,7,04,","51",",,7,04,","10.4",",,7,14,","14.4",",7,26,","","","2371.3","7","   5.6",",,,7,3,2","","","402.0",",7","   7.2",",,,7,3,2","","","   1.1",",,,7,3,2","","","   1.7",",,,7,3,2","","","   3.2",",,,7,3,2","","","","","   5.0",",,,7,3,2","","","","","58.5",",,,7","51",",,,7","4.47",",7","8.77",",,,7","0.17",",,,7","",""
"USC00106152","2016-03","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","0.0","7","0.0",",7","22",",7","15",",7","1",",7","0",",7","2",",7","0",",7","18",",7","0",",7","0",",7","0",",7","","","20160317",",,7","20160331","+,,7","20160322","+,,7","20160322",",,7","20160331","+,,7","-5.0",",7,17,","0",",,7,31,+","25",",,7,22,+","28.2",",,7,22,","17.2",",7,31,+","","","2768.2","7","   7.2",",,,7,3,2","","","396.9",",7","  12.2",",,,7,3,2","","","   2.8",",,,7,3,2","","","   6.1",",,,7,3,2","","","   4.8",",,,7,3,2","","","","","   8.2",",,,7,3,2","","","","","131.0",",,,7","53",",,,7","5.53",",7","10.89",",,,7","0.17",",,,7","",""
"USC00106152","2016-04","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","0.0","7","0.0",",7","12",",7","8",",7","0",",7","0",",7","0",",7","0",",7","5",",7","0",",7","10",",7","0",",7","","","20160425",",,7","20160404",",,7","20160404",",,7","20160430",",,7","20160421",",,7","-1.7",",7,25,","0",",T,7,04,","10",",,7,04,","21.6",",,7,30,","27.2",",7,21,","115.6",",,,7","2989.8","7","  15.0",",,,7,3,2","","","221.6",",7","  20.0",",,,7,3,2","","","   6.1",",,,7,3,2","","","  11.1",",,,7,3,2","","","  10.3",",,,7,3,2","","","7.27",",,,7","  15.9",",,,7,3,2","","","20.76",",,,7","67.0",",,,7","10",",,,7","10.95",",7","18.45",",,,7","3.44",",,,7","2584",",,,7"
"USC00106152","2016-05","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","0.0","7","0.0",",7","10",",7","5",",7","0",",7","0",",7","0",",7","0",",7","1",",7","0",",7","16",",7","0",",7","","","20160510",",,7","20160531","+,,7","20160531","+,,7","20160515",",,7","20160503",",,7","0.0",",7,10,","0",",,7,31,+","0",",,7,31,+","17.3",",,7,15,","26.7",",7,03,","134.1",",,,7","3154.1","7","  16.7",",,,7,3,2","","","164.3",",7","  22.2",",,,7,3,2","","","  10.6",",,,7,3,2","","","  14.4",",,,7,3,2","","","  14.3",",,,7,3,2","","","10.31",",,,7","  19.2",",,,7,3,2","","","24.08",",,,7","40.4",",,,7","0",",,,7","13.03",",7","20.60",",,,7","5.47",",,,7","2226",",,,7"
"USC00106152","2016-06","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","16.8","7","16.8",",7","12",",7","7",",7","0",",7","0",",7","0",",7","0",",7","2",",7","0",",7","23",",7","1",",7","","","20160619","+,,7","20160630","+,,7","20160630","+,,7","20160624",",,7","20160606",",,7","0.0",",7,19,+","0",",,7,30,+","0",",,7,30,+","11.7",",,7,24,","32.2",",7,06,","156.5",",,,7","3256.4","7","  20.6",",,,7,3,2","","","102.3",",7","  26.1",",,,7,3,2","","","  12.2",",,,7,3,2","","","  18.3",",,,7,3,2","","","  16.1",",,,7,3,2","","","13.58",",,,7","  21.6",",,,7,3,2","","","29.17",",,,7","39.2",",,,7","0",",,,7","15.48",",7","24.51",",,,7","6.45",",,,7","1438",",,,7"
"USC00106152","2016-07","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","45.7","7","28.9",",7","8",",7","3",",7","0",",7","0",",7","0",",7","0",",7","0",",7","0",",7","30",",7","7",",7","","","20160705",",,7","20160731","+,,7","20160731","+,,7","20160709",",,7","20160729",",,7","2.2",",7,05,","0",",,7,31,+","0",",,7,31,+","10.4",",,7,09,","35.6",",7,29,","191.1",",,,7","52.2","7","  20.6",",,,7,3,2","","","52.2",",7","  26.1",",,,7,3,2","","","  15.6",",,,7,3,2","","","  18.3",",,,7,3,2","","","  17.8",",,,7,3,2","","","14.93",",,,7","  22.6",",,,7,3,2","","","29.54",",,,7","25.3",",,,7","0",",,,7","17.58",",7","27.23",",,,7","7.93",",,,7","1811",",,,7"
"USC00106152","2016-08","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","82.6","7","36.9",",7","2",",7","1",",7","0",",7","0",",7","0",",7","0",",7","0",",7","0",",7","30",",7","11",",7","","","20160823",",,7","20160831","+,,7","20160831","+,,7","20160809",",,7","20160818","+,,7","0.6",",7,23,","0",",,7,31,+","0",",,7,31,+","5.3",",,7,09,","34.4",",7,18,+","211.0",",,,7","82.6","7","  20.0",",,,7,3,2","","","30.4",",7","  25.6",",,,7,3,2","","","  16.1",",,,7,3,2","","","  22.2",",,,7,3,2","","","  18.1",",,,7,3,2","","","12.47",",,,7","  24.2",",,,7,3,2","","","29.75",",,,7","5.8",",,,7","0",",,,7","18.54",",7","29.90",",,,7","7.18",",,,7","1867",",,,7"
"USC00106152","2016-09","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","84.0","7","1.4",",7","7",",7","3",",7","0",",7","0","1,7","0",",7","0",",7","5",",7","0",",7","18",",7","0",",7","","","20160914",",,7","20160930","+,1,7","20160930","+,,7","20160906",",,7","20160926",",,7","-2.8",",7,14,","0","1,,7,30,+","0",",,7,30,+","5.6",",,7,06,","29.4",",7,26,","122.7",",,,7","224.0","7","  18.9",",,,7,3,2","","","141.4",",7","  23.9",",,,7,3,2","","","  11.7",",,,7,3,2","","","  16.1",",,,7,3,2","","","  14.5",",,,7,3,2","","","9.81",",,,7","  19.7",",,,7,3,2","","","23.73",",,,7","15.7",",,,7","0",",,,7","13.67",",7","22.66",",,,7","4.67",",,,7","2123",",,,7"
"USC00106152","2016-10","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","84.0","7","0.0",",7","23",",7","17",",7","0",",7","0",",7","0",",7","0",",7","2",",7","0",",7","2",",7","0",",7","","","20161011",",,7","20161031","+,,7","20161031","+,,7","20161010",",,7","20161002",",,7","-5.0",",7,11,","0",",,7,31,+","0",",,7,31,+","17.0",",,7,10,","22.2",",7,02,","","","497.3","7","  13.3",",,,7,3,2","","","273.3",",7","  18.3",",,,7,3,2","","","   6.7",",,,7,3,2","","","  10.6",",,,7,3,2","","","  10.3",",,,7,3,2","","","","","  13.0",",,,7,3,2","","","","","157.0",",,,7","0",",,,7","9.52",",7","14.84",",,,7","4.20",",,,7","",""
"USC00106152","2016-11","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","84.0","7","0.0",",7","17",",7","11",",7","0",",7","1",",7","2",",7","0",",7","11",",7","0",",7","0",",7","0",",7","","","20161117",",,7","20161130",",,7","20161130","+,,7","20161115",",,7","20161111","+,,7","-3.3",",7,17,","25",",,7,30,","25",",,7,30,+","13.2",",,7,15,","19.4",",7,11,+","","","852.7","7","   9.4",",,,7,3,2","","","355.4",",7","  11.1",",,,7,3,2","","","   2.8",",,,7,3,2","","","   3.3",",,,7,3,2","","","   6.4",",,,7,3,2","","","","","   7.9",",,,7,3,2","","","","","62.1",",,,7","50",",,,7","6.49",",7","11.00",",,,7","1.97",",,,7","",""
"USC00106152","2016-12","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","84.0","7","0.0",",7","18",",7","12",",7","0",",7","26",",7","10",",7","1",",7","31",",7","19",",7","0",",7","0",",7","","","20161217",",,7","20161227",",,7","20161215",",,7","20161204",",,7","20161203",",,7","-24.4",",7,17,","356",",,7,27,","107",",,7,15,","10.9",",,7,04,","6.7",",7,03,","","","1561.0","7","   2.8",",,,7,3,2","","","708.3",",7","   3.9",",,,7,3,2","","","   0.6",",,,7,3,2","","","   0.6",",,,7,3,2","","","   0.8",",,,7,3,2","","","","","   1.1",",,,7,3,2","","","","","69.3",",,,7","667",",,,7","-4.52",",7","-0.90",",,,7","-8.14",",,,7","",""
"USC00106152","2017-01","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","0.0","7","0.0",",7","13",",7","7",",7","0",",7","31",",7","8",",7","7",",7","31",",7","21",",7","0",",7","0",",7","","","20170116","+,,7","20170117","+,,7","20170101",",,7","20170108",",,7","20170121","+,,7","-23.9",",7,16,+","457",",,7,17,+","102",",,7,01,","19.3",",,7,08,","4.4",",7,21,+","","","2329.8","7","   1.1",",,,7,3,2","","","768.8",",7","   1.1",",,,7,3,2","","","   0.6",",,,7,3,2","","","   0.6",",,,7,3,2","","","   0.6",",,,7,3,2","","","","","   0.6",",,,7,3,2","","","","","64.7",",,,7","476",",,,7","-6.47",",7","-1.98",",,,7","-10.96",",,,7","",""
"USC00106152","2017-02","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","0.0","7","0.0",",7","18",",7","14",",7","0",",7","19",",7","6",",7","0",",7","25",",7","3",",7","0",",7","0",",7","","","20170202",",,7","20170203",",,7","20170226",",,7","20170216",",,7","20170220",",,7","-15.6",",7,02,","356",",,7,03,","102",",,7,26,","23.6",",,7,16,","10.0",",7,20,","","","2841.2","7","   1.7",",,,7,3,2","","","511.4",",7","   4.4",",,,7,3,2","","","   0.6",",,,7,3,2","","","   1.1",",,,7,3,2","","","   1.2",",,,7,3,2","","","","","   1.6",",,,7,3,2","","","","","102.5",",,,7","348",",,,7","0.07",",7","4.33",",,,7","-4.19",",,,7","",""
"USC00106152","2017-03","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","0.0","7","0.0",",7","27",",7","15",",7","0",",7","6",",7","4",",7","0",",7","16",",7","0",",7","0",",7","0",",7","","","20170306",",,7","20170305",",,7","20170309",",,7","20170318",",,7","20170321",",,7","-8.3",",7,06,","127",",,7,05,","191",",,7,09,","24.1",",,7,18,","13.3",",7,21,","","","3264.3","7","   7.2",",,,7,3,2","","","423.1",",7","  11.1",",,,7,3,2","","","   1.1",",,,7,3,2","","","   1.1",",,,7,3,2","","","   4.1",",,,7,3,2","","","","","   6.6",",,,7,3,2","","","","","182.6",",,,7","470",",,,7","4.68",",7","9.11",",,,7","0.26",",,,7","",""
