"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HN02","HN02_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LN02","LN02_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MN02","MN02_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USC00368361","2011-12","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","2.1","1,7","314.6","K","0.0",",K","22",",K","10",",K","1",",K","9",",K","2",",K","0",",K","22",",K","3",",K","0",",K","0",",K","10","","20111229",",,K","20111229","+,,K","20111228",",,K","","","20111206",",,K","20111205",",,K","-10.6",",K,29,","51",",,K,29,+","38",",,K,28,","31.5",",,K,06,","14.4",",K,05,","1161.3","K","   6.1",",,,7,3,2","   6.1",",,,7,5,2","519.7",",K","   7.2",",,,7,3,2","   7.2",",,,7,5,2","   0.0",",,,7,3,2","   0.0",",,,7,5,2","   1.1",",,,7,3,2","   1.1",",,,7,5,2","   2.3",",,,7,3,2","   2.5",",,,7,5,2","   3.7",",,,7,3,2","   3.9",",,,7,5,2","131.7",",,,K","124",",,,K","1.57",",K","4.94",",,,K","-1.81",",,,K","260","1,7","16.1","1,7"
"USC00368361","2012-01","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","2.9",",7","0.0","7","0.0",",K","19",",K","14",",K","0",",K","24",",K","12",",K","2",",K","28",",K","11",",K","0",",K","0",",K","9","","20120115",",,K","20120103",",,K","20120102",",,K","1","","20120127",",,K","20120118",",,K","-21.7",",K,15,","381",",,K,03,","249",",,K,02,","23.1",",,K,27,","12.8",",K,18,","1789.5","7","   3.3",",,,7,3,2","   3.3",",,,7,5,2","628.2",",K","   4.4",",,,7,3,2","   4.4",",,,7,5,2","   0.0",",,,7,3,2","   0.0",",,,7,5,2","   0.0",",,,7,3,2","   0.6",",,,7,5,2","   0.8",",,,7,3,2","   1.1",",,,7,5,2","   1.5",",,,7,3,2","   1.7",",,,7,5,2","133.9",",,,K","1180",",,,K","-1.93",",K","2.17",",,,K","-6.03",",,,K","19",",7","107.3",",7"
"USC00368361","2012-02","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","1.9",",7","0.0","7","0.0",",K","16",",K","10",",K","0",",K","9","2,K","5","1,K","0",",K","26",",K","6",",K","0",",K","0",",K","9","","20120213",",,K","20120212",",2,K","20120212",",1,K","1","","20120224",",,K","20120201",",,K","-12.2",",K,13,","254","2,,K,12,","152","1,,K,12,","8.9",",,K,24,","12.8",",K,01,","2314.0","7","   3.3",",,,7,3,2","   3.3",",,,7,5,2","524.5",",K","   5.0",",,,7,3,2","   5.0",",,,7,5,2","   0.0",",,,7,3,2","   0.0",",,,7,5,2","   0.0",",,,7,3,2","   0.0",",,,7,5,2","   0.7",",,,7,3,2","   0.8",",,,7,5,2","   1.9",",,,7,3,2","   1.9",",,,7,5,2","54.3",",,,K","349","1,,,K","0.25",",K","3.90",",,,K","-3.41",",,,K","270",",7","23.7",",7"
"USC00368361","2012-03","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","1.9",",7","1.7","7","1.7",",K","16",",K","12",",K","0",",K","3",",K","2",",K","0",",K","12",",K","2",",K","10",",K","0",",K","8","","20120305",",,K","20120304",",,K","20120304",",,K","1","","20120309",",,K","20120324",",,K","-8.9",",K,05,","76",",,K,04,","76",",,K,04,","16.5",",,K,09,","27.2",",K,24,","2621.4","7","  13.3",",,,7,3,2","  13.9",",,,7,5,2","307.4",",K","  18.3",",,,7,3,2","  17.8",",,,7,5,2","   0.6",",,,7,3,2","   0.6",",,,7,5,2","   1.1",",,,7,3,2","   1.7",",,,7,5,2","   6.4",",,,7,3,2","   6.7",",,,7,5,2","   9.9",",,,7,3,2","   9.5",",,,7,5,2","104.0",",,,K","130",",,,K","8.47",",K","14.39",",,,K","2.56",",,,K","9",",7","62.6",",7"
"USC00368361","2012-04","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","1.4",",7","2.8","7","1.1",",K","12",",K","3",",K","0",",K","1",",K","0",",K","0",",K","20",",K","0",",K","4",",K","0",",K","7","","20120429",",,K","20120411",",,K","20120411",",,K","","","20120424",",,K","20120417",",,K","-4.4",",K,29,","25",",,K,11,","13",",,K,11,","15.0",",,K,24,","26.7",",K,17,","2982.1","7","  11.7",",,,7,3,2","  11.1","1,,,7,5,2","360.7",",K","  15.6",",,,7,3,2","  14.4","1,,,7,5,2","   5.0",",,,7,3,2","   5.6","1,,,7,5,2","   6.7",",,,7,3,2","   6.7","1,,,7,5,2","   7.6",",,,7,3,2","   7.5","1,,,7,5,2","  10.7",",,,7,3,2","  10.3","1,,,7,5,2","43.0",",,,K","13",",,,K","6.35",",K","12.63",",,,K","0.07",",,,K","210",",7","18.3",",7"
"USC00368361","2012-05","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","","","36.1","7","33.3","1,K","10",",K","6",",K","2",",K","0",",K","0",",K","0","1,K","2","1,K","0",",K","22",",K","0",",K","9","","20120518","+,1,K","20120531","+,,K","20120531","+,,K","3","","20120508",",,K","20120529",",,K","0.0","1,K,18,+","0",",,K,31,+","0",",,K,31,+","46.5",",,K,08,","31.7",",K,29,","3065.0","7","  19.4",",,,7,3,2","  20.0",",,,7,5,2","82.9",",K","  23.9",",,,7,3,2","  23.9",",,,7,5,2","   8.3",",,,7,3,2","   7.8",",,,7,5,2","  11.7",",,,7,3,2","  11.1",",,,7,5,2","  15.2",",,,7,3,2","  15.1",",,,7,5,2","  19.1",",,,7,3,2","  18.5",",,,7,5,2","112.0",",,,K","0",",,,K","16.53","1,K","23.56",",,,K","9.49","1,,,K","","","",""
"USC00368361","2012-06","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","0.9","2,7","103.6","7","67.5",",7","9",",7","7",",7","1",",7","0",",7","0",",7","0",",7","0",",7","0",",7","23",",7","3",",7","6","","20120606",",,7","20120630","+,,7","20120630","+,,7","2","","20120602",",,7","20120629",",,7","5.0",",7,06,","0",",,7,30,+","0",",,7,30,+","29.7",",,7,02,","33.9",",7,29,","3111.4","7","  22.2",",,,7,3,2","  22.2",",,,7,5,2","46.4",",7","  27.2",",,,7,3,2","  25.6",",,,7,5,2","  15.0",",,,7,3,2","  15.0",",,,7,5,2","  17.8",",,,7,3,2","  17.8",",,,7,5,2","  18.6",",,,7,3,2","  18.8",",,,7,5,2","  22.9",",,,7,3,2","  22.2",",,,7,5,2","69.0",",,,7","0",",,,7","19.04",",7","25.52",",,,7","12.56",",,,7","21","4,7","102.8","4,7"
"USC00368361","2012-07","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","0.3",",7","224.3","7","120.7",",7","13",",7","8",",7","1",",7","0",",7","0",",7","0",",7","0",",7","0",",7","31",",7","5",",7","17","","20120725",",,7","20120731","+,,7","20120731","+,,7","2","","20120704",",,7","20120708",",,7","10.0",",7,25,","0",",,7,31,+","0",",,7,31,+","32.3",",,7,04,","33.9",",7,08,","0.8","7","  23.9",",,,7,3,2","  24.4",",,,7,5,2","0.8",",7","  31.7",",,,7,3,2","  27.2",",,,7,5,2","  20.6",",,,7,3,2","  20.6",",,,7,5,2","  22.8",",,,7,3,2","  22.8",",,,7,5,2","  22.0",",,,7,3,2","  22.0",",,,7,5,2","  26.6",",,,7,3,2","  25.5",",,,7,5,2","99.7",",,,7","0",",,,7","22.20",",7","28.58",",,,7","15.82",",,,7","270",",7","10.7",",7"
"USC00368361","2012-08","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","","","274.0","7","49.7",",7","13",",7","7",",7","1",",7","0",",7","0",",7","0",",7","0",",7","0",",7","30",",7","2",",7","17","","20120819",",,7","20120831","+,,7","20120831","+,,7","1","","20120828",",,7","20120805",",,7","7.8",",7,19,","0",",,7,31,+","0",",,7,31,+","32.0",",,7,28,","32.8",",7,05,","18.9","7","  23.3",",,,7,3,2","  22.8",",,,7,5,2","18.1",",7","  27.2",",,,7,3,2","  26.1",",,,7,5,2","  18.3",",,,7,3,2","  18.9",",,,7,5,2","  20.6",",,,7,3,2","  21.1",",,,7,5,2","  20.3",",,,7,3,2","  20.4",",,,7,5,2","  24.1",",,,7,3,2","  23.4",",,,7,5,2","93.1",",,,7","0",",,,7","19.35",",7","25.90",",,,7","12.81",",,,7","","","",""
"USC00368361","2012-09","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","0.7","1,7","307.8","7","33.8",",7","13",",7","11",",7","0",",7","0",",7","0",",7","0",",7","0",",7","0",",7","15",",7","0",",7","11","","20120920",",,7","20120930","+,,7","20120930","+,,7","3","","20120908",",,7","20120901",",,7","3.3",",7,20,","0",",,7,30,+","0",",,7,30,+","21.8",",,7,08,","31.1",",7,01,","133.0","7","  22.2",",,,7,3,2","  22.2",",,,7,5,2","114.1",",7","  25.6",",,,7,3,2","  25.0",",,,7,5,2","  12.8",",,,7,3,2","  13.3",",,,7,5,2","  15.0",",,,7,3,2","  15.0",",,,7,5,2","  17.4",",,,7,3,2","  17.3",",,,7,5,2","  20.0",",,,7,3,2","  19.8",",,,7,5,2","130.2",",,,7","0",",,,7","15.66",",7","21.90",",,,7","9.41",",,,7","300","1,7","13.0","1,7"
"USC00368361","2012-10","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","1.9",",7","308.9","7","1.1",",7","19",",7","17",",7","2",",7","0",",7","0",",7","0",",7","5",",7","0",",7","5",",7","0",",7","9","","20121013",",,7","20121031","+,,7","20121031","+,,7","","","20121030",",,7","20121026",",,7","-2.2",",7,13,","0",",,7,31,+","0",",,7,31,+","56.4",",,7,30,","25.6",",7,26,","379.2","7","  16.7",",,,7,3,2","  16.1",",,,7,5,2","246.2",",7","  18.3",",,,7,3,2","  17.8",",,,7,5,2","   7.8",",,,7,3,2","   7.8",",,,7,5,2","   9.4",",,,7,3,2","   9.4",",,,7,5,2","  11.9",",,,7,3,2","  11.8",",,,7,5,2","  13.5",",,,7,3,2","  13.5",",,,7,5,2","210.3",",,,7","0",",,,7","10.43",",7","15.40",",,,7","5.45",",,,7","350",",7","17.4",",7"
"USC00368361","2012-11","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","1.7",",7","308.9","7","0.0",",7","10",",7","6",",7","0",",7","3",",7","1",",7","0",",7","23",",7","1",",7","0",",7","0",",7","6","","20121109","+,,7","20121126","+,,7","20121124",",,7","","","20121101",",,7","20121112",",,7","-5.6",",7,09,+","25",",,7,26,+","25",",,7,24,","15.7",",,7,01,","19.4",",7,12,","835.5","7","   8.9",",,,7,3,2","   8.9",",,,7,5,2","456.3",",7","  10.0",",,,7,3,2","  10.0",",,,7,5,2","   1.1",",,,7,3,2","   2.2",",,,7,5,2","   2.8",",,,7,3,2","   2.8",",,,7,5,2","   4.7",",,,7,3,2","   4.7",",,,7,5,2","   6.2",",,,7,3,2","   6.1",",,,7,5,2","59.7",",,,7","45",",,,7","3.12",",7","7.48",",,,7","-1.24",",,,7","180","1,7","17.9","1,7"
"USC00368361","2012-12","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","2.2",",7","308.9","7","0.0",",7","19",",7","11",",7","1",",7","10",",7","3",",7","0",",7","25",",7","8",",7","0",",7","0",",7","8","","20121229",",,7","20121231","+,,7","20121222",",,7","","","20121222",",,7","20121205",",,7","-9.4",",7,29,","330",",,7,31,+","305",",,7,22,","30.0",",,7,22,","16.1",",7,05,","1349.6","7","   7.2","1,,,7,3,2","   7.2","1,,,7,5,2","514.1",",7","   9.4","1,,,7,3,2","   9.4","1,,,7,5,2","   1.1","1,,,7,3,2","   1.1","1,,,7,5,2","   1.7","1,,,7,3,2","   1.7","1,,,7,5,2","   3.3","1,,,7,3,2","   3.4","1,,,7,5,2","   4.5","1,,,7,3,2","   4.5","1,,,7,5,2","147.4",",,,7","694",",,,7","1.75",",7","5.39",",,,7","-1.90",",,,7","120","1,7","15.6","1,7"
"USC00368361","2013-01","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","2.9",",7","0.0","7","0.0",",7","19",",7","9",",7","0",",7","21",",7","6",",7","0",",7","27",",7","13",",7","0",",7","0",",7","5","","20130125",",,7","20130124",",,7","20130123",",,7","","","20130131",",,7","20130114",",,7","-16.7",",7,25,","356",",,7,24,","356",",,7,23,","10.9",",,7,31,","17.8",",7,14,","1977.0","7","   5.6",",,,7,3,2","   5.6",",,,7,5,2","627.4",",7","   7.8",",,,7,3,2","   7.8",",,,7,5,2","  -0.6",",,,7,3,2","  -0.6",",,,7,5,2","  -0.6",",,,7,3,2","  -0.6",",,,7,5,2","   1.1",",,,7,3,2","   1.0",",,,7,5,2","   1.9",",,,7,3,2","   1.9",",,,7,5,2","68.0",",,,7","814",",,,7","-1.91",",7","1.72",",,,7","-5.54",",,,7","13",",7","98.3",",7"
"USC00368361","2013-02","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","2.6",",7","0.0","7","0.0",",7","20",",7","10",",7","0",",7","22",",7","9","1,7","0",",7","28",",7","14",",7","0",",7","0",",7","2","","20130218",",,7","20130204",",,7","20130201",",1,7","","","20130227",",,7","20130212",",,7","-16.1",",7,18,","254",",,7,04,","229","1,,7,01,","18.0",",,7,27,","10.0",",7,12,","2606.0","7","   2.2",",,,7,3,2","   2.2",",,,7,5,2","629.0",",7","   7.2",",,,7,3,2","   7.2",",,,7,5,2","  -0.6",",,,7,3,2","  -0.6",",,,7,5,2","   0.0",",,,7,3,2","   0.0",",,,7,5,2","   0.4",",,,7,3,2","   0.5",",,,7,5,2","   0.8",",,,7,3,2","   0.8",",,,7,5,2","68.8",",,,7","949","1,,,7","-4.13",",7","-0.11",",,,7","-8.15",",,,7","150",",7","18.3",",7"
"USC00368361","2013-03","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","1.5","1,7","0.0","7","0.0",",7","20",",7","8",",7","0",",7","20",",7","9","2,7","0",",7","29",",7","11",",7","0",",7","0",",7","4","","20130305",",,7","20130323","+,,7","20130322",",2,7","","","20130312",",,7","20130311",",,7","-12.2",",7,05,","229",",,7,23,+","152","2,,7,22,","16.8",",,7,12,","18.3",",7,11,","3205.3","7","   2.8",",,,7,3,2","   2.8",",,,7,5,2","599.3",",7","   6.1",",,,7,3,2","   6.1",",,,7,5,2","  -0.6",",,,7,3,2","   0.0",",,,7,5,2","   0.0",",,,7,3,2","   0.0",",,,7,5,2","   0.9",",,,7,3,2","   1.0",",,,7,5,2","   1.8",",,,7,3,2","   1.8",",,,7,5,2","66.1",",,,7","640","2,,,7","-1.00",",7","2.44",",,,7","-4.44",",,,7","160","1,7","15.2","1,7"
"USC00368361","2013-04","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","2.2",",7","3.3","7","3.3",",7","14",",7","12",",7","0",",7","0",",7","0",",7","0",",7","17",",7","0",",7","6",",7","0",",7","8","","20130407","+,,7","20130420","+,,7","20130421",",,7","2","","20130411",",,7","20130419",",,7","-7.2",",7,07,+","0",",T,7,20,+","8",",,7,21,","23.6",",,7,11,","27.2",",7,19,","3532.1","7","  11.1","2,,,7,3,2","  11.1","1,,,7,5,2","326.8",",7","  15.0","2,,,7,3,2","  14.4","1,,,7,5,2","   0.6","2,,,7,3,2","   0.6","1,,,7,5,2","   2.8","2,,,7,3,2","   2.8","1,,,7,5,2","   6.4","2,,,7,3,2","   6.5","1,,,7,5,2","   9.3","2,,,7,3,2","   9.0","1,,,7,5,2","103.1",",,,7","8",",,,7","7.55",",7","14.04",",,,7","1.06",",,,7","160",",7","16.1",",7"
"USC00368361","2013-05","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","1.4",",7","31.1","7","27.8",",7","10",",7","6",",7","1",",7","0",",7","0",",7","0",",7","3",",7","0",",7","22",",7","0",",7","7","","20130514",",,7","20130531","+,,7","20130531","+,,7","1","","20130529",",,7","20130522","+,,7","-1.1",",7,14,","0",",,7,31,+","0",",,7,31,+","26.2",",,7,29,","29.4",",7,22,+","3657.8","7","  19.4",",,,7,3,2","  18.9",",,,7,5,2","125.7",",7","  21.1",",,,7,3,2","  21.1",",,,7,5,2","  10.0",",,,7,3,2","  10.0",",,,7,5,2","  10.6",",,,7,3,2","  10.6",",,,7,5,2","  13.7",",,,7,3,2","  13.7",",,,7,5,2","  16.7",",,,7,3,2","  16.3",",,,7,5,2","84.7",",,,7","0",",,,7","15.17",",7","21.82",",,,7","8.52",",,,7","270",",7","14.3",",7"
"USC00368361","2013-06","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","1.2",",7","85.6","7","54.5",",7","16",",7","12",",7","3",",7","0",",7","0",",7","0",",7","0",",7","0",",7","22",",7","0",",7","15","","20130604",",,7","20130630","+,,7","20130630","+,,7","3","","20130628",",,7","20130626","+,,7","3.9",",7,04,","0",",,7,30,+","0",",,7,30,+","47.0",",,7,28,","30.6",",7,26,+","3713.9","7","  23.3","1,,,7,3,2","  22.2",",,,7,5,2","56.1",",7","  25.6","1,,,7,3,2","  25.0",",,,7,5,2","  16.1","1,,,7,3,2","  16.1",",,,7,5,2","  18.3","1,,,7,3,2","  16.7",",,,7,5,2","  19.0","1,,,7,3,2","  18.8",",,,7,5,2","  21.6","1,,,7,3,2","  21.1",",,,7,5,2","209.2",",,,7","0",",,,7","18.28",",7","23.65",",,,7","12.91",",,,7","18",",7","80.5",",7"
"USC00368361","2013-07","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","","","184.8","7","99.2",",7","14",",7","13",",7","3",",7","0",",7","0",",7","0",",7","0",",7","0",",7","28",",7","0",",7","19","","20130725",",,7","20130731","+,,7","20130731","+,,7","5","","20130728",",,7","20130719","+,,7","7.8",",7,25,","0",",,7,31,+","0",",,7,31,+","38.4",",,7,28,","31.7",",7,19,+","15.8","7","  26.1",",,,7,3,2","  25.6",",,,7,5,2","15.8",",7","  28.9",",,,7,3,2","  27.8",",,,7,5,2","  19.4",",,,7,3,2","  18.9",",,,7,5,2","  20.6",",,,7,3,2","  21.1",",,,7,5,2","  22.5",",,,7,3,2","  22.3",",,,7,5,2","  24.3",",,,7,3,2","  24.4",",,,7,5,2","209.0",",,,7","0",",,,7","21.02",",7","26.06",",,,7","15.98",",,,7","","","",""
"USC00368361","2013-08","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","","","230.6","7","45.8",",7","14",",7","7",",7","1",",7","0",",7","0",",7","0",",7","0",",7","0",",7","29",",7","0",",7","21","","20130816","+,,7","20130831","+,,7","20130831","+,,7","5","","20130829",",,7","20130831","+,,7","7.8",",7,16,+","0",",,7,31,+","0",",,7,31,+","29.2",",,7,29,","28.9",",7,31,+","41.9","7","  22.8",",,,7,3,2","  22.2",",,,7,5,2","26.1",",7","  24.4",",,,7,3,2","  23.9",",,,7,5,2","  18.3",",,,7,3,2","  17.8",",,,7,5,2","  20.6",",,,7,3,2","  20.6",",,,7,5,2","  20.5",",,,7,3,2","  20.2",",,,7,5,2","  22.7",",,,7,3,2","  22.4",",,,7,5,2","88.6",",,,7","0",",,,7","18.97",",7","24.93",",,,7","13.01",",,,7","","","",""
"USC00368361","2013-09","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","","","257.8","7","27.2",",7","10",",7","5",",7","1",",7","0",",7","0",",7","0",",7","0",",7","0",",7","16",",7","1",",7","12","","20130918",",,7","20130930","+,,7","20130930","+,,7","3","","20130922",",,7","20130911",",,7","1.7",",7,18,","0",",,7,30,+","0",",,7,30,+","50.3",",,7,22,","32.2",",7,11,","160.7","7","  22.8","1,,,7,3,2","  22.8","1,,,7,5,2","118.8",",7","  23.9","1,,,7,3,2","  23.9","1,,,7,5,2","  14.4","1,,,7,3,2","  14.4","1,,,7,5,2","  16.7","1,,,7,3,2","  16.7","1,,,7,5,2","  18.1","1,,,7,3,2","  17.8","1,,,7,5,2","  20.1","1,,,7,3,2","  20.1","1,,,7,5,2","94.3",",,,7","0",",,,7","15.28",",7","21.41",",,,7","9.15",",,,7","","","",""
"USC00368361","2013-10","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","","","262.3","7","4.5",",7","20",",7","13",",7","0",",7","1",",7","1",",7","0",",7","4",",7","0",",7","9",",7","0",",7","8","","20131030","+,,7","20131024",",,7","20131024",",,7","","","20131024",",,7","20131007",",,7","-1.7",",7,30,+","51",",,7,24,","51",",,7,24,","23.1",",,7,24,","26.1",",7,07,","392.2","7","  18.9",",,,7,3,2","  18.3","1,,,7,5,2","231.5",",7","  20.0",",,,7,3,2","  20.0",",,,7,5,2","   6.7",",,,7,3,2","   7.2","1,,,7,5,2","   7.8",",,,7,3,2","   8.3",",,,7,5,2","  13.2",",,,7,3,2","  13.0","1,,,7,5,2","  14.6",",,,7,3,2","  14.7",",,,7,5,2","132.8",",,,7","51",",,,7","11.01",",7","16.68",",,,7","5.34",",,,7","","","",""
"USC00368361","2013-11","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","2.0",",7","262.3","7","0.0",",7","19",",7","10",",7","0",",7","12",",7","8",",7","0",",7","19",",7","4",",7","0",",7","0",",7","2","","20131125",",,7","20131129",",,7","20131127",",,7","","","20131103",",,7","20131107",",,7","-10.0",",7,25,","203",",,7,29,","127",",,7,27,","23.1",",,7,03,","18.3",",7,07,","862.7","7","  10.6","2,,,7,3,2","  11.1","1,,,7,5,2","470.5",",7","  12.2","2,,,7,3,2","  12.2","1,,,7,5,2","   1.7","2,,,7,3,2","   2.2","1,,,7,5,2","   2.2","2,,,7,3,2","   2.8","1,,,7,5,2","   5.4","2,,,7,3,2","   5.6","1,,,7,5,2","   6.7","2,,,7,3,2","   7.0","1,,,7,5,2","131.2",",,,7","400",",,,7","2.65",",7","6.50",",,,7","-1.20",",,,7","270","1,7","17.9","1,7"
"USC00368361","2013-12","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","2.8",",7","262.3","7","0.0",",7","22",",7","8",",7","1",",7","26",",7","8",",7","1",",7","26",",7","14",",7","0",",7","0",",7","5","","20131217",",,7","20131218","+,,7","20131225",",,7","","","20131222",",,7","20131206",",,7","-20.6",",7,17,","279",",,7,18,+","165",",,7,25,","40.1",",,7,22,","16.1",",7,06,","1489.0","7","   5.0",",,,7,3,2","   5.6",",,,7,5,2","626.3",",7","   7.2",",,,7,3,2","   7.2",",,,7,5,2","   0.6",",,,7,3,2","   0.6",",,,7,5,2","   1.1",",,,7,3,2","   1.1",",,,7,5,2","   2.0",",,,7,3,2","   2.1",",,,7,5,2","   2.7",",,,7,3,2","   2.9",",,,7,5,2","98.8",",,,7","914",",,,7","-1.87",",7","2.09",",,,7","-5.83",",,,7","270","1,7","13.4","1,7"
"USC00368361","2014-01","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","3.2",",7","0.0","7","0.0",",7","19",",7","10",",7","0",",7","27",",7","11",",7","12",",7","30",",7","20",",7","0",",7","0",",7","2","","20140128",",,7","20140103",",,7","20140103",",,7","","","20140106",",,7","20140112",",,7","-26.1",",7,28,","305",",,7,03,","191",",,7,03,","13.5",",,7,06,","10.0",",7,12,","2322.6","7","   1.1",",,,7,3,2","   1.1",",,,7,5,2","833.6",",7","   1.1",",,,7,3,2","   1.1",",,,7,5,2","  -1.7",",,,7,3,2","  -1.7",",,,7,5,2","  -1.1",",,,7,3,2","  -0.6",",,,7,5,2","  -0.5",",,,7,3,2","  -0.5",",,,7,5,2","  -0.2",",,,7,3,2","  -0.2",",,,7,5,2","70.0",",,,7","946",",,,7","-8.56",",7","-3.35",",,,7","-13.76",",,,7","12","2,7","93.9","2,7"
"USC00368361","2014-02","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","1.9",",7","0.0","7","0.0",",7","18",",7","6",",7","0",",7","28",",7","10",",7","11",",7","27",",7","20",",7","0",",7","0",",7","2","","20140212",",,7","20140210",",,7","20140206",",,7","1","","20140202",",,7","20140221",",,7","-27.8",",7,12,","305",",,7,10,","114",",,7,06,","15.0",",,7,02,","11.7",",7,21,","3073.6","7","  -1.1",",,,7,3,2","  -0.6",",,,7,5,2","751.0",",7","  -0.6",",,,7,3,2","  -0.6",",,,7,5,2","  -2.2",",,,7,3,2","  -2.2",",,,7,5,2","  -1.1",",,,7,3,2","  -0.6",",,,7,5,2","  -1.3",",,,7,3,2","  -1.1",",,,7,5,2","  -1.0",",,,7,3,2","  -0.6",",,,7,5,2","58.7",",,,7","690",",,,7","-8.49",",7","-2.35",",,,7","-14.63",",,,7","310","3,7","15.6","3,7"
"USC00368361","2014-03","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","2.8",",7","0.0","7","0.0",",7","15",",7","7",",7","0",",7","17",",7","4",",7","6",",7","30",",7","10",",7","0",",7","0",",7","1","","20140301",",,7","20140314","+,,7","20140313",",,7","","","20140330",",,7","20140329","+,,7","-26.7",",7,01,","152",",,7,14,+","152",",,7,13,","24.6",",,7,30,","12.8",",7,29,+","3769.0","7","   1.1",",,,7,3,2","   1.1",",,,7,5,2","695.4",",7","   2.2",",,,7,3,2","   3.3",",,,7,5,2","  -2.8",",,,7,3,2","  -2.2",",,,7,5,2","  -2.2",",,,7,3,2","  -1.1",",,,7,5,2","  -1.1",",,,7,3,2","  -0.5",",,,7,5,2","  -0.8",",,,7,3,2","   0.0",",,,7,5,2","74.2",",,,7","389",",,,7","-4.10",",7","2.11",",,,7","-10.31",",,,7","280","1,7","17.9","1,7"
