"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00157510","1954-02","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","0.0","0","0.0","1,0","8",",0","4",",0","1",",0","0",",0","0",",0","0","1,0","18","1,0","0",",0","3",",0","0",",0","","","19540212","+,1,0","19540228","+,,0","19540228",",,0","","","19540228",",,0","19540215",",,0","-9.4","1,0,12,+","0",",,0,28,+","0",",T,0,28,","26.9",",,0,28,","22.8",",0,15,","1737.2","0","","","311.5",",0","","","","","","","","","","","","","","","","","54.6",",,,0","0",",T,,0","6.78","1,0","14.45",",,,0","-0.88","1,,,0"
"USC00157510","1954-03","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","0.0","0","0.0",",0","12",",0","9",",0","0",",0","0",",0","0",",0","0",",0","17",",0","0",",0","5",",0","0",",0","","","19540305",",,0","19540331","+,,0","19540314",",,0","1","","19540325",",,0","19540325",",,0","-8.9",",0,05,","0",",,0,31,+","0",",T,0,14,","12.2",",,0,25,","24.4",",0,25,","2084.3","0","","","347.1",",0","","","","","","","","","","","","","","","","","59.0",",,,0","0",",T,,0","7.14",",0","14.21",",,,0","0.07",",,,0"
"USC00157510","1954-04","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","23.0","0","23.0",",0","10",",0","8",",0","1",",0","0",",0","0",",0","0",",0","2",",0","0",",0","23",",0","0",",0","","","19540402",",,0","19540430","+,,0","19540430","+,,0","","","19540416",",,0","19540425","+,,0","-3.9",",0,02,","0",",,0,30,+","0",",,0,30,+","39.9",",,0,16,","29.4",",0,25,+","2163.5","0","","","79.2",",0","","","","","","","","","","","","","","","","","100.1",",,,0","0",",,,0","16.46",",0","23.84",",,,0","9.08",",,,0"
"USC00157510","1954-05","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","49.1","0","26.1",",0","12",",0","7",",0","1",",0","0",",0","0",",0","0",",0","2",",0","0",",0","15",",0","0",",0","","","19540510",",,0","19540531","+,,0","19540531",",,0","","","19540507",",,0","19540531",",,0","-1.1",",0,10,","0",",,0,31,+","0",",T,0,31,","37.1",",,0,07,","31.7",",0,31,","2289.0","0","","","125.5",",0","","","","","","","","","","","","","","","","","91.1",",,,0","0",",T,,0","15.13",",0","22.19",",,,0","8.06",",,,0"
"USC00157510","1954-06","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","190.8","0","141.7","1,0","6",",0","3",",0","2",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","29",",0","10",",0","","","19540606","+,1,0","19540630","+,,0","19540601",",,0","3","","19540601",",,0","19540627","+,,0","7.2","1,0,06,+","0",",,0,30,+","0",",T,0,01,","31.8",",,0,01,","35.6",",0,27,+","2297.9","0","","","8.9",",0","","","","","","","","","","","","","","","","","77.2",",,,0","0",",T,,0","22.95","1,0","30.33",",,,0","15.58","1,,,0"
"USC00157510","1954-07","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","415.3","0","224.5","1,0","5",",0","4",",0","1",",0","0",",0","0",",0","0","1,0","0","1,0","0","1,0","30","1,0","19","1,0","","","19540707","+,1,0","19540731","+,,0","19540731","+,,0","5","","19540721",",,0","19540714",",1,0","13.3","1,0,07,+","0",",,0,31,+","0",",,0,31,+","33.8",",,0,21,","38.3","1,0,14,","0.0","0","","","0.0","1,0","","","","","","","","","","","","","","","","","68.1",",,,0","0",",,,0","25.82","1,0","32.98","1,,,0","18.65","1,,,0"
"USC00157510","1954-08","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","603.4","0","188.1","1,0","12",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","30","1,0","12","1,0","2","","19540831","+,,0","19540831","+,,0","19540831","+,,0","1","","19540828",",,0","19540818","+,1,0","12.8",",0,31,+","0",",,0,31,+","0",",,0,31,+","26.7",",,0,28,","36.1","1,0,18,+","0.8","0","","","0.8","1,0","","","","","","","","","","","","","","","","","104.3",",,,0","0",",,,0","24.60","1,0","31.17","1,,,0","18.02",",,,0"
"USC00157510","1954-09","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","726.1","0","122.7","1,0","7",",0","4",",0","2",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","30",",0","13",",0","","","19540923","+,1,0","19540930","+,,0","19540930","+,,0","3","","19540921",",,0","19540905",",,0","5.0","1,0,23,+","0",",,0,30,+","0",",,0,30,+","31.5",",,0,21,","38.3",",0,05,","11.7","0","","","10.9",",0","","","","","","","","","","","","","","","","","90.2",",,,0","0",",,,0","22.11","1,0","30.70",",,,0","13.51","1,,,0"
"USC00157510","1954-10","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","776.9","0","50.8",",0","9",",0","3",",0","0",",0","0",",0","0",",0","0",",0","7",",0","0",",0","17",",0","2",",0","","","19541031",",,0","19541031","+,,0","19541031","+,,0","","","19541002",",,0","19541005","+,,0","-6.7",",0,31,","0",",,0,31,+","0",",,0,31,+","11.7",",,0,02,","32.2",",0,05,+","169.6","0","","","157.9",",0","","","","","","","","","","","","","","","","","24.8",",,,0","0",",,,0","14.88",",0","21.46",",,,0","8.30",",,,0"
"USC00157510","1954-11","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","776.9","0","0.0",",0","13",",0","7",",0","0",",0","2",",0","1",",0","0",",0","17",",0","0",",0","7",",0","0",",0","","","19541103",",,0","19541103","+,,0","19541102",",,0","","","19541120",",,0","19541117",",,0","-11.7",",0,03,","102",",,0,03,+","127",",,0,02,","11.4",",,0,20,","23.9",",0,17,","517.5","0","","","347.9",",0","","","","","","","","","","","","","","","","","66.7",",,,0","127",",,,0","6.74",",0","13.20",",,,0","0.27",",,,0"
"USC00157510","1954-12","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","776.9","0","0.0","1,0","15",",0","11",",0","1",",0","1",",0","0",",0","0",",0","22",",0","2","1,0","0","1,0","0","1,0","2","","19541208",",,0","19541219",",,0","19541219",",,0","","","19541205",",,0","19541229",",1,0","-8.9",",0,08,","25",",,0,19,","13",",,0,19,","30.2",",,0,05,","20.0","1,0,29,","978.0","0","","","460.5","1,0","","","","","","","","","","","","","","","","","158.5",",,,0","13",",,,0","2.94","1,0","7.72","1,,,0","-1.84",",,,0"
"USC00157510","1955-01","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","0.0","0","0.0",",0","16",",0","8",",0","0",",0","5",",0","0","3,0","1",",0","23",",0","3",",0","0",",0","0",",0","","","19550129",",,0","19550119",",,0","19550131","+,3,0","","","19550121",",,0","19550105",",,0","-19.4",",0,29,","102",",,0,19,","0","3,,0,31,+","9.9",",,0,21,","18.9",",0,05,","1496.4","0","","","518.4",",0","","","","","","","","","","","","","","","","","45.4",",,,0","0","3,,,0","1.61",",0","6.92",",,,0","-3.69",",,,0"
"USC00157510","1955-02","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","0.0","0","0.0",",0","15",",0","11",",0","4",",0","1","4,0","2",",0","2",",0","16",",0","1",",0","2",",0","0",",0","","","19550213",",,0","19550214",",4,0","19550211",",,0","","","19550206",",,0","19550228","+,,0","-23.3",",0,13,","102","4,,0,14,","102",",,0,11,","56.6",",,0,06,","21.1",",0,28,+","1896.6","0","","","400.2",",0","","","","","","","","","","","","","","","","","236.5",",,,0","140",",,,0","4.04",",0","10.40",",,,0","-2.32",",,,0"
"USC00157510","1955-03","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","2.4","0","2.4",",0","18",",0","10",",0","2",",0","0",",0","0",",0","0",",0","12",",0","0",",0","6",",0","0",",0","","","19550327",",,0","19550331","+,,0","19550326","+,,0","2","","19550321",",,0","19550304",",,0","-10.0",",0,27,","0",",,0,31,+","0",",T,0,26,+","43.2",",,0,21,","25.0",",0,04,","2168.4","0","","","271.8",",0","","","","","","","","","","","","","","","","","188.6",",,,0","0",",T,,0","9.65",",0","15.98",",,,0","3.31",",,,0"
"USC00157510","1955-04","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","11.9","0","9.5",",0","13",",0","7",",0","0",",0","0",",0","0",",0","0",",0","3",",0","0",",0","21",",0","0",",0","","","19550408",",,0","19550430","+,,0","19550430","+,,0","","","19550423",",,0","19550419","+,,0","-3.9",",0,08,","0",",,0,30,+","0",",,0,30,+","14.7",",,0,23,","30.6",",0,19,+","2269.4","0","","","101.0",",0","","","","","","","","","","","","","","","","","74.4",",,,0","0",",,,0","15.28",",0","22.94",",,,0","7.62",",,,0"
"USC00157510","1955-05","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","59.4","0","47.5","1,0","17",",0","10",",0","1",",0","0",",0","0",",0","0","1,0","0","1,0","0","1,0","28","1,0","0","1,0","","","19550509",",1,0","19550531","+,,0","19550531","+,,0","","","19550524",",,0","19550526",",1,0","3.3","1,0,09,","0",",,0,31,+","0",",,0,31,+","50.0",",,0,24,","31.1","1,0,26,","2288.8","0","","","19.4","1,0","","","","","","","","","","","","","","","","","147.8",",,,0","0",",,,0","19.27","1,0","26.21","1,,,0","12.33","1,,,0"
"USC00157510","1955-06","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","114.7","0","55.3",",0","11",",0","8",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","0",",0","","","19550601",",,0","19550630","+,,0","19550630","+,,0","","","19550610",",,0","19550622","+,,0","6.7",",0,01,","0",",,0,30,+","0",",,0,30,+","25.1",",,0,10,","31.1",",0,22,+","2307.1","0","","","18.3",",0","","","","","","","","","","","","","","","","","97.9",",,,0","0",",,,0","19.57",",0","26.39",",,,0","12.74",",,,0"
"USC00157510","1955-07","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","342.1","0","227.4",",0","15",",0","8",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","11",",0","","","19550702",",,0","19550731","+,,0","19550731","+,,0","","","19550724",",,0","19550727",",,0","16.7",",0,02,","0",",,0,31,+","0",",,0,31,+","47.2",",,0,24,","35.0",",0,27,","0.0","0","","","0.0",",0","","","","","","","","","","","","","","","","","110.0",",,,0","0",",,,0","25.67",",0","31.40",",,,0","19.94",",,,0"
"USC00157510","1955-08","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","538.0","0","195.9",",0","7",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","16",",0","1","","19550831",",,0","19550831","+,,0","19550831","+,,0","","","19550822",",,0","19550804","+,,0","11.1",",0,31,","0",",,0,31,+","0",",,0,31,+","44.2",",,0,22,","34.4",",0,04,+","0.0","0","","","0.0",",0","","","","","","","","","","","","","","","","","68.2",",,,0","0",",,,0","24.65",",0","31.23",",,,0","18.07",",,,0"
"USC00157510","1955-09","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","651.0","0","113.0",",0","4",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","11",",0","","","19550913",",,0","19550930","+,,0","19550930","+,,0","","","19550930",",,0","19550921",",,0","9.4",",0,13,","0",",,0,30,+","0",",,0,30,+","55.6",",,0,30,","35.0",",0,21,","0.2","0","","","0.2",",0","","","","","","","","","","","","","","","","","72.1",",,,0","0",",,,0","22.09",",0","30.28",",,,0","13.91",",,,0"
"USC00157510","1955-10","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","665.8","0","14.8",",0","10",",0","4",",0","1",",0","0",",0","0",",0","0",",0","1",",0","0",",0","17",",0","0",",0","","","19551025",",,0","19551031","+,,0","19551031","+,,0","","","19551007",",,0","19551003",",,0","-3.9",",0,25,","0",",,0,31,+","0",",,0,31,+","31.8",",,0,07,","27.2",",0,03,","162.0","0","","","161.8",",0","","","","","","","","","","","","","","","","","64.5",",,,0","0",",,,0","13.59",",0","20.87",",,,0","6.31",",,,0"
"USC00157510","1955-11","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","668.6","0","2.8",",0","10",",0","5",",0","0",",0","0",",0","0",",0","0",",0","20",",0","1",",0","7",",0","0",",0","","","19551128",",,0","19551130","+,,0","19551130","+,,0","","","19551119",",,0","19551113",",,0","-12.2",",0,28,","0",",,0,30,+","0",",,0,30,+","17.8",",,0,19,","24.4",",0,13,","522.6","0","","","360.6",",0","","","","","","","","","","","","","","","","","59.3",",,,0","0",",,,0","6.41",",0","13.66",",,,0","-0.85",",,,0"
"USC00157510","1955-12","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","668.6","0","0.0",",0","6",",0","5",",0","0",",0","0",",0","0","1,0","0",",0","25",",0","2",",0","1",",0","0",",0","","","19551216",",,0","19551231","+,,0","19551209",",1,0","1","","19551203",",,0","19551224",",,0","-15.6",",0,16,","0",",,0,31,+","0","1,T,0,09,","11.4",",,0,03,","21.1",",0,24,","1033.7","0","","","511.1",",0","","","","","","","","","","","","","","","","","38.3",",,,0","0","1,T,,0","1.85",",0","7.89",",,,0","-4.19",",,,0"
"USC00157510","1956-01","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","0.0","0","0.0","1,0","9",",0","4",",0","2",",0","1",",0","0","3,0","0","1,0","30","1,0","4",",0","0",",0","0",",0","","","19560114",",1,0","19560116",",,0","19560126","+,3,0","1","","19560129",",,0","19560106",",,0","-13.3","1,0,14,","25",",,0,16,","0","3,T,0,26,+","40.6",",,0,29,","16.7",",0,06,","1581.8","0","","","548.1",",0","","","","","","","","","","","","","","","","","102.4",",,,0","0","3,T,,0","0.14","1,0","5.68",",,,0","-5.40","1,,,0"
"USC00157510","1956-02","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","0.0","0","0.0",",0","17",",0","16",",0","5",",0","0",",0","0",",0","0",",0","12",",0","0",",0","0",",0","0",",0","1","","19560222",",,0","19560229","+,,0","19560229","+,,0","","","19560218",",,0","19560208",",,0","-8.3",",0,22,","0",",,0,29,+","0",",,0,29,+","44.2",",,0,18,","16.1",",0,08,","1938.8","0","","","357.0",",0","","","","","","","","","","","","","","","","","296.0",",,,0","0",",,,0","6.02",",0","10.96",",,,0","1.09",",,,0"
"USC00157510","1956-03","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","1.4","0","1.4",",0","13",",0","10",",0","1",",0","0",",0","0",",0","0",",0","16",",0","0",",0","5",",0","0",",0","","","19560325","+,,0","19560331","+,,0","19560324","+,,0","","","19560314",",,0","19560307","+,,0","-7.8",",0,25,+","0",",,0,31,+","0",",T,0,24,+","46.0",",,0,14,","25.6",",0,07,+","2270.4","0","","","331.6",",0","","","","","","","","","","","","","","","","","136.9",",,,0","0",",T,,0","7.68",",0","14.57",",,,0","0.79",",,,0"
"USC00157510","1956-04","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","11.4","0","10.0",",0","14",",0","9",",0","3",",0","0",",0","0",",0","0",",0","4",",0","0",",0","9",",0","0",",0","","","19560421",",,0","19560430","+,,0","19560407",",,0","1","","19560415",",,0","19560428","+,,0","-5.0",",0,21,","0",",,0,30,+","0",",T,0,07,","48.3",",,0,15,","28.9",",0,28,+","2484.9","0","","","214.5",",0","","","","","","","","","","","","","","","","","181.2",",,,0","0",",T,,0","11.52",",0","17.87",",,,0","5.16",",,,0"
"USC00157510","1956-05","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","65.8","0","54.4",",0","13",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","0",",0","","","19560519","+,,0","19560531","+,,0","19560531","+,,0","","","19560502",",,0","19560522",",,0","4.4",",0,19,+","0",",,0,31,+","0",",,0,31,+","23.4",",,0,02,","31.1",",0,22,","2523.9","0","","","39.0",",0","","","","","","","","","","","","","","","","","58.0",",,,0","0",",,,0","18.83",",0","25.78",",,,0","11.87",",,,0"
"USC00157510","1956-06","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","194.5","0","128.7",",0","7",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","7",",0","","","19560604",",,0","19560630","+,,0","19560630","+,,0","5","","19560625",",,0","19560624",",,0","5.0",",0,04,","0",",,0,30,+","0",",,0,30,+","23.1",",,0,25,","33.3",",0,24,","2544.4","0","","","20.5",",0","","","","","","","","","","","","","","","","","58.5",",,,0","0",",,,0","21.94",",0","28.96",",,,0","14.92",",,,0"
"USC00157510","1956-07","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","366.0","0","171.5","1,0","17",",0","13",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","30","1,0","8","1,0","","","19560711",",,0","19560731","+,,0","19560731","+,,0","4","","19560723",",,0","19560727",",1,0","9.4",",0,11,","0",",,0,31,+","0",",,0,31,+","50.8",",,0,23,","34.4","1,0,27,","0.0","0","","","0.0","1,0","","","","","","","","","","","","","","","","","225.7",",,,0","0",",,,0","24.04","1,0","30.52","1,,,0","17.57",",,,0"
"USC00157510","1956-08","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","513.1","0","147.1",",0","9",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","7",",0","1","","19560822",",,0","19560831","+,,0","19560831","+,,0","","","19560820",",,0","19560805",",,0","6.7",",0,22,","0",",,0,31,+","0",",,0,31,+","21.1",",,0,20,","33.9",",0,05,","4.4","0","","","4.4",",0","","","","","","","","","","","","","","","","","49.2",",,,0","0",",,,0","22.94",",0","29.65",",,,0","16.22",",,,0"
"USC00157510","1956-09","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","567.9","0","54.8",",0","8",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","1",",0","1","","19560921",",,0","19560930","+,,0","19560930","+,,0","","","19560906",",,0","19560916",",,0","1.1",",0,21,","0",",,0,30,+","0",",,0,30,+","11.7",",,0,06,","32.2",",0,16,","49.5","0","","","45.1",",0","","","","","","","","","","","","","","","","","30.3",",,,0","0",",,,0","18.66",",0","26.20",",,,0","11.11",",,,0"
"USC00157510","1956-10","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","578.5","0","10.6",",0","9",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","22",",0","0",",0","","","19561008",",,0","19561031","+,,0","19561031","+,,0","","","19561004",",,0","19561001",",,0","0.6",",0,08,","0",",,0,31,+","0",",,0,31,+","20.6",",,0,04,","31.7",",0,01,","141.3","0","","","91.8",",0","","","","","","","","","","","","","","","","","57.0",",,,0","0",",,,0","15.71",",0","22.99",",,,0","8.44",",,,0"
"USC00157510","1956-11","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","578.5","0","0.0",",0","8",",0","4",",0","0",",0","0",",0","0",",0","0",",0","16",",0","2",",0","7",",0","0",",0","","","19561125",",,0","19561130","+,,0","19561127","+,,0","","","19561116",",,0","19561104","+,,0","-10.6",",0,25,","0",",,0,30,+","0",",T,0,27,+","21.6",",,0,16,","25.6",",0,04,+","492.6","0","","","351.3",",0","","","","","","","","","","","","","","","","","52.9",",,,0","0",",T,,0","6.62",",0","13.56",",,,0","-0.32",",,,0"
"USC00157510","1956-12","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","578.5","0","0.0","1,0","19",",0","13",",0","2",",0","0",",0","0",",0","0",",0","15",",0","0","1,0","0","1,0","0","1,0","","","19561201",",,0","19561231","+,,0","19561225",",,0","1","","19561213",",,0","19561206","+,1,0","-7.2",",0,01,","0",",,0,31,+","0",",T,0,25,","72.6",",,0,13,","20.6","1,0,06,+","800.7","0","","","308.1","1,0","","","","","","","","","","","","","","","","","219.0",",,,0","0",",T,,0","8.06","1,0","13.55","1,,,0","2.56",",,,0"
"USC00157510","1957-01","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","0.0","0","0.0",",0","20",",0","12",",0","4",",0","","","","","1",",0","25",",0","5",",0","0",",0","0",",0","","","19570117",",,0","","","","","","","19570122",",,0","19570121","+,,0","-18.9",",0,17,","","","","","67.1",",,0,22,","17.2",",0,21,+","1323.4","0","","","522.7",",0","","","","","","","","","","","","","","","","","251.7",",,,0","","","1.47",",0","6.75",",,,0","-3.80",",,,0"
"USC00157510","1957-02","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","0.0","0","0.0",",0","16",",0","9",",0","1",",0","1","1,0","0","2,0","0",",0","15",",0","1",",0","0",",0","0",",0","","","19570220",",,0","19570219",",1,0","19570228","+,2,0","","","19570219",",,0","19570209",",,0","-15.0",",0,20,","51","1,,0,19,","0","2,,0,28,+","32.3",",,0,19,","20.6",",0,09,","1666.8","0","","","343.4",",0","","","","","","","","","","","","","","","","","121.2",",,,0","0","2,,,0","6.07",",0","12.28",",,,0","-0.14",",,,0"
"USC00157510","1957-03","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","0.0","0","0.0",",0","15",",0","8",",0","0",",0","0","1,0","0","1,0","0",",0","18",",0","0",",0","3",",0","0",",0","","","19570310",",,0","19570331","+,1,0","19570331","+,1,0","","","19570307",",,0","19570314",",,0","-7.2",",0,10,","0","1,,0,31,+","0","1,,0,31,+","17.0",",,0,07,","23.3",",0,14,","2021.6","0","","","354.8",",0","","","","","","","","","","","","","","","","","69.0",",,,0","0","1,,,0","6.89",",0","13.25",",,,0","0.52",",,,0"
"USC00157510","1957-04","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","32.7","0","32.7",",0","14",",0","8",",0","1",",0","0",",0","0",",0","0",",0","7",",0","0",",0","16",",0","0",",0","","","19570414","+,,0","19570430","+,,0","19570412",",,0","1","","19570404",",,0","19570428",",,0","-3.9",",0,14,+","0",",,0,30,+","0",",T,0,12,","31.2",",,0,04,","30.0",",0,28,","2167.2","0","","","145.6",",0","","","","","","","","","","","","","","","","","95.2",",,,0","0",",T,,0","14.57",",0","22.11",",,,0","7.03",",,,0"
"USC00157510","1957-05","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","76.6","0","43.9",",0","10",",0","7",",0","0",",0","0",",0","0",",0","0",",0","3",",0","0",",0","27",",0","0",",0","2","","19570506",",,0","19570531","+,,0","19570531","+,,0","1","","19570514",",,0","19570513","+,,0","-2.8",",0,06,","0",",,0,31,+","0",",,0,31,+","21.1",",,0,14,","30.6",",0,13,+","2220.6","0","","","53.4",",0","","","","","","","","","","","","","","","","","92.6",",,,0","0",",,,0","18.03",",0","25.64",",,,0","10.41",",,,0"
"USC00157510","1957-06","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","202.1","0","125.5",",0","18",",0","10",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","4",",0","3","","19570626",",,0","19570630","+,,0","19570630","+,,0","6","","19570609",",,0","19570617","+,,0","9.4",",0,26,","0",",,0,30,+","0",",,0,30,+","16.3",",,0,09,","34.4",",0,17,+","2220.6","0","","","0.0",",0","","","","","","","","","","","","","","","","","119.4",",,,0","0",",,,0","22.52",",0","29.04",",,,0","15.99",",,,0"
"USC00157510","1957-07","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","360.2","0","158.1","1,0","9",",0","5",",0","2",",0","0",",0","0",",0","0","1,0","0","1,0","0","1,0","30","1,0","9","1,0","6","","19570711","+,1,0","19570731","+,,0","19570731","+,,0","","","19570723",",,0","19570708",",1,0","11.7","1,0,11,+","0",",,0,31,+","0",",,0,31,+","34.3",",,0,23,","33.9","1,0,08,","0.0","0","","","0.0","1,0","","","","","","","","","","","","","","","","","86.4",",,,0","0",",,,0","23.60","1,0","30.81","1,,,0","16.39","1,,,0"
