"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00233290","1913-03","40.25","-92.08333","214.0","GORIN, MO US","6",",6","4",",6","1",",6","","","0",",6","","","","","","","","","","","19130307",",,6","19130313",",,6","","","","","23",",,6,07,","30.2",",,6,13,","71.6",",,,6","23",",,,6","",""
"USC00233290","1913-04","40.25","-92.08333","214.0","GORIN, MO US","6",",6","4",",6","1",",6","","","","","","","","","","","","","","","","","19130408",",,6","","","","","","","48.3",",,6,08,","82.6",",,,6","","","",""
"USC00233290","1913-05","40.25","-92.08333","214.0","GORIN, MO US","13",",6","10",",6","2",",6","","","","","","","","","","","","","","","","","19130505",",,6","","","","","","","45.2",",,6,05,","125.2",",,,6","","","",""
"USC00233290","1913-06","40.25","-92.08333","214.0","GORIN, MO US","6",",6","5",",6","1",",6","","","","","","","","","","","","","","","","","19130624",",,6","","","","","","","56.4",",,6,24,","110.9",",,,6","","","",""
"USC00233290","1913-07","40.25","-92.08333","214.0","GORIN, MO US","2",",6","1",",6","0",",6","","","","","","","","","","","","","","","","","19130708",",,6","","","","","","","3.3",",,6,08,","5.6",",,,6","","","",""
"USC00233290","1913-08","40.25","-92.08333","214.0","GORIN, MO US","5",",6","3",",6","1",",6","","","","","","","","","","","","","","","","","19130816",",,6","","","","","","","28.7",",,6,16,","51.4",",,,6","","","",""
"USC00233290","1913-09","40.25","-92.08333","214.0","GORIN, MO US","8",",6","3",",6","0",",6","","","","","","","","","","","","","","","","","19130920",",,6","","","","","","","14.5",",,6,20,","32.2",",,,6","","","",""
"USC00233290","1913-10","40.25","-92.08333","214.0","GORIN, MO US","7",",6","6",",6","1",",6","","","","","","","","","","","","","","","","","19131016",",,6","","","","","","","28.4",",,6,16,","74.4",",,,6","","","",""
"USC00233290","1913-11","40.25","-92.08333","214.0","GORIN, MO US","7",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","19131130",",,6","","","","","","","8.1",",,6,30,","23.6",",,,6","","","",""
"USC00233290","1913-12","40.25","-92.08333","214.0","GORIN, MO US","4",",6","3",",6","0",",6","","","1",",6","","","","","","","","","","","19131223",",,6","19131220",",,6","","","","","58",",,6,23,","16.8",",,6,20,","39.1",",,,6","58",",,,6","",""
"USC00233290","1914-01","40.25","-92.08333","214.0","GORIN, MO US","5",",6","2",",6","0",",6","","","1",",6","","","","","","","","","","","19140125",",,6","19140129",",,6","","","","","25",",,6,25,","13.5",",,6,29,","19.4",",,,6","25",",,,6","",""
"USC00233290","1914-02","40.25","-92.08333","214.0","GORIN, MO US","6",",6","6",",6","0",",6","","","4",",6","","","","","","","","","","","19140212",",,6","19140218",",,6","","","","","51",",,6,12,","7.6",",,6,18,","23.8",",,,6","147",",,,6","",""
"USC00233290","1914-03","40.25","-92.08333","214.0","GORIN, MO US","7",",6","4",",6","0",",6","","","0",",6","","","","","","","","","","","19140319",",,6","19140328",",,6","","","","","10",",,6,19,","16.5",",,6,28,","28.2",",,,6","10",",,,6","",""
"USC00233290","1914-04","40.25","-92.08333","214.0","GORIN, MO US","5",",6","4",",6","1",",6","","","0",",6","","","","","","","","","","","19140430","+,,6","19140428",",,6","","","","","0",",,6,30,+","42.7",",,6,28,","64.5",",,,6","0",",,,6","",""
"USC00233290","1914-05","40.25","-92.08333","214.0","GORIN, MO US","6",",6","5",",6","0",",6","","","0",",6","","","","","","","","","","","19140531","+,,6","19140512",",,6","","","","","0",",,6,31,+","14.0",",,6,12,","48.5",",,,6","0",",,,6","",""
"USC00233290","1914-06","40.25","-92.08333","214.0","GORIN, MO US","5",",6","4",",6","1",",6","","","0",",6","","","","","","","","","","","19140630","+,,6","19140613",",,6","","","","","0",",,6,30,+","68.1",",,6,13,","83.4",",,,6","0",",,,6","",""
"USC00233290","1914-07","40.25","-92.08333","214.0","GORIN, MO US","6",",6","4",",6","1",",6","","","0",",6","","","","","","","","","","","19140731","+,,6","19140706",",,6","","","","","0",",,6,31,+","30.7",",,6,06,","48.3",",,,6","0",",,,6","",""
"USC00233290","1914-08","40.25","-92.08333","214.0","GORIN, MO US","7",",6","4",",6","2",",6","","","0",",6","","","","","","","","","","","19140831","+,,6","19140831",",,6","","","","","0",",,6,31,+","33.3",",,6,31,","84.2",",,,6","0",",,,6","",""
"USC00233290","1914-09","40.25","-92.08333","214.0","GORIN, MO US","8",",6","7",",6","4",",6","","","0",",6","","","","","","","","","","","19140930","+,,6","19140901",",,6","","","","","0",",,6,30,+","58.7",",,6,01,","232.0",",,,6","0",",,,6","",""
"USC00233290","1914-10","40.25","-92.08333","214.0","GORIN, MO US","5",",6","4",",6","1",",6","","","","","","","","","","","","","","","","","19141010",",,6","","","","","","","64.3",",,6,10,","106.5",",,,6","","","",""
"USC00233290","1914-11","40.25","-92.08333","214.0","GORIN, MO US","4",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","19141115",",,6","","","","","","","6.4",",,6,15,","11.3",",,,6","","","",""
"USC00233290","1914-12","40.25","-92.08333","214.0","GORIN, MO US","9",",6","6",",6","0",",6","","","4",",6","","","","","","","","","","","19141229",",,6","19141229",",,6","","","","","178",",,6,29,","18.0",",,6,29,","43.4",",,,6","392",",,,6","",""
"USC00233290","1915-01","40.25","-92.08333","214.0","GORIN, MO US","8",",6","6",",6","0",",6","","","2",",6","","","","","","","","","","","19150119","+,,6","19150116",",,6","","","","","25",",,6,19,+","21.3",",,6,16,","54.8",",,,6","75",",,,6","",""
"USC00233290","1915-02","40.25","-92.08333","214.0","GORIN, MO US","7",",6","5",",6","0",",6","","","0",",6","","","","","","","","","","","19150201",",,6","19150201",",,6","","","","","20",",,6,01,","19.8",",,6,01,","51.8",",,,6","20",",,,6","",""
"USC00233290","1915-03","40.25","-92.08333","214.0","GORIN, MO US","5",",6","3",",6","0",",6","","","2",",6","","","","","","","","","","","19150304",",,6","19150304",",,6","","","","","127",",,6,04,","12.7",",,6,04,","25.6",",,,6","203",",,,6","",""
"USC00233290","1915-04","40.25","-92.08333","214.0","GORIN, MO US","7",",6","4",",6","0",",6","","","","","","","","","","","","","","","","","19150408",",,6","","","","","","","11.4",",,6,08,","26.4",",,,6","","","",""
"USC00233290","1915-05","40.25","-92.08333","214.0","GORIN, MO US","13",",6","9",",6","3",",6","","","","","","","","","","","","","","","","","19150526",",,6","","","","","","","90.4",",,6,26,","205.8",",,,6","","","",""
"USC00233290","1915-06","40.25","-92.08333","214.0","GORIN, MO US","12",",6","9",",6","3",",6","","","","","","","","","","","","","","","","","19150628",",,6","","","","","","","63.0",",,6,28,","210.2",",,,6","","","",""
"USC00233290","1915-08","40.25","-92.08333","214.0","GORIN, MO US","9",",6","7",",6","3",",6","","","","","","","","","","","","","","","","","19150816",",,6","","","","","","","53.3",",,6,16,","172.6",",,,6","","","",""
"USC00233290","1915-09","40.25","-92.08333","214.0","GORIN, MO US","10",",6","7",",6","3",",6","","","","","","","","","","","","","","","","","19150910",",,6","","","","","","","64.8",",,6,10,","147.7",",,,6","","","",""
"USC00233290","1915-10","40.25","-92.08333","214.0","GORIN, MO US","3",",6","1",",6","1",",6","","","","","","","","","","","","","","","","","19151013",",,6","","","","","","","46.5",",,6,13,","49.1",",,,6","","","",""
"USC00233290","1915-11","40.25","-92.08333","214.0","GORIN, MO US","5",",6","4",",6","2",",6","","","0",",6","","","","","","","","","","","19151129",",,6","19151125",",,6","","","","","0",",T,6,29,","35.6",",,6,25,","90.0",",,,6","0",",T,,6","",""
"USC00233290","1915-12","40.25","-92.08333","214.0","GORIN, MO US","6",",6","4",",6","0",",6","","","1",",6","","","","","","","","","","","19151224",",,6","19151210",",,6","","","","","36",",,6,24,","6.9",",,6,10,","19.4",",,,6","36",",,,6","",""
"USC00233290","1916-01","40.25","-92.08333","214.0","GORIN, MO US","8",",6","8",",6","2",",6","","","1",",6","","","","","","","","","","","19160119",",,6","19160126",",,6","","","","","25",",,6,19,","49.0",",,6,26,","131.7",",,,6","25",",,,6","",""
"USC00233290","1916-02","40.25","-92.08333","214.0","GORIN, MO US","4",",6","2",",6","0",",6","","","2",",6","","","","","","","","","","","19160205",",,6","19160205",",,6","","","","","38",",,6,05,","3.8",",,6,05,","8.6",",,,6","81",",,,6","",""
"USC00233290","1916-03","40.25","-92.08333","214.0","GORIN, MO US","7",",6","5",",6","2",",6","","","0",",6","","","","","","","","","","","19160301",",,6","19160325",",,6","","","","","18",",,6,01,","38.1",",,6,25,","111.2",",,,6","18",",,,6","",""
"USC00233290","1916-04","40.25","-92.08333","214.0","GORIN, MO US","9",",6","7",",6","0",",6","","","1",",6","","","","","","","","","","","19160408",",,6","19160430",",,6","","","","","38",",,6,08,","23.9",",,6,30,","77.1",",,,6","38",",,,6","",""
"USC00233290","1916-05","40.25","-92.08333","214.0","GORIN, MO US","12",",6","8",",6","5",",6","","","","","","","","","","","","","","","","","19160527",",,6","","","","","","","47.0",",,6,27,","242.5",",,,6","","","",""
"USC00233290","1916-06","40.25","-92.08333","214.0","GORIN, MO US","10",",6","7",",6","2",",6","","","","","","","","","","","","","","","","","19160606",",,6","","","","","","","71.1",",,6,06,","140.2",",,,6","","","",""
"USC00233290","1916-07","40.25","-92.08333","214.0","GORIN, MO US","3",",6","1",",6","0",",6","","","","","","","","","","","","","","","","","19160719",",,6","","","","","","","6.1",",,6,19,","9.4",",,,6","","","",""
"USC00233290","1916-09","40.25","-92.08333","214.0","GORIN, MO US","4",",6","3",",6","1",",6","","","","","","","","","","","","","","","","","19160927",",,6","","","","","","","29.7",",,6,27,","41.1",",,,6","","","",""
"USC00233290","1916-10","40.25","-92.08333","214.0","GORIN, MO US","7",",6","5",",6","1",",6","","","0",",6","","","","","","","","","","","19161020",",,6","19161024",",,6","","","","","13",",,6,20,","48.3",",,6,24,","74.9",",,,6","13",",,,6","",""
"USC00233290","1916-11","40.25","-92.08333","214.0","GORIN, MO US","2","1,6","2","1,6","1","1,6","","","0",",6","","","","","","","","","","","19161113",",,6","19161108",",1,6","","","","","0",",T,6,13,","27.7","1,,6,08,","45.2","1,,,6","0",",T,,6","",""
"USC00233290","1916-12","40.25","-92.08333","214.0","GORIN, MO US","4",",6","2",",6","0",",6","","","1",",6","","","","","","","","","","","19161224",",,6","19161226",",,6","","","","","25",",,6,24,","6.9",",,6,26,","12.0",",,,6","38",",,,6","",""
"USC00233290","1917-01","40.25","-92.08333","214.0","GORIN, MO US","2",",6","1",",6","0",",6","","","0",",6","","","","","","","","","","","19170131",",,6","19170121",",,6","","","","","0",",T,6,31,","10.7",",,6,21,","11.5",",,,6","0",",T,,6","",""
"USC00233290","1917-02","40.25","-92.08333","214.0","GORIN, MO US","1",",6","0",",6","0",",6","","","0",",6","","","","","","","","","","","19170204",",,6","19170222",",,6","","","","","0",",T,6,04,","1.8",",,6,22,","1.8",",,,6","0",",T,,6","",""
"USC00233290","1917-03","40.25","-92.08333","214.0","GORIN, MO US","7",",6","4",",6","0",",6","","","0",",6","","","","","","","","","","","19170303",",,6","19170313",",,6","","","","","3",",,6,03,","21.3",",,6,13,","45.7",",,,6","3",",,,6","",""
"USC00233290","1917-04","40.25","-92.08333","214.0","GORIN, MO US","10",",6","8",",6","1",",6","","","1",",6","","","","","","","","","","","19170407",",,6","19170430",",,6","","","","","76",",,6,07,","45.2",",,6,30,","143.4",",,,6","76",",,,6","",""
"USC00233290","1917-05","40.25","-92.08333","214.0","GORIN, MO US","9",",6","8",",6","1",",6","","","0",",6","","","","","","","","","","","19170531","+,,6","19170530",",,6","","","","","0",",,6,31,+","25.7",",,6,30,","112.7",",,,6","0",",,,6","",""
"USC00233290","1917-06","40.25","-92.08333","214.0","GORIN, MO US","11",",6","10",",6","3",",6","","","","","","","","","","","","","","","","","19170604",",,6","","","","","","","85.1",",,6,04,","254.1",",,,6","","","",""
"USC00233290","1917-07","40.25","-92.08333","214.0","GORIN, MO US","10",",6","7",",6","0",",6","","","","","","","","","","","","","","","","","19170708",",,6","","","","","","","21.3",",,6,08,","60.2",",,,6","","","",""
"USC00233290","1917-08","40.25","-92.08333","214.0","GORIN, MO US","9",",6","4",",6","0",",6","","","","","","","","","","","","","","","","","19170807",",,6","","","","","","","16.0",",,6,07,","36.6",",,,6","","","",""
"USC00233290","1917-09","40.25","-92.08333","214.0","GORIN, MO US","9",",6","4",",6","1",",6","","","","","","","","","","","","","","","","","19170904",",,6","","","","","","","33.3",",,6,04,","66.1",",,,6","","","",""
"USC00233290","1917-10","40.25","-92.08333","214.0","GORIN, MO US","9",",6","4",",6","0",",6","","","0",",6","","","","","","","","","","","19171023",",,6","19171018",",,6","","","","","0",",T,6,23,","12.7",",,6,18,","38.4",",,,6","0",",T,,6","",""
"USC00233290","1917-11","40.25","-92.08333","214.0","GORIN, MO US","1",",6","1",",6","0",",6","","","","","","","","","","","","","","","","","19171111",",,6","","","","","","","5.3",",,6,11,","5.3",",,,6","","","",""
"USC00233290","1917-12","40.25","-92.08333","214.0","GORIN, MO US","4",",6","1",",6","0",",6","","","2",",6","","","","","","","","","","","19171214",",,6","19171215",",,6","","","","","51",",,6,14,","2.5",",,6,15,","6.4",",,,6","97",",,,6","",""
"USC00233290","1918-01","40.25","-92.08333","214.0","GORIN, MO US","4",",6","3",",6","0",",6","","","3",",6","","","","","","","","","","","19180127",",,6","19180127",",,6","","","","","58",",,6,27,","5.8",",,6,27,","12.7",",,,6","127",",,,6","",""
"USC00233290","1918-02","40.25","-92.08333","214.0","GORIN, MO US","3",",6","2",",6","1",",6","","","","","","","","","","","","","","","","","19180228",",,6","","","","","","","28.4",",,6,28,","36.6",",,,6","","","",""
"USC00233290","1918-03","40.25","-92.08333","214.0","GORIN, MO US","4",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","19180322",",,6","","","","","","","3.0",",,6,22,","9.3",",,,6","","","",""
"USC00233290","1918-04","40.25","-92.08333","214.0","GORIN, MO US","8",",6","6",",6","1",",6","","","1",",6","","","","","","","","","","","19180420",",,6","19180406",",,6","","","","","38",",,6,20,","25.7",",,6,06,","81.2",",,,6","38",",,,6","",""
"USC00233290","1918-05","40.25","-92.08333","214.0","GORIN, MO US","12",",6","9",",6","3",",6","","","","","","","","","","","","","","","","","19180527",",,6","","","","","","","44.2",",,6,27,","158.9",",,,6","","","",""
"USC00233290","1918-06","40.25","-92.08333","214.0","GORIN, MO US","7",",6","5",",6","1",",6","","","","","","","","","","","","","","","","","19180624",",,6","","","","","","","49.5",",,6,24,","113.7",",,,6","","","",""
"USC00233290","1918-07","40.25","-92.08333","214.0","GORIN, MO US","9",",6","5",",6","0",",6","","","","","","","","","","","","","","","","","19180724",",,6","","","","","","","14.0",",,6,24,","41.4",",,,6","","","",""
"USC00233290","1918-08","40.25","-92.08333","214.0","GORIN, MO US","6",",6","5",",6","1",",6","","","","","","","","","","","","","","","","","19180830",",,6","","","","","","","29.0",",,6,30,","71.4",",,,6","","","",""
"USC00233290","1918-09","40.25","-92.08333","214.0","GORIN, MO US","6",",6","4",",6","1",",6","","","","","","","","","","","","","","","","","19180902",",,6","","","","","","","26.4",",,6,02,","63.0",",,,6","","","",""
"USC00233290","1918-10","40.25","-92.08333","214.0","GORIN, MO US","7",",6","3",",6","0",",6","","","","","","","","","","","","","","","","","19181027",",,6","","","","","","","19.8",",,6,27,","53.4",",,,6","","","",""
"USC00233290","1918-11","40.25","-92.08333","214.0","GORIN, MO US","5",",6","5",",6","1",",6","","","0",",6","","","","","","","","","","","19181128",",,6","19181128",",,6","","","","","0",",T,6,28,","28.4",",,6,28,","68.8",",,,6","0",",T,,6","",""
"USC00233290","1918-12","40.25","-92.08333","214.0","GORIN, MO US","5","1,6","5","1,6","0","1,6","","","1",",6","","","","","","","","","","","19181224",",,6","19181212",",1,6","","","","","51",",,6,24,","8.6","1,,6,12,","31.7","1,,,6","51",",,,6","",""
"USC00233290","1919-02","40.25","-92.08333","214.0","GORIN, MO US","6",",6","4",",6","0",",6","","","3",",6","","","","","","","","","","","19190220",",,6","19190213",",,6","","","","","76",",,6,20,","11.7",",,6,13,","32.0",",,,6","134",",,,6","",""
"USC00233290","1919-03","40.25","-92.08333","214.0","GORIN, MO US","7",",6","3",",6","0",",6","","","","","","","","","","","","","","","","","19190316",",,6","","","","","","","11.7",",,6,16,","21.7",",,,6","","","",""
"USC00233290","1919-04","40.25","-92.08333","214.0","GORIN, MO US","13",",6","9",",6","0",",6","","","0",",6","","","","","","","","","","","19190416",",,6","19190422",",,6","","","","","0",",T,6,16,","21.1",",,6,22,","91.2",",,,6","0",",T,,6","",""
"USC00233290","1919-05","40.25","-92.08333","214.0","GORIN, MO US","11",",6","10",",6","3",",6","","","0",",6","","","","","","","","","","","19190531","+,,6","19190504",",,6","","","","","0",",,6,31,+","56.6",",,6,04,","190.2",",,,6","0",",,,6","",""
"USC00233290","1919-06","40.25","-92.08333","214.0","GORIN, MO US","8",",6","6",",6","0",",6","","","","","","","","","","","","","","","","","19190602",",,6","","","","","","","11.7",",,6,02,","48.6",",,,6","","","",""
"USC00233290","1919-07","40.25","-92.08333","214.0","GORIN, MO US","4",",6","4",",6","1",",6","","","0",",6","","","","","","","","","","","19190731","+,,6","19190705",",,6","","","","","0",",,6,31,+","38.4",",,6,05,","55.1",",,,6","0",",,,6","",""
"USC00233290","1919-08","40.25","-92.08333","214.0","GORIN, MO US","8",",6","6",",6","1",",6","","","0",",6","","","","","","","","","","","19190831","+,,6","19190807",",,6","","","","","0",",,6,31,+","37.3",",,6,07,","73.6",",,,6","0",",,,6","",""
"USC00233290","1919-09","40.25","-92.08333","214.0","GORIN, MO US","5",",6","5",",6","2",",6","","","0",",6","","","","","","","","","","","19190930","+,,6","19190928",",,6","","","","","0",",,6,30,+","31.5",",,6,28,","90.2",",,,6","0",",,,6","",""
"USC00233290","1919-10","40.25","-92.08333","214.0","GORIN, MO US","8",",6","5",",6","1",",6","","","0",",6","","","","","","","","","","","19191031","+,,6","19191030",",,6","","","","","0",",,6,31,+","35.1",",,6,30,","95.8",",,,6","0",",,,6","",""
"USC00233290","1919-11","40.25","-92.08333","214.0","GORIN, MO US","5",",6","3",",6","2",",6","","","0",",6","","","","","","","","","","","19191127",",,6","19191128",",,6","","","","","18",",,6,27,","36.1",",,6,28,","77.9",",,,6","26",",,,6","",""
"USC00233290","1919-12","40.25","-92.08333","214.0","GORIN, MO US","2",",6","1",",6","0",",6","","","0",",6","","","","","","","","","","","19191209",",,6","19191205",",,6","","","","","13",",,6,09,","3.3",",,6,05,","4.6",",,,6","13",",,,6","",""
"USC00233290","1920-01","40.25","-92.08333","214.0","GORIN, MO US","0","2,6","0","2,6","0","2,6","","","0","2,6","","","","","","","","","","","19200102",",2,6","19200102",",2,6","","","","","0","2,T,6,02,","0.0","2,T,6,02,","0.0","2,T,,6","0","2,T,,6","",""
"USC00233290","1920-02","40.25","-92.08333","214.0","GORIN, MO US","4",",6","1",",6","0",",6","","","1",",6","","","","","","","","","","","19200225",",,6","19200205",",,6","","","","","76",",,6,25,","3.0",",,6,05,","5.6",",,,6","76",",,,6","",""
"USC00233290","1920-03","40.25","-92.08333","214.0","GORIN, MO US","6",",6","5",",6","2",",6","","","0",",6","","","","","","","","","","","19200303",",,6","19200325",",,6","","","","","0",",T,6,03,","33.5",",,6,25,","108.4",",,,6","0",",T,,6","",""
"USC00233290","1920-04","40.25","-92.08333","214.0","GORIN, MO US","15","1,6","12","1,6","2","1,6","","","2",",6","","","","","","","","","","","19200404",",,6","19200417",",1,6","","","","","102",",,6,04,","28.2","1,,6,17,","156.9","1,,,6","153",",,,6","",""
"USC00233290","1920-05","40.25","-92.08333","214.0","GORIN, MO US","8",",6","5",",6","0",",6","","","0",",6","","","","","","","","","","","19200531","+,,6","19200516",",,6","","","","","0",",,6,31,+","24.9",",,6,16,","73.6",",,,6","0",",,,6","",""
"USC00233290","1920-06","40.25","-92.08333","214.0","GORIN, MO US","7",",6","7",",6","1",",6","","","","","","","","","","","","","","","","","19200602",",,6","","","","","","","47.8",",,6,02,","126.0",",,,6","","","",""
"USC00233290","1920-07","40.25","-92.08333","214.0","GORIN, MO US","9",",6","7",",6","2",",6","","","0",",6","","","","","","","","","","","19200731","+,,6","19200702",",,6","","","","","0",",,6,31,+","38.9",",,6,02,","147.8",",,,6","0",",,,6","",""
"USC00233290","1920-08","40.25","-92.08333","214.0","GORIN, MO US","7",",6","4",",6","1",",6","","","0",",6","","","","","","","","","","","19200831","+,,6","19200809",",,6","","","","","0",",,6,31,+","35.6",",,6,09,","74.0",",,,6","0",",,,6","",""
"USC00233290","1920-09","40.25","-92.08333","214.0","GORIN, MO US","","","","","","","","","0",",6","","","","","","","","","","","19200930","+,,6","","","","","","","0",",,6,30,+","","","","","0",",,,6","",""
"USC00233290","1920-10","40.25","-92.08333","214.0","GORIN, MO US","9",",6","4",",6","0",",6","","","0",",6","","","","","","","","","","","19201031","+,,6","19201023",",,6","","","","","0",",,6,31,+","18.8",",,6,23,","39.1",",,,6","0",",,,6","",""
"USC00233290","1920-11","40.25","-92.08333","214.0","GORIN, MO US","6",",6","5",",6","0",",6","","","0",",6","","","","","","","","","","","19201130","+,,6","19201106",",,6","","","","","0",",,6,30,+","15.5",",,6,06,","39.7",",,,6","0",",,,6","",""
"USC00233290","1920-12","40.25","-92.08333","214.0","GORIN, MO US","6",",6","5",",6","0",",6","","","2",",6","","","","","","","","","","","19201214",",,6","19201213",",,6","","","","","36",",,6,14,","19.1",",,6,13,","34.3",",,,6","76",",,,6","",""
"USC00233290","1921-01","40.25","-92.08333","214.0","GORIN, MO US","4",",6","2",",6","0",",6","","","1",",6","","","","","","","","","","","19210113",",,6","19210121",",,6","","","","","127",",,6,13,","23.6",",,6,21,","35.8",",,,6","137",",,,6","",""
"USC00233290","1921-02","40.25","-92.08333","214.0","GORIN, MO US","3",",6","2",",6","0",",6","","","0",",6","","","","","","","","","","","19210211",",,6","19210222",",,6","","","","","0",",T,6,11,","12.2",",,6,22,","18.6",",,,6","0",",T,,6","",""
"USC00233290","1921-03","40.25","-92.08333","214.0","GORIN, MO US","10",",6","7",",6","1",",6","","","0",",6","","","","","","","","","","","19210331","+,,6","19210308",",,6","","","","","0",",,6,31,+","55.9",",,6,08,","119.5",",,,6","0",",,,6","",""
"USC00233290","1921-04","40.25","-92.08333","214.0","GORIN, MO US","11",",6","9",",6","2",",6","","","0",",6","","","","","","","","","","","19210416",",,6","19210416",",,6","","","","","0",",T,6,16,","93.0",",,6,16,","176.0",",,,6","0",",T,,6","",""
"USC00233290","1921-05","40.25","-92.08333","214.0","GORIN, MO US","8",",6","7",",6","2",",6","","","0",",6","","","","","","","","","","","19210531","+,,6","19210501",",,6","","","","","0",",,6,31,+","31.5",",,6,01,","95.1",",,,6","0",",,,6","",""
"USC00233290","1921-06","40.25","-92.08333","214.0","GORIN, MO US","12",",6","10",",6","0",",6","","","0",",6","","","","","","","","","","","19210630","+,,6","19210624",",,6","","","","","0",",,6,30,+","18.8",",,6,24,","94.5",",,,6","0",",,,6","",""
"USC00233290","1921-07","40.25","-92.08333","214.0","GORIN, MO US","6",",6","3",",6","0",",6","","","0",",6","","","","","","","","","","","19210731","+,,6","19210708",",,6","","","","","0",",,6,31,+","19.8",",,6,08,","34.8",",,,6","0",",,,6","",""
"USC00233290","1921-08","40.25","-92.08333","214.0","GORIN, MO US","7",",6","5",",6","1",",6","","","0",",6","","","","","","","","","","","19210831","+,,6","19210802",",,6","","","","","0",",,6,31,+","62.5",",,6,02,","116.8",",,,6","0",",,,6","",""
"USC00233290","1921-09","40.25","-92.08333","214.0","GORIN, MO US","15",",6","11",",6","1",",6","","","0",",6","","","","","","","","","","","19210930","+,,6","19210919",",,6","","","","","0",",,6,30,+","28.7",",,6,19,","155.4",",,,6","0",",,,6","",""
"USC00233290","1921-10","40.25","-92.08333","214.0","GORIN, MO US","8",",6","6",",6","1",",6","","","0",",6","","","","","","","","","","","19211031","+,,6","19211028",",,6","","","","","0",",,6,31,+","33.8",",,6,28,","88.2",",,,6","0",",,,6","",""
"USC00233290","1921-11","40.25","-92.08333","214.0","GORIN, MO US","7",",6","4",",6","0",",6","","","1",",6","","","","","","","","","","","19211119",",,6","19211129","+,,6","","","","","25",",,6,19,","4.8",",,6,29,+","19.0",",,,6","25",",,,6","",""
"USC00233290","1921-12","40.25","-92.08333","214.0","GORIN, MO US","3","1,6","2","1,6","1","1,6","","","1","1,6","","","","","","","","","","","19211217",",1,6","19211201",",1,6","","","","","51","1,,6,17,","37.6","1,,6,01,","50.3","1,,,6","51","1,,,6","",""
"USC00233290","1922-04","40.25","-92.08333","214.0","GORIN, MO US","9",",6","7",",6","1",",6","","","0",",6","","","","","","","","","","","19220430","+,,6","19220416",",,6","","","","","0",",,6,30,+","27.7",",,6,16,","88.7",",,,6","0",",,,6","",""
"USC00233290","1922-05","40.25","-92.08333","214.0","GORIN, MO US","11",",6","8",",6","0",",6","","","0",",6","","","","","","","","","","","19220531","+,,6","19220524",",,6","","","","","0",",,6,31,+","24.1",",,6,24,","94.3",",,,6","0",",,,6","",""
"USC00233290","1922-06","40.25","-92.08333","214.0","GORIN, MO US","5",",6","3",",6","1",",6","","","0",",6","","","","","","","","","","","19220630","+,,6","19220619",",,6","","","","","0",",,6,30,+","58.4",",,6,19,","82.3",",,,6","0",",,,6","",""
"USC00233290","1922-07","40.25","-92.08333","214.0","GORIN, MO US","8",",6","7",",6","3",",6","","","0",",6","","","","","","","","","","","19220731","+,,6","19220711",",,6","","","","","0",",,6,31,+","54.9",",,6,11,","158.0",",,,6","0",",,,6","",""
"USC00233290","1922-08","40.25","-92.08333","214.0","GORIN, MO US","8",",6","5",",6","1",",6","","","0",",6","","","","","","","","","","","19220831","+,,6","19220823",",,6","","","","","0",",,6,31,+","32.8",",,6,23,","61.4",",,,6","0",",,,6","",""
"USC00233290","1922-09","40.25","-92.08333","214.0","GORIN, MO US","","","","","","","","","0",",6","","","","","","","","","","","19220930","+,,6","","","","","","","0",",,6,30,+","","","","","0",",,,6","",""
"USC00233290","1922-10","40.25","-92.08333","214.0","GORIN, MO US","3",",6","3",",6","0",",6","","","0",",6","","","","","","","","","","","19221031","+,,6","19221022",",,6","","","","","0",",,6,31,+","12.4",",,6,22,","25.8",",,,6","0",",,,6","",""
"USC00233290","1922-11","40.25","-92.08333","214.0","GORIN, MO US","9",",6","7",",6","0",",6","","","0",",6","","","","","","","","","","","19221130","+,,6","19221113","+,,6","","","","","0",",,6,30,+","19.8",",,6,13,+","85.6",",,,6","0",",,,6","",""
"USC00233290","1922-12","40.25","-92.08333","214.0","GORIN, MO US","3",",6","1",",6","0",",6","","","1",",6","","","","","","","","","","","19221214",",,6","19221207",",,6","","","","","25",",,6,14,","6.1",",,6,07,","8.4",",,,6","25",",,,6","",""
"USC00233290","1923-01","40.25","-92.08333","214.0","GORIN, MO US","3",",6","2",",6","0",",6","","","1",",6","","","","","","","","","","","19230105",",,6","19230126",",,6","","","","","38",",,6,05,","17.8",",,6,26,","22.6",",,,6","38",",,,6","",""
