"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00292940","1956-09","35.06667","-103.06667","1250.9","ENDEE 5 SSE, NM US","0",",0","0",",0","0",",0","0",",0","0",",0","","","","","","","19560930","+,,0","19560930","+,,0","","","19560925",",,0","","","0",",,0,30,+","0",",,0,30,+","0.0",",T,0,25,","0.0",",T,,0","0",",,,0","",""
"USC00292940","1956-10","35.06667","-103.06667","1250.9","ENDEE 5 SSE, NM US","4",",0","3",",0","0",",0","0",",0","0",",0","","","","","","","19561031","+,,0","19561031","+,,0","","","19561019",",,0","","","0",",,0,31,+","0",",,0,31,+","14.7",",,0,19,","24.9",",,,0","0",",,,0","",""
"USC00292940","1956-11","35.06667","-103.06667","1250.9","ENDEE 5 SSE, NM US","1",",0","0",",0","0",",0","0",",0","0",",0","","","","","","","19561130","+,,0","19561130","+,,0","","","19561104",",,0","","","0",",,0,30,+","0",",,0,30,+","2.3",",,0,04,","2.3",",,,0","0",",,,0","",""
"USC00292940","1956-12","35.06667","-103.06667","1250.9","ENDEE 5 SSE, NM US","1",",0","0",",0","0",",0","0",",0","0",",0","","","","","","","19561231","+,,0","19561223",",,0","","","19561223",",,0","","","0",",,0,31,+","0",",T,0,23,","0.5",",,0,23,","0.5",",,,0","0",",T,,0","",""
"USC00292940","1957-01","35.06667","-103.06667","1250.9","ENDEE 5 SSE, NM US","1",",0","0",",0","0",",0","0",",0","0",",0","","","","","","","19570131","+,,0","19570131","+,,0","","","19570104",",,0","","","0",",,0,31,+","0",",,0,31,+","2.0",",,0,04,","2.0",",,,0","0",",,,0","",""
"USC00292940","1957-02","35.06667","-103.06667","1250.9","ENDEE 5 SSE, NM US","3",",0","2",",0","0",",0","0",",0","0",",0","","","","","","","19570228","+,,0","19570228","+,,0","","","19570218",",,0","","","0",",,0,28,+","0",",,0,28,+","6.6",",,0,18,","11.7",",,,0","0",",,,0","",""
"USC00292940","1957-03","35.06667","-103.06667","1250.9","ENDEE 5 SSE, NM US","6",",0","5",",0","0",",0","0",",0","0",",0","","","","","","","19570331","+,,0","19570331","+,,0","","","19570321",",,0","","","0",",,0,31,+","0",",,0,31,+","21.8",",,0,21,","52.3",",,,0","0",",,,0","",""
"USC00292940","1957-04","35.06667","-103.06667","1250.9","ENDEE 5 SSE, NM US","5",",0","4",",0","0",",0","0",",0","0",",0","","","","","","","19570430","+,,0","19570430","+,,0","","","19570422",",,0","","","0",",,0,30,+","0",",,0,30,+","11.2",",,0,22,","32.1",",,,0","0",",,,0","",""
"USC00292940","1957-05","35.06667","-103.06667","1250.9","ENDEE 5 SSE, NM US","6",",0","3",",0","0",",0","0",",0","0",",0","","","","","","","19570531","+,,0","19570531","+,,0","","","19570511",",,0","","","0",",,0,31,+","0",",,0,31,+","17.3",",,0,11,","31.7",",,,0","0",",,,0","",""
"USC00292940","1957-06","35.06667","-103.06667","1250.9","ENDEE 5 SSE, NM US","6",",0","5",",0","0",",0","0",",0","0",",0","","","","","","","19570630","+,,0","19570630","+,,0","","","19570623",",,0","","","0",",,0,30,+","0",",,0,30,+","24.1",",,0,23,","46.7",",,,0","0",",,,0","",""
"USC00292940","1957-07","35.06667","-103.06667","1250.9","ENDEE 5 SSE, NM US","3",",0","2",",0","1",",0","0",",0","0",",0","","","","","","","19570731","+,,0","19570731","+,,0","","","19570726",",,0","","","0",",,0,31,+","0",",,0,31,+","45.7",",,0,26,","50.1",",,,0","0",",,,0","",""
"USC00292940","1957-08","35.06667","-103.06667","1250.9","ENDEE 5 SSE, NM US","7",",0","5",",0","1",",0","0",",0","0",",0","","","","","","","19570831","+,,0","19570831","+,,0","","","19570805",",,0","","","0",",,0,31,+","0",",,0,31,+","36.1",",,0,05,","62.0",",,,0","0",",,,0","",""
"USC00292940","1957-09","35.06667","-103.06667","1250.9","ENDEE 5 SSE, NM US","2",",0","1",",0","0",",0","0",",0","0",",0","","","","","","","19570930","+,,0","19570930","+,,0","","","19570901",",,0","","","0",",,0,30,+","0",",,0,30,+","6.1",",,0,01,","7.6",",,,0","0",",,,0","",""
"USC00292940","1957-10","35.06667","-103.06667","1250.9","ENDEE 5 SSE, NM US","8",",0","5",",0","0",",0","0",",0","0",",0","","","","","","","19571031","+,,0","19571031","+,,0","","","19571013",",,0","","","0",",,0,31,+","0",",,0,31,+","14.0",",,0,13,","48.8",",,,0","0",",,,0","",""
"USC00292940","1957-11","35.06667","-103.06667","1250.9","ENDEE 5 SSE, NM US","5",",0","2",",0","0",",0","","","1",",0","","","","","","","","","19571122",",,0","","","19571105",",,0","","","","","102",",,0,22,","10.7",",,0,05,","20.1",",,,0","102",",,,0","",""
"USC00292940","1957-12","35.06667","-103.06667","1250.9","ENDEE 5 SSE, NM US","0",",0","0",",0","0",",0","0",",0","0",",0","","","","","","","19571231","+,,0","19571231","+,,0","","","19571231","+,,0","","","0",",,0,31,+","0",",,0,31,+","0.0",",,0,31,+","0.0",",,,0","0",",,,0","",""
"USC00292940","1958-01","35.06667","-103.06667","1250.9","ENDEE 5 SSE, NM US","3",",0","3",",0","0",",0","","","0","3,0","","","","","","","","","19580131","+,3,0","","","19580106",",,0","","","","","0","3,,0,31,+","11.9",",,0,06,","22.8",",,,0","0","3,,,0","",""
"USC00292940","1958-02","35.06667","-103.06667","1250.9","ENDEE 5 SSE, NM US","3",",0","1",",0","0",",0","","","0","3,0","","","","","","","","","19580228","+,3,0","","","19580227",",,0","","","","","0","3,,0,28,+","3.8",",,0,27,","8.1",",,,0","0","3,,,0","",""
"USC00292940","1958-03","35.06667","-103.06667","1250.9","ENDEE 5 SSE, NM US","7",",0","4",",0","0",",0","","","0","2,0","","","","","","","","","19580331","+,2,0","","","19580307",",,0","","","","","0","2,,0,31,+","15.0",",,0,07,","50.6",",,,0","0","2,,,0","",""
"USC00292940","1958-04","35.06667","-103.06667","1250.9","ENDEE 5 SSE, NM US","7",",0","5",",0","0",",0","","","0","4,0","","","","","","","","","19580430","+,4,0","","","19580412",",,0","","","","","0","4,,0,30,+","13.7",",,0,12,","35.0",",,,0","0","4,,,0","",""
"USC00292940","1958-05","35.06667","-103.06667","1250.9","ENDEE 5 SSE, NM US","6",",0","3",",0","0",",0","0",",0","0",",0","","","","","","","19580531","+,,0","19580531","+,,0","","","19580524",",,0","","","0",",,0,31,+","0",",,0,31,+","10.9",",,0,24,","32.0",",,,0","0",",,,0","",""
"USC00292940","1958-06","35.06667","-103.06667","1250.9","ENDEE 5 SSE, NM US","4",",0","3",",0","1",",0","0",",0","0",",0","","","","","","","19580630","+,,0","19580630","+,,0","","","19580617",",,0","","","0",",,0,30,+","0",",,0,30,+","56.4",",,0,17,","67.1",",,,0","0",",,,0","",""
"USC00292940","1958-07","35.06667","-103.06667","1250.9","ENDEE 5 SSE, NM US","3","3,0","3","3,0","1","3,0","0",",0","0",",0","","","","","","","19580731","+,,0","19580731","+,,0","","","19580716",",3,0","","","0",",,0,31,+","0",",,0,31,+","41.9","3,,0,16,","104.3",",a,,0","0",",,,0","",""
"USC00292940","1958-08","35.06667","-103.06667","1250.9","ENDEE 5 SSE, NM US","6",",0","4",",0","0",",0","0",",0","0",",0","","","","","","","19580831","+,,0","19580831","+,,0","","","19580803",",,0","","","0",",,0,31,+","0",",,0,31,+","13.0",",,0,03,","36.7",",,,0","0",",,,0","",""
"USC00292940","1958-09","35.06667","-103.06667","1250.9","ENDEE 5 SSE, NM US","8",",0","5",",0","2",",0","0",",0","0",",0","","","","","","","19580930","+,,0","19580930","+,,0","","","19580916","+,,0","","","0",",,0,30,+","0",",,0,30,+","25.4",",,0,16,+","78.5",",,,0","0",",,,0","",""
"USC00292940","1958-10","35.06667","-103.06667","1250.9","ENDEE 5 SSE, NM US","2",",0","1",",0","0",",0","0",",0","0",",0","","","","","","","19581031","+,,0","19581031","+,,0","","","19581026",",,0","","","0",",,0,31,+","0",",,0,31,+","5.1",",,0,26,","5.4",",,,0","0",",,,0","",""
"USC00292940","1958-11","35.06667","-103.06667","1250.9","ENDEE 5 SSE, NM US","2",",0","1",",0","0",",0","0",",0","0",",0","","","","","","","19581130","+,,0","19581130","+,,0","","","19581117",",,0","","","0",",,0,30,+","0",",,0,30,+","3.0",",,0,17,","5.3",",,,0","0",",,,0","",""
"USC00292940","1958-12","35.06667","-103.06667","1250.9","ENDEE 5 SSE, NM US","2",",0","2",",0","0",",0","0","3,0","2",",0","","","","","","","19581231","+,3,0","19581230",",,0","","","19581229",",,0","","","0","3,,0,31,+","76",",,0,30,","5.6",",,0,29,","9.4",",,,0","127",",,,0","",""
"USC00292940","1959-01","35.06667","-103.06667","1250.9","ENDEE 5 SSE, NM US","3",",0","0",",0","0",",0","","","1",",0","","","","","","","","","19590121",",,0","","","19590121",",,0","","","","","25",",,0,21,","1.5",",,0,21,","3.6",",,,0","58",",,,0","",""
"USC00292940","1959-02","35.06667","-103.06667","1250.9","ENDEE 5 SSE, NM US","2",",0","0",",0","0",",0","","","1",",0","","","","","","","","","19590202",",,0","","","19590202",",,0","","","","","51",",,0,02,","1.3",",,0,02,","1.8",",,,0","51",",,,0","",""
"USC00292940","1959-03","35.06667","-103.06667","1250.9","ENDEE 5 SSE, NM US","4",",0","3",",0","0",",0","0",",0","0",",0","","","","","","","19590331","+,,0","19590305",",,0","","","19590326",",,0","","","0",",,0,31,+","13",",,0,05,","7.9",",,0,26,","17.9",",,,0","13",",,,0","",""
"USC00292940","1959-04","35.06667","-103.06667","1250.9","ENDEE 5 SSE, NM US","3",",0","1",",0","0",",0","0",",0","0",",0","","","","","","","19590430","+,,0","19590430","+,,0","","","19590408",",,0","","","0",",,0,30,+","0",",,0,30,+","5.6",",,0,08,","8.4",",,,0","0",",,,0","",""
"USC00292940","1959-05","35.06667","-103.06667","1250.9","ENDEE 5 SSE, NM US","7",",0","5",",0","1",",0","0",",0","0",",0","","","","","","","19590531","+,,0","19590531","+,,0","","","19590508",",,0","","","0",",,0,31,+","0",",,0,31,+","39.4",",,0,08,","68.6",",,,0","0",",,,0","",""
"USC00292940","1959-06","35.06667","-103.06667","1250.9","ENDEE 5 SSE, NM US","6",",0","5",",0","1",",0","0",",0","0",",0","","","","","","","19590630","+,,0","19590630","+,,0","","","19590603",",,0","","","0",",,0,30,+","0",",,0,30,+","49.0",",,0,03,","94.5",",,,0","0",",,,0","",""
